Dock Index,Enzyme Index,Substrate Index,Label,score,logit,prob,Predicted,Error_Type
89,13,78,1,-4.877121,-4.877121,0.007561309,0,False Negative
90,225,60,1,-7.853777,-7.853777,0.00038813197,0,False Negative
91,203,79,1,-2.5259228,-2.5259228,0.07406076,0,False Negative
92,132,25,1,-3.1967676,-3.1967676,0.039287545,0,False Negative
93,132,80,1,-5.2920146,-5.2920146,0.0050064228,0,False Negative
94,115,12,1,-4.8234477,-4.8234477,0.007974912,0,False Negative
95,35,81,1,-0.6912353,-0.6912353,0.33375832,0,False Negative
96,198,48,1,-2.886613,-2.886613,0.052819315,0,False Negative
97,6,82,1,-6.3602085,-6.3602085,0.0017260219,0,False Negative
98,177,83,1,-1.6716082,-1.6716082,0.15820988,0,False Negative
99,177,24,1,-4.3064547,-4.3064547,0.013301934,0,False Negative
100,177,84,1,-0.24621275,-0.24621275,0.4387559,0,False Negative
102,170,24,1,-2.958432,-2.958432,0.049339503,0,False Negative
103,31,86,1,-3.5713987,-3.5713987,0.02734758,0,False Negative
104,30,23,1,-4.6649284,-4.6649284,0.009332015,0,False Negative
112,168,93,1,-2.2999039,-2.2999039,0.09113092,0,False Negative
113,22,94,1,-2.049479,-2.049479,0.11410504,0,False Negative
114,45,39,1,-3.5627356,-3.5627356,0.027578965,0,False Negative
115,25,12,1,-3.8355312,-3.8355312,0.021133594,0,False Negative
120,14,24,1,-2.2151027,-2.2151027,0.09840244,0,False Negative
121,33,98,1,-9.289124,-9.289124,9.241549e-05,0,False Negative
122,174,25,1,-7.526985,-7.526985,0.0005380692,0,False Negative
123,92,99,1,-6.0421743,-6.0421743,0.0023707524,0,False Negative
128,127,104,1,-2.3242314,-2.3242314,0.089135915,0,False Negative
129,127,105,1,-2.119712,-2.119712,0.107195616,0,False Negative
132,139,108,1,-8.55145,-8.55145,0.00019322736,0,False Negative
134,138,110,0,1.9666784,1.9666784,0.8772539,1,False Positive
138,70,113,1,-5.919677,-5.919677,0.0026788726,0,False Negative
140,70,115,1,-4.179768,-4.179768,0.015071432,0,False Negative
142,69,117,1,-1.7445858,-1.7445858,0.1487314,0,False Negative
144,72,119,1,-10.271257,-10.271257,3.4612625e-05,0,False Negative
145,72,120,1,-3.4612765,-3.4612765,0.030434342,0,False Negative
146,285,121,0,0.4338718,0.4338718,0.6067978,1,False Positive
148,288,123,0,0.5910908,0.5910908,0.64361537,1,False Positive
149,288,124,1,-5.6851807,-5.6851807,0.0033844265,0,False Negative
156,255,131,0,1.4901941,1.4901941,0.8161074,1,False Positive
159,235,134,1,-1.2868073,-1.2868073,0.2163937,0,False Negative
161,285,136,1,-3.613389,-3.613389,0.026252545,0,False Negative
164,285,139,1,-3.447658,-3.447658,0.030838778,0,False Negative
167,84,142,1,-7.5139875,-7.5139875,0.0005451046,0,False Negative
168,84,143,1,-7.6537795,-7.6537795,0.00047402352,0,False Negative
169,263,99,1,-1.8926208,-1.8926208,0.13094594,0,False Negative
170,263,144,0,0.0009036958,0.0009036958,0.5002259,1,False Positive
171,262,145,1,-0.6449969,-0.6449969,0.34411785,0,False Negative
172,263,146,1,-0.2744996,-0.2744996,0.43180278,0,False Negative
179,77,75,1,-2.3179474,-2.3179474,0.089647435,0,False Negative
181,244,1,1,-1.005434,-1.005434,0.26787436,0,False Negative
182,18,46,1,-0.362111,-0.362111,0.41044864,0,False Negative
183,20,152,1,-0.35566607,-0.35566607,0.4120091,0,False Negative
187,189,153,1,-2.261539,-2.261539,0.09435877,0,False Negative
193,76,157,1,-7.9475684,-7.9475684,0.0003533958,0,False Negative
194,76,158,1,-4.613302,-4.613302,0.009821589,0,False Negative
195,76,159,1,-7.8199043,-7.8199043,0.00040149884,0,False Negative
196,76,160,1,-6.4881434,-6.4881434,0.0015190599,0,False Negative
197,66,161,1,-6.149029,-6.149029,0.002131004,0,False Negative
198,66,162,1,-4.940288,-4.940288,0.007101742,0,False Negative
200,66,164,1,-3.234682,-3.234682,0.037881233,0,False Negative
205,65,169,1,-6.605201,-6.605201,0.0013514825,0,False Negative
206,74,170,1,-3.6098118,-3.6098118,0.026344147,0,False Negative
208,74,172,1,-9.629892,-9.629892,6.572981e-05,0,False Negative
211,74,175,1,-6.286024,-6.286024,0.0018586878,0,False Negative
212,75,176,1,-3.0107803,-3.0107803,0.046941224,0,False Negative
213,75,151,1,-9.524094,-9.524094,7.306459e-05,0,False Negative
214,74,125,1,-4.944928,-4.944928,0.0070690983,0,False Negative
216,85,178,1,-5.8447323,-5.8447323,0.0028867521,0,False Negative
217,60,179,1,-4.5441065,-4.5441065,0.0105178645,0,False Negative
218,85,180,1,-6.8152075,-6.8152075,0.0010957635,0,False Negative
223,59,185,1,-7.383171,-7.383171,0.00062124035,0,False Negative
224,9,186,1,-2.0086615,-2.0086615,0.11829651,0,False Negative
225,9,187,1,-0.016711563,-0.016711563,0.49582222,0,False Negative
226,273,25,1,-2.1196117,-2.1196117,0.10720523,0,False Negative
228,272,98,1,-4.0743093,-4.0743093,0.016719654,0,False Negative
231,267,191,1,-0.9083517,-0.9083517,0.28733724,0,False Negative
232,274,192,1,-5.837705,-5.837705,0.00290705,0,False Negative
236,7,160,1,-7.485229,-7.485229,0.00056099973,0,False Negative
237,220,193,1,-0.4594461,-0.4594461,0.38711724,0,False Negative
238,167,24,1,-0.29634547,-0.29634547,0.42645112,0,False Negative
250,220,205,1,-0.25104547,-0.25104547,0.4375662,0,False Negative
251,220,206,1,-0.19188589,-0.19188589,0.45217517,0,False Negative
252,95,207,1,-0.6118974,-0.6118974,0.3516265,0,False Negative
254,17,209,1,-1.7269568,-1.7269568,0.15097725,0,False Negative
257,120,5,1,-2.1700768,-2.1700768,0.102469966,0,False Negative
260,121,214,1,-2.7088156,-2.7088156,0.06245517,0,False Negative
261,119,215,1,-2.2620993,-2.2620993,0.0943109,0,False Negative
263,122,217,1,-2.7685463,-2.7685463,0.05904773,0,False Negative
266,277,220,1,-0.5189304,-0.5189304,0.37310237,0,False Negative
273,207,225,1,-1.7754695,-1.7754695,0.14486346,0,False Negative
275,206,227,1,-1.663446,-1.663446,0.15929995,0,False Negative
284,67,177,1,-1.4850643,-1.4850643,0.18466371,0,False Negative
285,67,233,1,-0.63395786,-0.63395786,0.34661365,0,False Negative
286,67,234,1,-2.2403026,-2.2403026,0.09618924,0,False Negative
287,67,136,1,-0.22035572,-0.22035572,0.4451329,0,False Negative
288,68,235,1,-4.8901467,-4.8901467,0.007464186,0,False Negative
296,129,242,1,-1.7143555,-1.7143555,0.15259965,0,False Negative
297,112,243,1,-2.8725033,-2.8725033,0.053529684,0,False Negative
300,111,245,1,-2.3019094,-2.3019094,0.09096494,0,False Negative
308,142,60,1,-8.297955,-8.297955,0.00024896368,0,False Negative
310,142,231,0,0.33370882,0.33370882,0.5826615,1,False Positive
312,158,254,0,2.348884,2.348884,0.9128455,1,False Positive
317,154,60,1,-8.102095,-8.102095,0.00030281226,0,False Negative
336,151,273,1,-4.1524677,-4.1524677,0.015482098,0,False Negative
337,152,60,1,-6.859762,-6.859762,0.0010480639,0,False Negative
339,151,275,1,-7.8707,-7.8707,0.0003816214,0,False Negative
340,151,276,1,-0.009373486,-0.009373486,0.49765664,0,False Negative
345,204,17,1,-0.41595468,-0.41595468,0.39748517,0,False Negative
353,264,287,1,-1.5676501,-1.5676501,0.17255165,0,False Negative
367,204,301,1,-0.7678681,-0.7678681,0.31694046,0,False Negative
368,204,302,1,-1.038027,-1.038027,0.26153085,0,False Negative
369,204,303,1,-1.0484638,-1.0484638,0.2595202,0,False Negative
370,204,304,1,-0.59346944,-0.59346944,0.3558392,0,False Negative
371,204,305,1,-0.4181094,-0.4181094,0.39696926,0,False Negative
372,204,306,1,-4.3875546,-4.3875546,0.012278456,0,False Negative
373,204,307,1,-1.8205185,-1.8205185,0.13937166,0,False Negative
374,204,308,1,-0.8970696,-0.8970696,0.28965306,0,False Negative
375,204,309,1,-0.52960163,-0.52960163,0.37060982,0,False Negative
379,264,313,1,-0.64897275,-0.64897275,0.34322107,0,False Negative
380,264,314,1,-0.19337013,-0.19337013,0.45180753,0,False Negative
387,194,319,0,1.0372031,1.0372031,0.73831,1,False Positive
391,193,323,0,1.0415657,1.0415657,0.739152,1,False Positive
394,5,259,1,-5.3434477,-5.3434477,0.004756631,0,False Negative
396,247,326,1,-0.40834495,-0.40834495,0.39930904,0,False Negative
397,149,327,1,-2.1472104,-2.1472104,0.10459219,0,False Negative
398,149,328,1,-3.1628728,-3.1628728,0.04058704,0,False Negative
402,73,331,1,-3.973396,-3.973396,0.018462183,0,False Negative
404,73,125,1,-4.83105,-4.83105,0.007914994,0,False Negative
405,73,332,1,-4.0664,-4.0664,0.016850183,0,False Negative
406,160,333,1,-5.5879574,-5.5879574,0.0037287096,0,False Negative
407,130,134,1,-0.5840636,-0.5840636,0.3579981,0,False Negative
408,135,137,0,0.6935187,0.6935187,0.66674924,1,False Positive
409,135,134,1,-0.9122712,-0.9122712,0.2865353,0,False Negative
411,163,334,1,-2.2490432,-2.2490432,0.09543203,0,False Negative
412,163,335,1,-1.7449586,-1.7449586,0.14868419,0,False Negative
413,279,336,1,-2.7243965,-2.7243965,0.061549034,0,False Negative
414,279,337,1,-1.6845472,-1.6845472,0.15649429,0,False Negative
416,279,339,1,-0.6480738,-0.6480738,0.34342372,0,False Negative
417,279,340,1,-6.5777645,-6.5777645,0.0013890233,0,False Negative
418,279,341,1,-2.5902283,-2.5902283,0.06976996,0,False Negative
420,163,343,1,-3.971192,-3.971192,0.018502168,0,False Negative
421,163,344,1,-2.6493483,-2.6493483,0.06602919,0,False Negative
422,163,345,1,-1.7103691,-1.7103691,0.15311585,0,False Negative
423,163,346,1,-1.0070608,-1.0070608,0.26755545,0,False Negative
424,163,347,1,-0.29422683,-0.29422683,0.42696938,0,False Negative
427,163,350,1,-1.1855085,-1.1855085,0.23406321,0,False Negative
428,279,351,1,-2.0296762,-2.0296762,0.11612215,0,False Negative
429,278,352,1,-1.9050903,-1.9050903,0.12953344,0,False Negative
430,163,353,1,-3.3844995,-3.3844995,0.03278342,0,False Negative
431,163,354,1,-5.0570006,-5.0570006,0.0063243685,0,False Negative
433,163,356,1,-3.9748535,-3.9748535,0.018435791,0,False Negative
434,163,328,1,-3.7940507,-3.7940507,0.022008963,0,False Negative
435,163,357,1,-0.93332857,-0.93332857,0.2822499,0,False Negative
436,164,358,1,-2.9736633,-2.9736633,0.04862996,0,False Negative
437,162,359,1,-4.117368,-4.117368,0.016026298,0,False Negative
438,280,360,1,-3.8477619,-3.8477619,0.020882057,0,False Negative
439,163,361,1,-4.9287963,-4.9287963,0.007183235,0,False Negative
440,163,362,1,-0.10299784,-0.10299784,0.4742733,0,False Negative
441,163,363,1,-3.453551,-3.453551,0.030663136,0,False Negative
442,163,364,1,-4.586977,-4.586977,0.010080936,0,False Negative
443,163,365,1,-2.9806583,-2.9806583,0.048307355,0,False Negative
444,163,366,1,-5.189998,-5.189998,0.0055411416,0,False Negative
445,163,367,1,-2.3298073,-2.3298073,0.08868424,0,False Negative
446,163,368,1,-3.8026936,-3.8026936,0.021823695,0,False Negative
448,279,370,1,-4.963902,-4.963902,0.0069371564,0,False Negative
450,116,372,0,0.32675165,0.32675165,0.5809688,1,False Positive
452,162,374,1,-2.7347212,-2.7347212,0.06095536,0,False Negative
453,163,375,1,-6.2403655,-6.2403655,0.0019453513,0,False Negative
454,163,376,1,-0.5191496,-0.5191496,0.3730511,0,False Negative
455,163,377,1,-5.2972717,-5.2972717,0.0049803033,0,False Negative
458,163,327,1,-2.6172328,-2.6172328,0.06803755,0,False Negative
459,161,380,1,-0.3839128,-0.3839128,0.40518352,0,False Negative
463,12,381,1,-5.7583494,-5.7583494,0.003146386,0,False Negative
468,105,386,1,-1.007966,-1.007966,0.2673781,0,False Negative
474,144,389,0,0.3530147,0.3530147,0.58734846,1,False Positive
476,144,391,1,-1.9269402,-1.9269402,0.12708963,0,False Negative
478,208,392,1,-1.7141204,-1.7141204,0.15263005,0,False Negative
479,34,326,1,-0.40036106,-0.40036106,0.4012256,0,False Negative
480,23,24,1,-4.8578486,-4.8578486,0.007707312,0,False Negative
481,256,393,1,-2.7555351,-2.7555351,0.05977481,0,False Negative
482,166,394,1,-1.3018289,-1.3018289,0.21385738,0,False Negative
483,172,395,1,-4.920747,-4.920747,0.007240869,0,False Negative
484,172,75,1,-4.777889,-4.777889,0.008343543,0,False Negative
485,172,259,1,-2.780836,-2.780836,0.058368586,0,False Negative
486,171,396,1,-1.874443,-1.874443,0.13302846,0,False Negative
487,134,24,1,-5.2029324,-5.2029324,0.0054703224,0,False Negative
488,196,153,1,-2.4868016,-2.4868016,0.076788634,0,False Negative
489,234,327,1,-2.933323,-2.933323,0.05053066,0,False Negative
505,81,411,0,0.031752408,0.031752408,0.50793743,1,False Positive
507,2,120,1,-0.28515297,-0.28515297,0.4291909,0,False Negative
508,96,80,1,-9.440018,-9.440018,7.947269e-05,0,False Negative
509,145,24,1,-2.2055871,-2.2055871,0.099249884,0,False Negative
510,243,259,1,-1.8033094,-1.8033094,0.14144869,0,False Negative
512,147,412,1,-0.7665047,-0.7665047,0.31723568,0,False Negative
513,281,413,1,-4.9410124,-4.9410124,0.0070966366,0,False Negative
514,156,414,1,-5.4579935,-5.4579935,0.0042440104,0,False Negative
515,156,415,1,-4.2004037,-4.2004037,0.014768157,0,False Negative
516,109,416,1,-0.027552634,-0.027552634,0.49311227,0,False Negative
517,109,417,1,-0.30201426,-0.30201426,0.42506516,0,False Negative
518,180,418,1,-2.9878268,-2.9878268,0.047978856,0,False Negative
520,257,419,0,0.29862016,0.29862016,0.57410514,1,False Positive
522,21,421,1,-2.500249,-2.500249,0.075840734,0,False Negative
526,183,425,1,-7.508743,-7.508743,0.0005479695,0,False Negative
528,210,426,1,-2.4487896,-2.4487896,0.07952711,0,False Negative
529,214,427,1,-7.5567803,-7.5567803,0.0005222821,0,False Negative
530,228,428,1,-4.0593615,-4.0593615,0.016967183,0,False Negative
532,229,430,1,-1.6860831,-1.6860831,0.15629165,0,False Negative
536,217,433,1,-2.19667,-2.19667,0.10004992,0,False Negative
537,32,434,1,-10.28503,-10.28503,3.4139193e-05,0,False Negative
