split,sample_id,dock_index,enzyme_index,substrate_index,label,uniprot,structure_record_substrate,structure_record_n_samples,structure_record_n_positive,cache_sample_id_present,cache_file_exists,cache_path
train,837,254334,5644,26681,0,O64698,O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/000/sample_000837.pt
train,844,200358,5285,4899,0,Q94FM7,CC(F)(F)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)CO,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/000/sample_000844.pt
train,1007,338903,5035,9396,0,P11715,CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001007.pt
train,1014,130600,5128,7830,0,B8QHP5,O=C(O)[C@@H]1CCCN1C(=O)CN=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CN=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001014.pt
train,1077,248012,5346,8835,0,P00189,c1ccc2c(c1)Cc1ccccc1-2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001077.pt
train,1091,323291,5672,9186,0,B1NF18,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001091.pt
train,1298,366419,5193,8931,0,Q04468,C=Cc1ccc(C)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001298.pt
train,1305,72556,5099,9131,1,A0A068Q609,O/N=C/Cc1ccccc1,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001305.pt
train,1358,372060,5056,9207,0,P22680,CCCCCCCCCCCCCCCC(O)CC(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001358.pt
train,1398,248133,5358,5448,0,Q07973,NCc1ccc(C(F)(F)F)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001398.pt
train,1410,107817,5129,1146,0,Q02928,O[C@H]1CCc2ccccc21,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001410.pt
train,1628,406179,5228,9027,0,Q8W4T9,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001628.pt
train,1640,284520,5296,9886,0,Q64654,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001640.pt
train,1730,117027,5171,17031,0,Q59723,N=c1nc(O)c2c([nH]1)NCC(COP(=O)(O)OP(=O)(O)O)=N2,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001730.pt
train,1831,57253,5666,9969,1,Q50LH4,COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001831.pt
train,1851,407757,5099,9257,0,A0A068Q609,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@@H]1C3,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001851.pt
train,1863,232210,5063,6237,0,P08683,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(N=C(O)/C(C)=C\C=C/[C@@H](OC)[C@@H](OC(=N)O)/C(C)=C/[C@H](C)[C@H]1O)C2=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001863.pt
train,1876,116398,5229,42,0,O23051,CCO,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001876.pt
train,1884,277809,5123,9304,0,P51589,O=C(O)c1ccccc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001884.pt
train,1985,149995,5227,3088,0,Q9AXM6,CCCCCO,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/001/sample_001985.pt
train,2034,267575,5000,8526,0,P00191,Oc1c(Cl)cccc1Cl,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002034.pt
train,2066,238163,5357,9,0,Q64441,OCc1ccccc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002066.pt
train,2284,118240,5267,36389,0,Q9FH76,C=C(CCO)C(=O)OC[C@H]1OC(O)C(O)[C@@H](O)C1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002284.pt
train,2432,59360,5265,9390,1,Q8VQF6,CC1(C)CC2CCC1CC2,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002432.pt
train,2488,386202,5253,8884,0,Q2MJ20,Oc1ccc(I)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002488.pt
train,2567,289404,5208,8168,0,Q42798,Br/C=C\Br,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002567.pt
train,2574,377548,21390,35738,0,P24557,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002574.pt
train,2593,191925,5100,10308,0,O65782,O=C=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002593.pt
train,2623,411240,5073,9231,0,Q63688,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002623.pt
train,2629,117983,5261,28977,0,C0SPF7,O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002629.pt
train,2718,182512,5034,3263,0,P05093,OCC1OC(O)C(O)C(O)C1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002718.pt
train,2729,380344,5189,9403,0,P93147,CC1=C(Br)C(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002729.pt
train,2737,220859,5357,3430,0,Q64441,CC=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002737.pt
train,2791,426800,5038,9444,0,Q64410,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@@]2(C)C1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002791.pt
train,2795,120403,5099,6646,0,A0A068Q609,O[C@H](CS)[C@H](O)CS,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002795.pt
train,2823,267853,5357,8458,0,Q64441,CC1=C(C)C(O)C(C)=C(C)C1=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/002/sample_002823.pt
train,3069,533274,4959,8818,1,Q04552,O=O,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003069.pt
train,3080,328830,5319,8559,0,Q9SZ46,CSc1cccc(Cl)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003080.pt
train,3113,166822,5666,2650,0,Q50LH4,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003113.pt
train,3350,160354,5064,7810,0,Q6VVX0,CC[N+](=O)[O-],1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003350.pt
train,3394,128507,5125,23683,0,P78329,N=c1nc(O)c2ncn([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2[nH]1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003394.pt
train,3452,286188,5359,9267,0,Q09128,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003452.pt
train,3503,314733,5198,8462,0,P48522,c1ccoc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003503.pt
train,3664,239485,5241,1473,0,H1A988,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003664.pt
train,3737,205809,5310,8351,0,Q43255,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003737.pt
train,3742,262762,5339,1190,0,P15150,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003742.pt
train,3758,233274,5354,6774,0,Q06069,Nc1ncnc2c1N[CH]N2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003758.pt
train,3832,213235,5657,8617,0,A8CDR5,CC(=O)c1ccc(F)cc1,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003832.pt
train,3912,282810,5285,8531,0,Q94FM7,II,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003912.pt
train,3957,363900,5275,9451,0,O88962,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003957.pt
train,3976,249856,5290,29539,0,A6YIH8,O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/003/sample_003976.pt
train,4009,40202,5068,9057,1,Q9Y6A2,CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)C3C[C@@H](C)C21,1,1,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004009.pt
train,4021,478581,5127,9226,0,O23066,CC(C)CCCCCCCCC(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004021.pt
train,4045,264500,5666,8518,0,Q50LH4,CCCc1ccccc1O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004045.pt
train,4114,297000,4961,7876,0,P11371,NCC(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(O)=NCC(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(O)=NCC(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(O)=NCC(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004114.pt
train,4118,529290,4961,9310,0,P11371,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004118.pt
train,4331,382117,5253,9232,0,Q2MJ20,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004331.pt
train,4627,280223,5063,8395,0,P08683,CSCC[C@H](N=C(O)[C@@H](N)Cc1ccccc1)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004627.pt
train,4768,536103,5296,8855,0,Q64654,O=O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004768.pt
train,4935,293176,4981,8969,0,P98187,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004935.pt
train,4975,227491,5184,2430,0,Q6WNQ9,CC(C)C(=O)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/004/sample_004975.pt
train,5117,137307,5214,28843,0,D5JBX1,CC[C@H](C)[C@H](N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H]1CCCN1C(=O)[C@H](C)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(C)C)N=C(O)CN)C(=N)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005117.pt
train,5160,189453,5725,4387,0,Q9VUF8,COc1cc(C)c2c(c1C(C)C)CCC[C@H]2O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005160.pt
train,5218,409992,5180,9035,0,Q9SWR5,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005218.pt
train,5375,323893,5034,9505,0,P05093,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005375.pt
train,5588,120528,21272,8700,0,B3LF83,O=C1C[C@H]2C=CC[C@@H]12,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005588.pt
train,5661,231158,5129,9613,0,Q02928,N[C@@H](Cc1ccccc1)C(=O)O,1,0,True,True,/root/autodl-tmp/EZSpecificity/PathD/P450/data/q01_fe_embedding_patch/exp001_esibank_aonly_baseline/pt_cache/full_legacy_cuda_20260526_161909_per_sample_graph_v1/train/samples/005/sample_005661.pt
