global_interaction_id,global_enzyme_id,global_compound_id,label,sources,supporting_source_count,evidence_count,best_quality_tier,has_pmid_any,has_products_any,has_pdb_any,max_num_reactions,conflicting_labels
INT_G000038,ENZ_G000015,CMP_G001315,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000039,ENZ_G000016,CMP_G000091,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000040,ENZ_G000016,CMP_G000254,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000041,ENZ_G000016,CMP_G000255,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000042,ENZ_G000016,CMP_G000256,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,1,0
INT_G000043,ENZ_G000016,CMP_G000318,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000044,ENZ_G000016,CMP_G001542,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000045,ENZ_G000016,CMP_G001564,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000046,ENZ_G000016,CMP_G002076,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000047,ENZ_G000017,CMP_G000228,1,S3_P450Rdb|S8_PlantP450DB,2,2,B,1,1,0,1,0
INT_G000048,ENZ_G000018,CMP_G000447,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000049,ENZ_G000019,CMP_G000980,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000050,ENZ_G000019,CMP_G000996,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000051,ENZ_G000019,CMP_G001226,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000052,ENZ_G000019,CMP_G001446,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000053,ENZ_G000020,CMP_G001153,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000054,ENZ_G000021,CMP_G001412,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000055,ENZ_G000022,CMP_G000839,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000056,ENZ_G000022,CMP_G000913,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000057,ENZ_G000022,CMP_G001012,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000058,ENZ_G000022,CMP_G001030,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000059,ENZ_G000023,CMP_G001842,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000060,ENZ_G000024,CMP_G000834,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000061,ENZ_G000024,CMP_G001174,1,S1_RCSB|S3_P450Rdb,2,2,A,1,1,1,1,0
INT_G000062,ENZ_G000025,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000063,ENZ_G000026,CMP_G000627,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000064,ENZ_G000026,CMP_G001085,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000065,ENZ_G000026,CMP_G001183,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000066,ENZ_G000026,CMP_G002019,1,S1_RCSB|S9_PCPD,2,2,A,0,0,1,1,0
INT_G000067,ENZ_G000026,CMP_G002033,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000068,ENZ_G000027,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000069,ENZ_G000027,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000070,ENZ_G000028,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000071,ENZ_G000028,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000072,ENZ_G000029,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000073,ENZ_G000030,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000074,ENZ_G000030,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000075,ENZ_G000031,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000076,ENZ_G000031,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000077,ENZ_G000032,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000078,ENZ_G000032,CMP_G001106,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000079,ENZ_G000033,CMP_G000436,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000080,ENZ_G000033,CMP_G000738,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000081,ENZ_G000033,CMP_G001017,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000082,ENZ_G000034,CMP_G000210,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G000083,ENZ_G000034,CMP_G001250,1,S3_P450Rdb,1,1,B,0,1,0,1,0
INT_G000084,ENZ_G000035,CMP_G000788,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000085,ENZ_G000036,CMP_G000254,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000086,ENZ_G000036,CMP_G000255,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000087,ENZ_G000037,CMP_G000254,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000088,ENZ_G000038,CMP_G001007,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000089,ENZ_G000038,CMP_G001008,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000090,ENZ_G000039,CMP_G002049,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000091,ENZ_G000040,CMP_G000727,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000092,ENZ_G000040,CMP_G000743,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000093,ENZ_G000040,CMP_G001444,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000094,ENZ_G000040,CMP_G001654,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000095,ENZ_G000041,CMP_G001818,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000096,ENZ_G000042,CMP_G000575,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000097,ENZ_G000043,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000098,ENZ_G000043,CMP_G000474,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000099,ENZ_G000043,CMP_G000939,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G000100,ENZ_G000043,CMP_G001249,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000101,ENZ_G000043,CMP_G001250,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000102,ENZ_G000043,CMP_G001559,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000103,ENZ_G000044,CMP_G002110,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000104,ENZ_G000045,CMP_G000236,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000105,ENZ_G000045,CMP_G000237,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000106,ENZ_G000045,CMP_G000497,1,S2_ESIBank|S8_PlantP450DB|S9_PCPD,3,3,B,1,0,0,1,0
INT_G000107,ENZ_G000045,CMP_G001149,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000108,ENZ_G000046,CMP_G001149,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000109,ENZ_G000047,CMP_G001560,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000110,ENZ_G000048,CMP_G000738,1,S2_ESIBank|S3_P450Rdb|S8_PlantP450DB|S9_PCPD,4,4,B,1,1,0,1,0
INT_G000111,ENZ_G000048,CMP_G000996,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000112,ENZ_G000048,CMP_G001266,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000113,ENZ_G000048,CMP_G001539,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000114,ENZ_G000049,CMP_G000436,1,S3_P450Rdb|S8_PlantP450DB,2,2,B,1,1,0,1,0
INT_G000115,ENZ_G000049,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000116,ENZ_G000049,CMP_G000761,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000117,ENZ_G000049,CMP_G001017,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000118,ENZ_G000050,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000119,ENZ_G000050,CMP_G001266,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000120,ENZ_G000050,CMP_G001539,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000121,ENZ_G000050,CMP_G001706,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000122,ENZ_G000051,CMP_G000480,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000123,ENZ_G000051,CMP_G000539,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000124,ENZ_G000051,CMP_G001145,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000125,ENZ_G000052,CMP_G000418,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000126,ENZ_G000052,CMP_G000482,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000127,ENZ_G000053,CMP_G001100,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000128,ENZ_G000054,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000129,ENZ_G000054,CMP_G000474,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000130,ENZ_G000054,CMP_G001249,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000131,ENZ_G000054,CMP_G001250,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000132,ENZ_G000054,CMP_G001559,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000133,ENZ_G000055,CMP_G000125,1,S8_PlantP450DB|S9_PCPD,2,3,B,1,0,0,1,0
INT_G000134,ENZ_G000055,CMP_G000710,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000135,ENZ_G000055,CMP_G001360,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,4,B,1,1,0,1,0
INT_G000136,ENZ_G000055,CMP_G001370,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000137,ENZ_G000056,CMP_G000125,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000138,ENZ_G000056,CMP_G001360,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000139,ENZ_G000057,CMP_G000125,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000140,ENZ_G000057,CMP_G001360,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000141,ENZ_G000057,CMP_G001370,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,1,0
INT_G000142,ENZ_G000058,CMP_G000133,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000143,ENZ_G000058,CMP_G000134,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000144,ENZ_G000059,CMP_G000682,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000145,ENZ_G000060,CMP_G001589,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000146,ENZ_G000061,CMP_G000654,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000147,ENZ_G000061,CMP_G001804,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000148,ENZ_G000061,CMP_G001864,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000149,ENZ_G000062,CMP_G000479,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000150,ENZ_G000062,CMP_G001250,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000151,ENZ_G000062,CMP_G001830,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000152,ENZ_G000063,CMP_G000725,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000153,ENZ_G000063,CMP_G001657,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000154,ENZ_G000064,CMP_G000984,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000155,ENZ_G000065,CMP_G001005,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000156,ENZ_G000066,CMP_G001058,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000157,ENZ_G000067,CMP_G000607,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000158,ENZ_G000068,CMP_G001463,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000159,ENZ_G000069,CMP_G001463,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000160,ENZ_G000070,CMP_G000607,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000161,ENZ_G000070,CMP_G001463,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000162,ENZ_G000071,CMP_G000607,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000163,ENZ_G000071,CMP_G001463,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000164,ENZ_G000071,CMP_G001464,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000165,ENZ_G000072,CMP_G000285,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000166,ENZ_G000072,CMP_G001463,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000167,ENZ_G000072,CMP_G001952,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000168,ENZ_G000073,CMP_G001463,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000169,ENZ_G000074,CMP_G001048,1,S3_P450Rdb,1,1,B,1,0,0,1,0
INT_G000170,ENZ_G000074,CMP_G001049,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000171,ENZ_G000075,CMP_G001048,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000172,ENZ_G000076,CMP_G000253,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000173,ENZ_G000076,CMP_G001048,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000174,ENZ_G000076,CMP_G001049,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000175,ENZ_G000076,CMP_G001273,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000176,ENZ_G000077,CMP_G000720,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000177,ENZ_G000077,CMP_G000916,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000178,ENZ_G000077,CMP_G000975,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000179,ENZ_G000077,CMP_G001198,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000180,ENZ_G000077,CMP_G002027,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000181,ENZ_G000078,CMP_G000401,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000182,ENZ_G000078,CMP_G002051,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000183,ENZ_G000079,CMP_G000722,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000184,ENZ_G000079,CMP_G001164,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000185,ENZ_G000079,CMP_G001165,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000186,ENZ_G000079,CMP_G001557,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000187,ENZ_G000080,CMP_G000319,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000188,ENZ_G000080,CMP_G001397,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000189,ENZ_G000080,CMP_G001780,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000190,ENZ_G000080,CMP_G001844,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000191,ENZ_G000081,CMP_G000228,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000192,ENZ_G000081,CMP_G001315,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000193,ENZ_G000082,CMP_G001656,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000194,ENZ_G000083,CMP_G000009,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000195,ENZ_G000083,CMP_G000474,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000196,ENZ_G000083,CMP_G000939,1,S3_P450Rdb,1,1,B,1,1,0,3,0
INT_G000197,ENZ_G000083,CMP_G001249,1,S3_P450Rdb,1,1,B,1,1,0,2,0
INT_G000198,ENZ_G000084,CMP_G001127,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000199,ENZ_G000084,CMP_G001128,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000200,ENZ_G000085,CMP_G000479,1,S3_P450Rdb|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000201,ENZ_G000086,CMP_G001068,1,S1_RCSB,1,1,A,0,0,1,1,0
INT_G000202,ENZ_G000087,CMP_G000315,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000203,ENZ_G000088,CMP_G000767,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,0,0,1,0
INT_G000204,ENZ_G000089,CMP_G001373,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000205,ENZ_G000090,CMP_G001373,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000206,ENZ_G000091,CMP_G001390,1,S2_ESIBank|S3_P450Rdb,2,2,B,1,1,0,1,0
INT_G000207,ENZ_G000091,CMP_G002009,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000208,ENZ_G000091,CMP_G002058,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000209,ENZ_G000092,CMP_G000722,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000210,ENZ_G000092,CMP_G001164,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000211,ENZ_G000092,CMP_G001557,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000212,ENZ_G000093,CMP_G001616,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000213,ENZ_G000094,CMP_G002058,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000214,ENZ_G000095,CMP_G000709,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000215,ENZ_G000096,CMP_G000528,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000216,ENZ_G000097,CMP_G000442,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000217,ENZ_G000097,CMP_G000713,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000218,ENZ_G000097,CMP_G000890,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000219,ENZ_G000097,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000220,ENZ_G000098,CMP_G000435,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000221,ENZ_G000098,CMP_G000736,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000222,ENZ_G000099,CMP_G001991,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000223,ENZ_G000100,CMP_G000125,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000224,ENZ_G000100,CMP_G001360,1,S2_ESIBank|S3_P450Rdb|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000225,ENZ_G000100,CMP_G001370,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000226,ENZ_G000101,CMP_G001027,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000227,ENZ_G000101,CMP_G001352,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000228,ENZ_G000102,CMP_G001036,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000229,ENZ_G000102,CMP_G001258,1,S9_PCPD,1,1,B,0,0,0,1,0
INT_G000230,ENZ_G000102,CMP_G001370,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000231,ENZ_G000102,CMP_G001431,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000232,ENZ_G000103,CMP_G000995,1,S3_P450Rdb,1,1,B,1,1,0,1,0
INT_G000233,ENZ_G000103,CMP_G000996,1,S8_PlantP450DB|S9_PCPD,2,2,B,1,0,0,1,0
INT_G000234,ENZ_G000104,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000235,ENZ_G000105,CMP_G000442,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000236,ENZ_G000105,CMP_G000713,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000237,ENZ_G000105,CMP_G001205,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000238,ENZ_G000106,CMP_G001058,1,S2_ESIBank,1,1,B,0,0,0,1,0
INT_G000239,ENZ_G000107,CMP_G001189,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000240,ENZ_G000108,CMP_G001189,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000241,ENZ_G000109,CMP_G000436,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000242,ENZ_G000109,CMP_G000453,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000243,ENZ_G000109,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000244,ENZ_G000109,CMP_G001017,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
INT_G000245,ENZ_G000109,CMP_G001266,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000246,ENZ_G000110,CMP_G000436,1,S8_PlantP450DB,1,1,B,1,0,0,1,0
INT_G000247,ENZ_G000110,CMP_G000453,1,S3_P450Rdb|S9_PCPD,2,2,B,1,1,0,1,0
INT_G000248,ENZ_G000110,CMP_G000738,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,2,0
INT_G000249,ENZ_G000110,CMP_G001017,1,S3_P450Rdb|S8_PlantP450DB|S9_PCPD,3,3,B,1,1,0,1,0
