record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0590,11,Q385E8,CYP51 (T. brucei),Lanosterol analog,3P99,SUBSTRATE,SUBSTRATE,MEDIUM,B,True,False,substrate_product_confusion,True,"Original class states 'product', but verified as SUBSTRATE. Cyclopropylidene lanosterol is likely substrate analog, not product. Need clarification on whether this is modified lanosterol (substrate) or 14-demethylated intermediate.",30-cyclopropylidenelanost-7-en-3-ol is lanosterol analog. Original CSV shows 'product' but ligand name suggests substrate. CYP51 demethylates C14 of lanosterol. This cyclopropylidene modification at C
REC_0591,11,Q385E8,CYP51 (T. brucei),JKF,3TIK,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,JKF is experimental CYP51 inhibitor. Contains imidazole ring for Type II heme coordination. Notes confirm 'Type-II azole'. High confidence.
REC_0592,11,Q385E8,CYP51 (T. brucei),18I,4BJK,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,18I is experimental CYP51 inhibitor. Notes confirm 'Type-II azole'. High confidence classification.
REC_0593,11,Q385E8,CYP51 (T. brucei),VNT,4G3J,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,VNT is experimental CYP51 inhibitor with triazole group. Notes confirm 'Type-II azole: VNT'. High confidence.
REC_0594,11,Q385E8,CYP51 (T. brucei),VFV,4G7G,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,VFV is experimental CYP51 inhibitor with imidazole. Notes confirm 'Type-II azole: VFV'. High confidence.
REC_0595,11,Q40778,CYP74 Allene Oxide Synthase,"13-hydroxyoctadeca-9,11-dienoic acid",3DBM,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,13-hydroxy fatty acid is substrate for allene oxide synthase (CYP74). Notes confirm 'substrate analog'. High confidence.
REC_0596,11,Q47KL3,CYP154E1,4-PHENYL-1H-IMIDAZOLE,8RTV,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,4-phenylimidazole is classic Type II P450 inhibitor. Notes show Fe-N=2.03A coordination. High confidence.
REC_0597,11,Q55080,CYP119,4-PHENYL-1H-IMIDAZOLE,1F4T,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,4-phenylimidazole inhibitor with Fe-N=2.13-2.14A heme coordination. High confidence Type II inhibitor.
REC_0598,11,Q55080,CYP119,4-(4-bromophenyl)-1H-imidazole,4TT5,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,"4-(4-bromophenyl)-imidazole with Fe-N=1.99A coordination. Type II inhibitor, high confidence."
REC_0599,11,Q55080,CYP119,4-(4-CHLOROPHENYL)IMIDAZOLE,4TUV,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,"4-(4-chlorophenyl)imidazole with Fe-N=1.91A coordination. Type II inhibitor, high confidence."
REC_0600,11,Q55080,CYP119,4-(4-fluorophenyl)-1H-imidazole,4WPD,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,"4-(4-fluorophenyl)-imidazole with Fe-N=1.95-1.98A coordination. Type II inhibitor, high confidence."
REC_0601,11,Q59523,MycG,BENZAMIDINE,2Y46,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,"Benzamidine is crystallization artifact, not substrate. Notes confirm 'artifact'. High confidence exclusion."
REC_0602,11,Q59523,MycG,MYCINAMICIN V,2Y5N,PRODUCT,PRODUCT,MEDIUM,B,True,False,none,False,,Mycinamicin V is product in mycinamicin biosynthesis. Medium confidence due to need for literature verification of product vs substrate.
REC_0603,11,Q59523,MycG,MYCINAMICIN IV,2Y98,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Mycinamicin IV is substrate in mycinamicin pathway. Notes confirm 'Mycinamicin IV'. High confidence.
REC_0604,11,Q59523,MycG,SUCCINIC ACID,2YCA,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,Succinic acid is crystallization artifact. Notes confirm 'artifact'. High confidence exclusion.
REC_0605,11,Q59523,MycG,MYCINAMICIN III,2YCA,SUBSTRATE,SUBSTRATE,MEDIUM,B,True,False,none,False,,Mycinamicin III is substrate in pathway. Medium confidence appropriate for biosynthetic intermediate.
REC_0606,11,Q59819,OleP,Clotrimazole,4XE3,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Clotrimazole is FDA-approved azole antifungal. Notes show Fe-N=1.96A coordination. High confidence Type II inhibitor.
REC_0607,11,Q59819,OleP,Oleandolide (DEO),6ZHZ,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Oleandolide is substrate in oleandomycin biosynthesis pathway. High confidence.
REC_0608,11,Q59819,OleP,alpha-L-rhamnopyranose,6ZI3,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,Rhamnose sugar is not substrate. Notes confirm 'Rhamnose sugar'. High confidence exclusion.
REC_0609,11,Q59819,OleP,6-DEOXYERYTHRONOLIDE B,7Q89,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,6-deoxyerythronolide B is macrolide substrate. High confidence classification.
REC_0610,11,Q59819,OleP,TESTOSTERONE,8QRD,SUBSTRATE,SUBSTRATE,MEDIUM,B,True,False,none,False,,Testosterone is steroid substrate. Original class states 'substrate'. Medium confidence due to promiscuous binding of steroids to P450s.
REC_0611,11,Q59819,OleP,Lithocholic acid,8QYI,SUBSTRATE,SUBSTRATE,MEDIUM,B,True,False,none,False,,Lithocholic acid is bile acid substrate. Medium confidence due to promiscuous substrate binding of OleP.
REC_0612,11,Q59990,CYP120A1,RETINOIC ACID,2VE3,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,CYP120A1 is retinoic acid hydroxylase. Retinoic acid is documented substrate. High confidence.
REC_0613,11,Q5YNS8,CYP154C5,Pregnenolone,4J6B,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,CYP154C5 is steroid hydroxylase. Pregnenolone is well-documented steroid substrate. High confidence.
REC_0614,11,Q5YNS8,CYP154C5,PROGESTERONE,4J6C,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Progesterone is substrate for CYP154C5 steroid hydroxylase. Original class confirms 'substrate'. High confidence.
REC_0615,11,Q5YNS8,CYP154C5,4-ANDROSTENE-3-17-DIONE,4JBT,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Androstenedione is steroid substrate for CYP154C5. High confidence.
REC_0616,11,Q5YNS8,CYP154C5,5a-androstan-3-one,6TO2,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,5a-androstan-3-one is steroid substrate. High confidence.
REC_0617,11,Q5YNS8,CYP154C5,CADMIUM ION,9KG5,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,"Cadmium ion is metal ion, not organic substrate. High confidence exclusion."
REC_0618,11,Q5YNS8,CYP154C5,TESTOSTERONE,9KG5,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Testosterone is steroid substrate for CYP154C5. High confidence.
REC_0619,11,Q603T8,CYP51 (M. capsulatus),Detergent JDJ,6MCW,EXCLUDE,EXCLUDE,HIGH,A,True,False,substrate_product_confusion,False,,Notes correctly identify this as 'Detergent (NOT product)'. Original CSV mistakenly labeled as 'product'. This is crystallization detergent. High confidence EXCLUDE.
REC_0620,11,Q603T8,CYP51 (M. capsulatus),CETYL-TRIMETHYL-AMMONIUM,7JJ1,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,Cetyltrimethylammonium is detergent. High confidence exclusion.
REC_0621,11,Q603T8,CYP51 (M. capsulatus),LANOSTEROL,7SNM,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Lanosterol is natural substrate for CYP51 (sterol demethylase). High confidence.
REC_0622,11,Q6N8N2,CYP199A2-like,4-METHOXYBENZOIC ACID,4DNJ,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,CYP199A2-like is aromatic acid hydroxylase. 4-methoxybenzoic acid is para-substituted benzoic acid substrate. High confidence.
REC_0623,11,Q70AS3,P450_Q70AS3,Bisphenol A,5IT1,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Bisphenol A is substrate. High confidence.
REC_0624,11,Q70KH6,P450_Q70KH6,Cyclopropyl pyrimidine,3P3Z,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Cyclopropyl pyrimidine substrate. High confidence.
REC_0625,11,Q746J6,P450_Q746J6,"S,R MESO-TARTARIC ACID",1N97,EXCLUDE,EXCLUDE,HIGH,A,True,False,none,False,,Tartaric acid is buffer/crystallization additive. High confidence exclusion.
REC_0626,11,Q7Z1V1,CYP51 (T. cruzi),Fluconazole,2WX2,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Fluconazole is CYP51 inhibitor for Chagas disease. High confidence.
