record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0296,06,P14779,CYP102A1 (P450 BM3),PALMITOLEIC ACID,3EKD,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Unsaturated fatty acid substrate for CYP102A1. Correctly classified.
REC_0297,06,P14779,CYP102A1 (P450 BM3),"N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoyl)-L-tryptophan",3WSP,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Fluorinated tryptophan derivative, CYP102A1 substrate. Medium-high confidence."
REC_0298,06,P14779,CYP102A1 (P450 BM3),L-DOPAMINE,4DTZ,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Dopamine amine inhibitor. Medium-high confidence.
REC_0299,06,P14779,CYP102A1 (P450 BM3),SEROTONIN,4DUE,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Serotonin amine inhibitor. Medium-high confidence.
REC_0300,06,P14779,CYP102A1 (P450 BM3),ethenylbenzene,4HGH,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Styrene substrate for CYP102A1. Medium confidence.
REC_0301,06,P14779,CYP102A1 (P450 BM3),"6-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfanyl}-1H-benzimidazole",4O4P,INHIBITOR,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Omeprazole-like compound, likely substrate. Medium confidence."
REC_0302,06,P14779,CYP102A1 (P450 BM3),METYRAPONE,4ZF8,UNKNOWN,INHIBITOR,HIGH,A,True,False,none,False,,Metyrapone is known P450 inhibitor. Fe-N=2.62Å. Correctly classified.
REC_0303,06,P14779,CYP102A1 (P450 BM3),"(2~{S})-3-(1~{H}-indol-3-yl)-2-[2,2,3,3,4,4,5,5,6,6,6-undecakis(fluoranyl)hexanoylamino]propanoic acid",5B2U,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Fluorinated tryptophan derivative. Medium-high confidence.
REC_0304,06,P14779,CYP102A1 (P450 BM3),"(2~{S})-3-(1~{H}-indol-3-yl)-2-[2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosakis(fluoranyl)dodecanoylamino]propanoic acid",5B2W,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Fluorinated tryptophan derivative. Medium-high confidence.
REC_0305,06,P14779,CYP102A1 (P450 BM3),"(2~{S})-3-(1~{H}-indol-3-yl)-2-[2,2,3,3,4,4,5,5,6,6,7,7,7-tridecakis(fluoranyl)heptanoylamino]propanoic acid",5B2X,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Fluorinated tryptophan derivative. Medium-high confidence.
REC_0306,06,P14779,CYP102A1 (P450 BM3),"(2~{S})-3-(1~{H}-indol-3-yl)-2-[2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecakis(fluoranyl)decanoylamino]propanoic acid",5B2Y,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Fluorinated tryptophan derivative. Medium-high confidence.
REC_0307,06,P14779,CYP102A1 (P450 BM3),"1,3,6,8,10,13,16,19-octaazabicyclo[6.6.6]icosane",5E78,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,"Cryptand cage compound, not substrate. Correctly classified as EXCLUDE."
REC_0308,06,P14779,CYP102A1 (P450 BM3),FE (II) ION,5E9Z,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,"Fe(II) ion, cofactor component. Correctly classified as EXCLUDE."
REC_0309,06,P14779,CYP102A1 (P450 BM3),PROTOPORPHYRIN IX,5E9Z,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Protoporphyrin IX cofactor. Correctly classified as EXCLUDE.
REC_0310,06,P14779,CYP102A1 (P450 BM3),FE(III) DEUTEROPORPHYRIN IX,5JQU,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Deuteroporphyrin cofactor. Correctly classified as EXCLUDE.
REC_0311,06,P14779,CYP102A1 (P450 BM3),"bis(2,2'-bipyridine-kappa~2~N~1~,N~1'~)[2-iodo-N-(1,10-phenanthrolin-5-yl-kappa~2~N~1~,N~10~)acetamide]ruthenium(2+)",5JTD,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,"Ruthenium complex, not substrate. Correctly classified as EXCLUDE."
REC_0312,06,P14779,CYP102A1 (P450 BM3),benzyl chlorocarbonate,5XA3,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Reagent/artifact. Correctly classified as EXCLUDE.
REC_0313,06,P14779,CYP102A1 (P450 BM3),PROLINE,5XA3,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,"Free amino acid, not substrate. Correctly classified as EXCLUDE."
REC_0314,06,P14779,CYP102A1 (P450 BM3),5-cyclohexylpentanoic acid,5XHJ,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Cyclohexyl fatty acid, CYP102A1 substrate. Medium-high confidence."
REC_0315,06,P14779,CYP102A1 (P450 BM3),TRYPTOPHAN,5XHJ,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Tryptophan can be metabolized by CYP102A1. Medium-high confidence.
REC_0316,06,P14779,CYP102A1 (P450 BM3),Voriconazole,6H1O,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Voriconazole azole inhibitor. Correctly classified.
REC_0317,06,P14779,CYP102A1 (P450 BM3),"2-(2,4-DIFLUOROPHENYL)-1,3-DI(1H-1,2,4-TRIAZOL-1-YL)PROPAN-2-OL",6H1S,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Triazole inhibitor. Correctly classified.
REC_0318,06,P14779,CYP102A1 (P450 BM3),"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",6HN8,PRODUCT,SUBSTRATE,MEDIUM,B,True,False,substrate_product_confusion,False,,Troglitazone substrate. Correctly reclassified from product to SUBSTRATE.
REC_0319,06,P14779,CYP102A1 (P450 BM3),"(2S)-2-[[(1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthren-1-yl]carbonylamino]-3-( 1H-indol-3-yl)propanoic acid",6JLV,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Diterpenoid-tryptophan conjugate, CYP102A1 substrate. Medium confidence."
REC_0320,06,P14779,CYP102A1 (P450 BM3),Chromium Protoporphyrin IX,6JMW,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Metal-porphyrin complex. Correctly classified as EXCLUDE.
REC_0321,06,P14779,CYP102A1 (P450 BM3),(2S)-2-[[(2S)-2-[4-(2-methylpropyl)phenyl]propanoyl]amino]-3-phenyl-propanoic acid,6JO1,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0322,06,P14779,CYP102A1 (P450 BM3),"(2S)-2-[[(1R,4aS,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthren-1-yl]carbonylamino]-3-(1H-indol-3-yl)propanoic acid",6JS8,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Diterpenoid-tryptophan conjugate, CYP102A1 substrate. Medium confidence."
REC_0323,06,P14779,CYP102A1 (P450 BM3),PROTOPORPHYRIN IX CONTAINING CO,6JVC,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,CO-bound heme. Correctly classified as EXCLUDE.
REC_0324,06,P14779,CYP102A1 (P450 BM3),pyridine,6JZS,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Pyridine solvent molecule. Correctly classified as EXCLUDE.
REC_0325,06,P14779,CYP102A1 (P450 BM3),MANGANESE PROTOPORPHYRIN IX,6JZS,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Manganese-porphyrin complex. Correctly classified as EXCLUDE.
REC_0326,06,P14779,CYP102A1 (P450 BM3),MESOPORPHYRIN IX CONTAINING Rh,6K24,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Rhodium-porphyrin complex. Correctly classified as EXCLUDE.
REC_0327,06,P14779,CYP102A1 (P450 BM3),(2S)-2-[[(2S)-1-(3-cyclohexylpropanoyl)pyrrolidin-2-yl]carbonylamino]-3-phenyl-propanoic acid,6K3Q,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0328,06,P14779,CYP102A1 (P450 BM3),(2S)-2-[[(2S)-1-heptylpyrrolidin-2-yl]carbonylamino]-3-phenyl-propanoic acid,6K58,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0329,06,P14779,CYP102A1 (P450 BM3),"[3,3'-(7,12-diethyl-3,8,13,17-tetramethylporphyrin-2,18-diyl-kappa~4~N~21~,N~22~,N~23~,N~24~)dipropanoato(2-)]ruthenium",6K9S,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,Ruthenium-porphyrin complex. Correctly classified as EXCLUDE.
REC_0330,06,P14779,CYP102A1 (P450 BM3),(2S)-2-[[(2S)-1-heptanoylpyrrolidin-2-yl]carbonylamino]-3-phenyl-propanoic acid,6L1A,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0331,06,P14779,CYP102A1 (P450 BM3),(2S)-2-[[(2S)-1-(3-cyclopentylpropanoyl)piperidin-2-yl]carbonylamino]-3-phenyl-propanoic acid,6L1B,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0332,06,P14779,CYP102A1 (P450 BM3),TESTOSTERONE,6LY4,SUBSTRATE,SUBSTRATE,MEDIUM,B,True,False,none,False,,Testosterone steroid substrate. Medium confidence.
REC_0333,06,P14779,CYP102A1 (P450 BM3),propan-2-amine,7CKN,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Isopropylamine inhibitor. Medium-high confidence.
REC_0334,06,P14779,CYP102A1 (P450 BM3),3-AMINOPROPANE,7CON,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Propylamine inhibitor. Medium-high confidence.
REC_0335,06,P14779,CYP102A1 (P450 BM3),(2S)-3-phenyl-2-[2-[4-(trifluoromethyloxy)phenoxy]ethanoylamino]propanoic acid,7CON,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Amino acid derivative substrate. Medium confidence.
REC_0336,06,P14779,CYP102A1 (P450 BM3),CYCLOHEXYLAMMONIUM ION,7COO,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Cyclohexylamine inhibitor. Medium-high confidence.
REC_0337,06,P14779,CYP102A1 (P450 BM3),(2S)-3-phenyl-2-[[(2S)-1-phenylmethoxycarbonylpyrrolidin-2-yl]carbonylamino]propanoic acid,7COO,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Peptide mimetic substrate. Medium confidence.
REC_0338,06,P14779,CYP102A1 (P450 BM3),N-METHYL-1(R)-AMINOINDAN,7CP8,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Aminoindan inhibitor. Medium-high confidence.
REC_0339,06,P14779,CYP102A1 (P450 BM3),"(1~{S})-1,2,3,4-tetrahydronaphthalen-1-amine",7CVR,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Tetrahydronaphthylamine inhibitor. Medium-high confidence.
REC_0340,06,P14779,CYP102A1 (P450 BM3),(1R)-1-phenylethanamine,7CX6,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Phenylethylamine inhibitor. Medium-high confidence.
REC_0341,06,P14779,CYP102A1 (P450 BM3),"(1R)-1,2,3,4-tetrahydronaphthalen-1-amine",7CX8,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Tetrahydronaphthylamine inhibitor. Medium-high confidence.
REC_0342,06,P14779,CYP102A1 (P450 BM3),"(1~{S})-2,3-dihydro-1~{H}-inden-1-amine",7D0T,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,Indanamine inhibitor. Medium-high confidence.
