record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0239,05,P05181,CYP2E1,"(3S,4R)-3-ethyl-4-[(1-methyl-1H-imidazol-5-yl)methyl]dihydrofuran-2(3H)-one",3T3Z,UNKNOWN,INHIBITOR,HIGH,A,True,False,none,False,,Pilocarpine. Fe-N=2.18-2.21Å indicates type II inhibitor binding.
REC_0240,05,P08686,P450_P08686,PROGESTERONE,4Y8W,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Progesterone is well-known substrate for multiple CYP enzymes. Correctly classified.
REC_0241,05,P0A515,P450_P0A515,2-azanyl-5-chloranyl-benzamide,5EDT,UNKNOWN,SUBSTRATE,HIGH,B,True,False,none,False,,M. tuberculosis P450 substrate. PDB complex structure supports classification.
REC_0242,05,P0DPQ7,GcoA (aromatic O-demethylase),Guaiacol,6HQL,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,GcoA aromatic O-demethylase. Guaiacol is well-documented substrate.
REC_0243,05,P0DPQ7,GcoA (aromatic O-demethylase),"2,6-dimethoxyphenol",6HQQ,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Syringol is substrate for GcoA O-demethylase. Correctly classified.
REC_0244,05,P0DPQ7,GcoA (aromatic O-demethylase),4-hydroxy-3-methoxybenzaldehyde,6YCM,PRODUCT,SUBSTRATE,HIGH,B,True,False,substrate_product_confusion,False,,"p-Vanillin contains methoxy group, can be further demethylated. Classified as SUBSTRATE for GcoA."
REC_0245,05,P0DPQ7,GcoA (aromatic O-demethylase),2-(hydroxymethyl)-6-methoxy-phenol,6YCO,UNKNOWN,SUBSTRATE,HIGH,B,True,False,none,False,,o-Vanillin contains methoxy group for GcoA demethylation. Correctly classified as SUBSTRATE.
REC_0246,05,P10613,CYP51 (C. albicans),POSACONAZOLE,5FSA,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Antifungal azole inhibiting CYP51. Fe-N=2.08-2.09Å confirms type II binding.
REC_0247,05,P10613,CYP51 (C. albicans),"(R)-2-(2,4-Difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-(5-(4-(2,2,2-trifluoroethoxy)phenyl)pyridin-2-yl)propan-2-ol",5TZ1,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,VT-1161 tetrazole-based CYP51 inhibitor. Fe-N=2.20-2.25Å. Correctly classified.
REC_0248,05,P10613,CYP51 (C. albicans),"2-[(2R)-butan-2-yl]-4-{4-[4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]phenyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",5V5Z,UNKNOWN,INHIBITOR,HIGH,A,True,False,none,False,,Itraconazole analog with triazole. Fe-N=2.19Å indicates type II inhibitor.
REC_0249,05,P10614,CYP51 (S. cerevisiae),LANOSTEROL,4LXJ,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Lanosterol is canonical substrate of CYP51 (lanosterol 14α-demethylase). Correctly classified.
REC_0250,05,P10614,CYP51 (S. cerevisiae),OXYGEN MOLECULE,4LXJ,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,"O2 is cofactor for P450 catalytic cycle, not substrate. Correctly classified as EXCLUDE."
REC_0251,05,P10614,CYP51 (S. cerevisiae),Voriconazole,7RY8,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Antifungal azole inhibitor. Fe-N=2.19Å confirms type II binding. Correctly classified.
REC_0252,05,P10614,CYP51 (S. cerevisiae),"2-[(2R)-butan-2-yl]-4-{4-[4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]phenyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",7RYA,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Itraconazole. Fe-N=2.17Å indicates type II inhibitor. Correctly classified.
REC_0253,05,P10614,CYP51 (S. cerevisiae),"(2R)-2-(2,4-difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-{5-[4-(trifluoromethoxy)phenyl]pyridin-2-yl}propan-2-ol",7RYX,PRODUCT,INHIBITOR,HIGH,A,True,False,substrate_product_confusion,False,,VT-1129 (quilseconazole) tetrazole-based inhibitor. Fe-N=2.14Å. Correctly reclassified to INHIBITOR.
REC_0254,05,P10614,CYP51 (S. cerevisiae),beta-D-glucopyranose,8DL4,INHIBITOR,EXCLUDE,HIGH,A,True,False,none,False,,Glucose crystallization additive. Correctly reclassified from inhibitor to EXCLUDE.
REC_0255,05,P10614,CYP51 (S. cerevisiae),"7-(diethylamino)-N-[(2S)-2-(2,4-difluorophenyl)-2-hydroxy-3-(1H-1,2,4-triazol-1-yl)propyl]-2-oxo-2H-1-benzopyran-3-carboxamide",8DL4,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Triazole compound. Fe-N=2.00Å indicates strong type II inhibitor. Correctly classified.
REC_0256,05,P10614,CYP51 (S. cerevisiae),"N-[(2S)-2-(2,4-difluorophenyl)-2-hydroxy-3-(1H-1,2,4-triazol-1-yl)propyl]-4'-(trifluoromethoxy)[1,1'-biphenyl]-4-carboxamide",8VK6,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Triazole-containing azole. Fe-N=2.01Å indicates type II inhibitor. Correctly classified.
REC_0257,05,P10632,"CYP2C8 (NOTE: P10632 is CYP3A4, but PDBs are CYP2C8)",(9cis)-retinoic acid,2NNH,UNKNOWN,SUBSTRATE,HIGH,B,True,False,none,False,,9-cis-retinoic acid metabolized by CYP2C8. UniProt ID mismatch noted but classification correct.
REC_0258,05,P10632,"CYP2C8 (NOTE: P10632 is CYP3A4, but PDBs are CYP2C8)",MONTELUKAST,2NNI,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Montelukast is well-documented CYP2C8 substrate. Correctly classified.
REC_0259,05,P10632,"CYP2C8 (NOTE: P10632 is CYP3A4, but PDBs are CYP2C8)",FELODIPINE,2NNJ,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Felodipine metabolized by CYP2C8 and other CYPs. Correctly classified as SUBSTRATE.
REC_0260,05,P10632,"CYP2C8 (NOTE: P10632 is CYP3A4, but PDBs are CYP2C8)",PALMITIC ACID,2NNJ,SUBSTRATE,EXCLUDE,HIGH,A,True,False,none,False,,Palmitic acid structural component from purification. Correctly reclassified to EXCLUDE.
REC_0261,05,P10632,"CYP2C8 (NOTE: P10632 is CYP3A4, but PDBs are CYP2C8)","(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",2VN0,PRODUCT,SUBSTRATE,HIGH,A,True,False,substrate_product_confusion,False,,Troglitazone is well-known CYP2C8 substrate undergoing oxidative metabolism. Correctly reclassified to SUBSTRATE.
REC_0262,05,P10635,CYP2D6,10-{2-[(2R)-1-methylpiperidin-2-yl]ethyl}-2-(methylsulfanyl)-10H-phenothiazine,3TBG,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Thioridazine is well-known CYP2D6 substrate. Correctly classified.
REC_0263,05,P10635,CYP2D6,Ajmalicine,4WNT,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Ajmalicine alkaloid metabolized by CYP2D6. Medium confidence due to limited kinetic data.
REC_0264,05,P10635,CYP2D6,Quinidine,4WNU,UNKNOWN,INHIBITOR,HIGH,A,True,False,none,False,,"Quinidine is classical potent CYP2D6 inhibitor, reference compound. Correctly classified."
REC_0265,05,P10635,CYP2D6,Quinine,4WNV,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Quinine metabolized by CYP2D6. Medium confidence due to dual behavior as weak inhibitor.
REC_0266,05,P10635,CYP2D6,"(4aR,6R,8aS)-8a-(2,4-difluorophenyl)-6-(1-methyl-1H-pyrazol-4-yl)-4,4a,5,6,8,8a-hexahydropyrano[3,4-d][1,3]thiazin-2-amine",4XRY,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Selective CYP2D6 inhibitor compound. Correctly classified with high confidence.
REC_0267,05,P10635,CYP2D6,"(4aR,6R,8aS)-8a-(2,4-difluorophenyl)-6-(1H-pyrazol-4-yl)-4,4a,5,6,8,8a-hexahydropyrano[3,4-d][1,3]thiazin-2-amine",4XRZ,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,"Selective CYP2D6 inhibitor, analog of REC_0266. Correctly classified."
REC_0268,05,P10635,CYP2D6,"(4S)-4-[2,4-difluoro-5-({[1-(trifluoromethyl)cyclopropyl]amino}methyl)phenyl]-4-methyl-5,6-dihydro-4H-1,3-thiazin-2-amine",5TFT,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Selective CYP2D6 inhibitor compound. Correctly classified.
REC_0269,05,P10635,CYP2D6,"(4S,6R)-4-[2,4-difluoro-5-({[1-(trifluoromethyl)cyclopropyl]amino}methyl)phenyl]-4,6-dimethyl-5,6-dihydro-4H-1,3-thiazin-2-amine",5TFU,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,Selective CYP2D6 inhibitor compound. Correctly classified.
REC_0270,05,P10635,CYP2D6,HEGA-10,6CSB,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,HEGA-10 detergent/crystallization additive. Correctly classified as EXCLUDE.
REC_0271,05,P10635,CYP2D6,3-[(3-CHOLAMIDOPROPYL)DIMETHYLAMMONIO]-1-PROPANESULFONATE,6CSD,UNKNOWN,EXCLUDE,HIGH,A,True,False,none,False,,CHAPS detergent. Correctly classified as EXCLUDE.
REC_0272,05,P10635,CYP2D6,Prinomastat,6CSD,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,Prinomastat likely metabolized by CYP2D6. Medium confidence classification.
REC_0273,05,P11509,CYP2A6,COUMARIN,1Z10,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Coumarin is classic CYP2A6 substrate. Correctly classified.
REC_0274,05,P11509,CYP2A6,METHOXSALEN,1Z11,UNKNOWN,INHIBITOR,HIGH,A,True,False,mechanism_based_inhibitor,False,,8-methoxypsoralen mechanism-based inactivator of CYP2A6. Correctly classified as INHIBITOR.
REC_0275,05,P11509,CYP2A6,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",2FDU,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,CYP2A6 inhibitor compound. Correctly classified.
REC_0276,05,P11509,CYP2A6,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,2FDV,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,CYP2A6 inhibitor compound. Correctly classified.
REC_0277,05,P11509,CYP2A6,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,2FDW,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,CYP2A6 inhibitor compound. Correctly classified.
REC_0278,05,P11509,CYP2A6,"4,4'-DIPYRIDYL DISULFIDE",2FDY,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,CYP2A6 inhibitor compound. Correctly classified.
REC_0279,05,P11509,CYP2A6,N-(4-ethoxyphenyl)acetamide,3EBS,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Phenacetin derivative, likely CYP2A6 substrate. Medium-high confidence."
REC_0280,05,P11509,CYP2A6,"(3S,4R)-3-ethyl-4-[(1-methyl-1H-imidazol-5-yl)methyl]dihydrofuran-2(3H)-one",3T3Q,UNKNOWN,INHIBITOR,MEDIUM,B,True,False,none,False,,"Pilocarpine-like compound, CYP2A6 inhibitor. Medium-high confidence."
REC_0281,05,P11509,CYP2A6,(S)-3-(1-METHYLPYRROLIDIN-2-YL)PYRIDINE,4EJJ,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Nicotine is well-known CYP2A6 substrate. Correctly classified.
REC_0282,05,P11509,CYP2A6,Sabinene,4RUI,UNKNOWN,SUBSTRATE,MEDIUM,B,True,False,none,False,,"Sabinene terpene, CYP2A6 substrate. Medium confidence."
REC_0283,05,P11712,CYP2C9,S-WARFARIN,1OG5,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,S-warfarin is classic CYP2C9 substrate. Correctly classified.
REC_0284,05,P11712,CYP2C9,FLURBIPROFEN,1R9O,UNKNOWN,SUBSTRATE,HIGH,A,True,False,none,False,,Flurbiprofen is well-known CYP2C9 substrate. Correctly classified.
REC_0285,05,P11712,CYP2C9,"(2R)-N-{4-[(3-bromophenyl)sulfonyl]-2-chlorophenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",4NZ2,INHIBITOR,INHIBITOR,MEDIUM,B,True,False,none,False,,"CYP2C9 inhibitor, no Fe-N coordination. Medium confidence."
