interaction_id,enzyme_id,compound_id,label,source,quality_tier,usage,source_paper
126,0,126,1,S6_Figshare,B,auxiliary,Holmer
127,0,127,1,S6_Figshare,B,auxiliary,Holmer
128,0,128,1,S6_Figshare,B,auxiliary,DrugBank
129,0,129,1,S6_Figshare,B,auxiliary,DrugBank
130,0,130,1,S6_Figshare,B,auxiliary,SuperCYP
131,0,131,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
132,0,132,1,S6_Figshare,B,auxiliary,Yamashita
133,0,133,1,S6_Figshare,B,auxiliary,DrugBank
134,0,134,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
135,0,135,1,S6_Figshare,B,auxiliary,Yamashita
136,0,136,1,S6_Figshare,B,auxiliary,Yamashita
137,0,137,1,S6_Figshare,B,auxiliary,SuperCYP
138,0,138,1,S6_Figshare,B,auxiliary,SuperCYP
139,0,139,1,S6_Figshare,B,auxiliary,SuperCYP
140,0,140,1,S6_Figshare,B,auxiliary,DrugBank
141,0,141,1,S6_Figshare,B,auxiliary,DrugBank
142,0,142,1,S6_Figshare,B,auxiliary,DrugBank
143,0,143,1,S6_Figshare,B,auxiliary,DrugBank
144,0,144,1,S6_Figshare,B,auxiliary,SuperCYP
145,0,145,1,S6_Figshare,B,auxiliary,DrugBank
146,0,146,1,S6_Figshare,B,auxiliary,DrugBank
147,0,147,1,S6_Figshare,B,auxiliary,Yamashita
148,0,148,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
149,0,149,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
150,0,150,1,S6_Figshare,B,auxiliary,DrugBank
151,0,151,1,S6_Figshare,B,auxiliary,Holmer
152,0,152,1,S6_Figshare,B,auxiliary,DrugBank
153,0,153,1,S6_Figshare,B,auxiliary,Yamashita
154,0,154,1,S6_Figshare,B,auxiliary,DrugBank
155,0,155,1,S6_Figshare,B,auxiliary,DrugBank
156,0,156,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
157,0,157,1,S6_Figshare,B,auxiliary,Yamashita
158,0,158,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
159,0,159,1,S6_Figshare,B,auxiliary,Yamashita
160,0,160,1,S6_Figshare,B,auxiliary,Yamashita
161,0,161,1,S6_Figshare,B,auxiliary,DrugBank
162,0,162,1,S6_Figshare,B,auxiliary,DrugBank
163,0,163,1,S6_Figshare,B,auxiliary,Yamashita
164,0,164,1,S6_Figshare,B,auxiliary,Yamashita
165,0,165,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
166,0,166,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
167,0,167,1,S6_Figshare,B,auxiliary,DrugBank
168,0,168,1,S6_Figshare,B,auxiliary,DrugBank
169,0,169,1,S6_Figshare,B,auxiliary,DrugBank
170,0,170,1,S6_Figshare,B,auxiliary,DrugBank
171,0,171,1,S6_Figshare,B,auxiliary,DrugBank
172,0,172,1,S6_Figshare,B,auxiliary,Yamashita
173,0,173,1,S6_Figshare,B,auxiliary,SuperCYP
174,0,174,1,S6_Figshare,B,auxiliary,DrugBank
175,0,175,1,S6_Figshare,B,auxiliary,Yamashita
176,0,176,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
177,0,177,1,S6_Figshare,B,auxiliary,Yamashita
178,0,178,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
179,0,179,1,S6_Figshare,B,auxiliary,DrugBank
180,0,180,1,S6_Figshare,B,auxiliary,DrugBank
181,0,181,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
182,0,182,1,S6_Figshare,B,auxiliary,DrugBank
183,0,183,1,S6_Figshare,B,auxiliary,Yamashita
184,0,184,1,S6_Figshare,B,auxiliary,DrugBank
185,0,185,1,S6_Figshare,B,auxiliary,DrugBank
186,0,186,1,S6_Figshare,B,auxiliary,Yamashita
187,0,187,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
188,0,188,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
189,0,189,1,S6_Figshare,B,auxiliary,SuperCYP
190,0,190,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
191,0,191,1,S6_Figshare,B,auxiliary,DrugBank
192,0,192,1,S6_Figshare,B,auxiliary,DrugBank
193,0,193,1,S6_Figshare,B,auxiliary,SuperCYP
194,0,194,1,S6_Figshare,B,auxiliary,Holmer
195,0,195,1,S6_Figshare,B,auxiliary,DrugBank
196,0,196,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
197,0,197,1,S6_Figshare,B,auxiliary,DrugBank
198,0,198,1,S6_Figshare,B,auxiliary,DrugBank
199,0,199,1,S6_Figshare,B,auxiliary,DrugBank
200,0,200,1,S6_Figshare,B,auxiliary,DrugBank
201,0,201,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
202,0,202,1,S6_Figshare,B,auxiliary,DrugBank
203,0,203,1,S6_Figshare,B,auxiliary,DrugBank
204,0,204,1,S6_Figshare,B,auxiliary,Yamashita
205,0,205,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
206,0,206,1,S6_Figshare,B,auxiliary,DrugBank
207,0,207,1,S6_Figshare,B,auxiliary,Yamashita
208,0,208,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
209,0,209,1,S6_Figshare,B,auxiliary,DrugBank
210,0,210,1,S6_Figshare,B,auxiliary,DrugBank
211,0,211,1,S6_Figshare,B,auxiliary,DrugBank
212,0,212,1,S6_Figshare,B,auxiliary,SuperCYP
213,0,213,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
214,0,214,1,S6_Figshare,B,auxiliary,DrugBank
215,0,215,1,S6_Figshare,B,auxiliary,DrugBank
216,0,216,1,S6_Figshare,B,auxiliary,DrugBank
217,0,217,1,S6_Figshare,B,auxiliary,SuperCYP
218,0,218,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
219,0,219,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
220,0,220,1,S6_Figshare,B,auxiliary,Yap
221,0,221,1,S6_Figshare,B,auxiliary,SuperCYP
222,0,222,1,S6_Figshare,B,auxiliary,DrugBank
223,0,223,1,S6_Figshare,B,auxiliary,Michielan
224,0,224,1,S6_Figshare,B,auxiliary,Yamashita
225,0,225,1,S6_Figshare,B,auxiliary,DrugBank
226,0,226,1,S6_Figshare,B,auxiliary,DrugBank
227,0,227,1,S6_Figshare,B,auxiliary,DrugBank
228,0,228,1,S6_Figshare,B,auxiliary,DrugBank
229,0,229,1,S6_Figshare,B,auxiliary,DrugBank
230,0,230,1,S6_Figshare,B,auxiliary,DrugBank
231,0,231,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
232,0,232,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
233,0,233,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
234,0,234,1,S6_Figshare,B,auxiliary,DrugBank
235,0,235,1,S6_Figshare,B,auxiliary,DrugBank
236,0,236,1,S6_Figshare,B,auxiliary,Yamashita
237,0,237,1,S6_Figshare,B,auxiliary,DrugBank
238,0,238,1,S6_Figshare,B,auxiliary,Yamashita
239,0,239,1,S6_Figshare,B,auxiliary,DrugBank
240,0,240,1,S6_Figshare,B,auxiliary,Yamashita
241,0,241,1,S6_Figshare,B,auxiliary,DrugBank
242,0,242,1,S6_Figshare,B,auxiliary,DrugBank
243,0,243,1,S6_Figshare,B,auxiliary,DrugBank
244,0,244,1,S6_Figshare,B,auxiliary,DrugBank
245,0,245,1,S6_Figshare,B,auxiliary,DrugBank
246,0,246,1,S6_Figshare,B,auxiliary,DrugBank
247,0,247,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
248,0,248,1,S6_Figshare,B,auxiliary,Siyang_Tian
249,0,249,1,S6_Figshare,B,auxiliary,DrugBank
250,0,250,1,S6_Figshare,B,auxiliary,DrugBank
251,0,251,1,S6_Figshare,B,auxiliary,DrugBank
252,0,252,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
253,0,253,1,S6_Figshare,B,auxiliary,DrugBank
254,0,254,1,S6_Figshare,B,auxiliary,Yamashita
255,0,255,1,S6_Figshare,B,auxiliary,Yamashita
256,0,256,1,S6_Figshare,B,auxiliary,DrugBank
257,0,257,1,S6_Figshare,B,auxiliary,Yamashita
258,0,258,1,S6_Figshare,B,auxiliary,Yamashita
259,0,259,1,S6_Figshare,B,auxiliary,DrugBank
260,0,260,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
261,0,261,1,S6_Figshare,B,auxiliary,CYP Knowledgebase 
262,0,262,1,S6_Figshare,B,auxiliary,DrugBank
263,0,263,1,S6_Figshare,B,auxiliary,DrugBank
264,0,264,1,S6_Figshare,B,auxiliary,DrugBank
265,0,265,1,S6_Figshare,B,auxiliary,Yamashita
266,0,266,1,S6_Figshare,B,auxiliary,Yamashita
267,0,267,1,S6_Figshare,B,auxiliary,DrugBank
268,0,268,1,S6_Figshare,B,auxiliary,DrugBank
269,0,269,1,S6_Figshare,B,auxiliary,DrugBank
270,0,270,1,S6_Figshare,B,auxiliary,Holmer
271,0,271,1,S6_Figshare,B,auxiliary,Holmer
272,0,272,1,S6_Figshare,B,auxiliary,Holmer
273,0,273,1,S6_Figshare,B,auxiliary,Holmer
274,0,274,1,S6_Figshare,B,auxiliary,Holmer
275,0,275,1,S6_Figshare,B,auxiliary,Holmer
276,0,276,1,S6_Figshare,B,auxiliary,Holmer
277,0,277,1,S6_Figshare,B,auxiliary,Holmer
278,0,278,1,S6_Figshare,B,auxiliary,Holmer
279,0,279,1,S6_Figshare,B,auxiliary,Holmer
280,0,280,1,S6_Figshare,B,auxiliary,DrugBank
281,0,281,1,S6_Figshare,B,auxiliary,Holmer
282,0,282,1,S6_Figshare,B,auxiliary,Holmer
283,0,283,1,S6_Figshare,B,auxiliary,Holmer
284,0,284,1,S6_Figshare,B,auxiliary,Holmer
285,0,285,1,S6_Figshare,B,auxiliary,Holmer
286,0,286,1,S6_Figshare,B,auxiliary,Holmer
287,0,287,1,S6_Figshare,B,auxiliary,Holmer
288,0,288,1,S6_Figshare,B,auxiliary,Holmer
289,0,289,1,S6_Figshare,B,auxiliary,Holmer
290,0,290,1,S6_Figshare,B,auxiliary,Holmer
291,0,291,1,S6_Figshare,B,auxiliary,Holmer
292,0,292,1,S6_Figshare,B,auxiliary,Holmer
293,0,293,1,S6_Figshare,B,auxiliary,Holmer
294,0,294,1,S6_Figshare,B,auxiliary,Holmer
295,0,295,1,S6_Figshare,B,auxiliary,DrugBank
296,0,296,1,S6_Figshare,B,auxiliary,Holmer
297,0,297,1,S6_Figshare,B,auxiliary,Holmer
298,0,298,1,S6_Figshare,B,auxiliary,Holmer
299,0,299,1,S6_Figshare,B,auxiliary,Holmer
300,0,300,1,S6_Figshare,B,auxiliary,DrugBank
301,0,301,1,S6_Figshare,B,auxiliary,DrugBank
302,0,302,1,S6_Figshare,B,auxiliary,Holmer
303,0,303,1,S6_Figshare,B,auxiliary,DrugBank
304,0,304,1,S6_Figshare,B,auxiliary,Holmer
305,0,305,1,S6_Figshare,B,auxiliary,DrugBank
306,0,306,1,S6_Figshare,B,auxiliary,Holmer
307,0,307,1,S6_Figshare,B,auxiliary,Holmer
308,0,308,1,S6_Figshare,B,auxiliary,DrugBank
309,0,309,1,S6_Figshare,B,auxiliary,DrugBank
310,0,310,1,S6_Figshare,B,auxiliary,Yamashita
311,0,311,1,S6_Figshare,B,auxiliary,Holmer
312,0,312,1,S6_Figshare,B,auxiliary,DrugBank
313,0,313,1,S6_Figshare,B,auxiliary,Holmer
314,0,314,1,S6_Figshare,B,auxiliary,Holmer
315,0,315,1,S6_Figshare,B,auxiliary,DrugBank
316,0,316,1,S6_Figshare,B,auxiliary,DrugBank
317,0,317,1,S6_Figshare,B,auxiliary,Holmer
318,0,318,1,S6_Figshare,B,auxiliary,DrugBank
319,0,319,1,S6_Figshare,B,auxiliary,Holmer
320,0,320,1,S6_Figshare,B,auxiliary,Yamashita
321,0,321,1,S6_Figshare,B,auxiliary,Holmer
322,0,322,1,S6_Figshare,B,auxiliary,Yamashita
323,0,323,1,S6_Figshare,B,auxiliary,DrugBank
324,0,324,1,S6_Figshare,B,auxiliary,Holmer
325,0,325,1,S6_Figshare,B,auxiliary,Holmer
326,0,326,1,S6_Figshare,B,auxiliary,Holmer
327,0,327,1,S6_Figshare,B,auxiliary,Holmer
328,0,328,1,S6_Figshare,B,auxiliary,DrugBank
329,0,329,1,S6_Figshare,B,auxiliary,Holmer
330,0,330,1,S6_Figshare,B,auxiliary,Holmer
331,0,331,1,S6_Figshare,B,auxiliary,Holmer
332,0,332,1,S6_Figshare,B,auxiliary,Yamashita
333,0,333,1,S6_Figshare,B,auxiliary,DrugBank
334,0,334,1,S6_Figshare,B,auxiliary,DrugBank
335,0,335,1,S6_Figshare,B,auxiliary,Yamashita
336,0,336,1,S6_Figshare,B,auxiliary,Yamashita
337,0,337,1,S6_Figshare,B,auxiliary,DrugBank
338,0,338,1,S6_Figshare,B,auxiliary,DrugBank
339,0,339,1,S6_Figshare,B,auxiliary,Holmer
340,0,340,1,S6_Figshare,B,auxiliary,DrugBank
341,0,341,1,S6_Figshare,B,auxiliary,Yamashita
342,0,342,1,S6_Figshare,B,auxiliary,DrugBank
343,0,343,1,S6_Figshare,B,auxiliary,DrugBank
344,0,344,1,S6_Figshare,B,auxiliary,Holmer
345,0,345,1,S6_Figshare,B,auxiliary,Yamashita
346,0,346,1,S6_Figshare,B,auxiliary,Holmer
347,0,347,1,S6_Figshare,B,auxiliary,Holmer
348,0,348,1,S6_Figshare,B,auxiliary,DrugBank
349,0,349,1,S6_Figshare,B,auxiliary,Yamashita
350,0,350,1,S6_Figshare,B,auxiliary,DrugBank
351,0,351,1,S6_Figshare,B,auxiliary,Holmer
352,0,352,1,S6_Figshare,B,auxiliary,DrugBank
353,0,353,1,S6_Figshare,B,auxiliary,Holmer
354,0,354,1,S6_Figshare,B,auxiliary,Holmer
355,0,355,1,S6_Figshare,B,auxiliary,Holmer
356,0,356,1,S6_Figshare,B,auxiliary,Holmer
357,0,357,1,S6_Figshare,B,auxiliary,Yamashita
358,0,358,1,S6_Figshare,B,auxiliary,Holmer
359,0,359,1,S6_Figshare,B,auxiliary,Holmer
360,0,360,1,S6_Figshare,B,auxiliary,Holmer
361,0,361,1,S6_Figshare,B,auxiliary,Holmer
362,0,362,1,S6_Figshare,B,auxiliary,Yamashita
363,0,363,1,S6_Figshare,B,auxiliary,Holmer
364,0,364,1,S6_Figshare,B,auxiliary,DrugBank
365,0,365,1,S6_Figshare,B,auxiliary,Holmer
366,0,366,1,S6_Figshare,B,auxiliary,DrugBank
367,0,367,1,S6_Figshare,B,auxiliary,Yamashita
368,0,368,1,S6_Figshare,B,auxiliary,Holmer
369,0,369,1,S6_Figshare,B,auxiliary,DrugBank
370,0,370,1,S6_Figshare,B,auxiliary,DrugBank
371,0,371,1,S6_Figshare,B,auxiliary,Yamashita
372,0,372,1,S6_Figshare,B,auxiliary,Holmer
373,0,373,1,S6_Figshare,B,auxiliary,Holmer
374,0,374,1,S6_Figshare,B,auxiliary,Yamashita
375,0,375,1,S6_Figshare,B,auxiliary,DrugBank
376,0,376,1,S6_Figshare,B,auxiliary,DrugBank
377,0,377,1,S6_Figshare,B,auxiliary,Holmer
378,0,378,1,S6_Figshare,B,auxiliary,DrugBank
379,0,379,1,S6_Figshare,B,auxiliary,Holmer
380,0,380,1,S6_Figshare,B,auxiliary,Yamashita
381,0,381,1,S6_Figshare,B,auxiliary,Yamashita
382,0,382,1,S6_Figshare,B,auxiliary,Holmer
383,0,383,1,S6_Figshare,B,auxiliary,Yamashita
384,0,384,1,S6_Figshare,B,auxiliary,Yamashita
385,0,385,1,S6_Figshare,B,auxiliary,Yamashita
386,0,386,1,S6_Figshare,B,auxiliary,Holmer
387,0,387,1,S6_Figshare,B,auxiliary,DrugBank
388,0,388,1,S6_Figshare,B,auxiliary,Holmer
389,0,389,1,S6_Figshare,B,auxiliary,Holmer
390,0,390,1,S6_Figshare,B,auxiliary,Holmer
391,0,391,1,S6_Figshare,B,auxiliary,Holmer
392,0,392,1,S6_Figshare,B,auxiliary,Holmer
393,0,393,1,S6_Figshare,B,auxiliary,DrugBank
394,0,394,1,S6_Figshare,B,auxiliary,Holmer
395,0,395,1,S6_Figshare,B,auxiliary,Yamashita
396,0,396,1,S6_Figshare,B,auxiliary,DrugBank
397,0,397,1,S6_Figshare,B,auxiliary,Holmer
398,0,398,1,S6_Figshare,B,auxiliary,Holmer
399,0,399,1,S6_Figshare,B,auxiliary,Holmer
400,0,400,1,S6_Figshare,B,auxiliary,DrugBank
401,0,401,1,S6_Figshare,B,auxiliary,Holmer
402,0,402,1,S6_Figshare,B,auxiliary,Holmer
403,0,403,1,S6_Figshare,B,auxiliary,Holmer
404,0,404,1,S6_Figshare,B,auxiliary,Holmer
405,0,405,1,S6_Figshare,B,auxiliary,DrugBank
406,0,406,1,S6_Figshare,B,auxiliary,DrugBank
407,0,407,1,S6_Figshare,B,auxiliary,Yamashita
408,0,408,1,S6_Figshare,B,auxiliary,Yamashita
409,0,409,1,S6_Figshare,B,auxiliary,Holmer
410,0,410,1,S6_Figshare,B,auxiliary,Holmer
411,0,411,1,S6_Figshare,B,auxiliary,DrugBank
412,0,412,1,S6_Figshare,B,auxiliary,DrugBank
413,0,413,1,S6_Figshare,B,auxiliary,DrugBank
414,0,414,1,S6_Figshare,B,auxiliary,DrugBank
415,0,415,1,S6_Figshare,B,auxiliary,Holmer
416,0,416,1,S6_Figshare,B,auxiliary,Holmer
417,0,417,1,S6_Figshare,B,auxiliary,Holmer
418,0,418,1,S6_Figshare,B,auxiliary,Holmer
419,0,419,1,S6_Figshare,B,auxiliary,Holmer
420,0,420,1,S6_Figshare,B,auxiliary,Holmer
421,0,421,1,S6_Figshare,B,auxiliary,Holmer
422,0,422,1,S6_Figshare,B,auxiliary,DrugBank
423,0,423,1,S6_Figshare,B,auxiliary,DrugBank
424,0,424,1,S6_Figshare,B,auxiliary,Holmer
425,0,425,1,S6_Figshare,B,auxiliary,Holmer
426,0,426,1,S6_Figshare,B,auxiliary,Holmer
427,0,427,1,S6_Figshare,B,auxiliary,Holmer
428,0,428,1,S6_Figshare,B,auxiliary,Yamashita
429,0,429,1,S6_Figshare,B,auxiliary,DrugBank
430,0,430,1,S6_Figshare,B,auxiliary,Holmer
431,0,431,1,S6_Figshare,B,auxiliary,Holmer
432,0,432,1,S6_Figshare,B,auxiliary,Holmer
433,0,433,1,S6_Figshare,B,auxiliary,DrugBank
434,0,434,1,S6_Figshare,B,auxiliary,Yamashita
435,0,435,1,S6_Figshare,B,auxiliary,Holmer
436,0,436,1,S6_Figshare,B,auxiliary,Holmer
437,0,437,1,S6_Figshare,B,auxiliary,Holmer
438,0,438,1,S6_Figshare,B,auxiliary,DrugBank
439,0,439,1,S6_Figshare,B,auxiliary,DrugBank
440,0,440,1,S6_Figshare,B,auxiliary,Yamashita
441,0,441,1,S6_Figshare,B,auxiliary,DrugBank
442,0,442,1,S6_Figshare,B,auxiliary,DrugBank
443,0,443,1,S6_Figshare,B,auxiliary,Yamashita
444,0,444,1,S6_Figshare,B,auxiliary,Yamashita
445,0,445,1,S6_Figshare,B,auxiliary,Holmer
446,0,446,1,S6_Figshare,B,auxiliary,DrugBank
447,0,447,1,S6_Figshare,B,auxiliary,Holmer
448,0,448,1,S6_Figshare,B,auxiliary,Yamashita
449,0,449,1,S6_Figshare,B,auxiliary,DrugBank
450,0,450,1,S6_Figshare,B,auxiliary,DrugBank
451,0,451,1,S6_Figshare,B,auxiliary,Holmer
452,0,452,1,S6_Figshare,B,auxiliary,Yamashita
453,0,453,1,S6_Figshare,B,auxiliary,Yamashita
454,0,454,1,S6_Figshare,B,auxiliary,DrugBank
