interaction_id,enzyme_id,compound_id,label,source,quality_tier,usage,source_paper
129,0,619,0,S6_Figshare,B,biological_negative,Yamashita
130,0,620,0,S6_Figshare,B,biological_negative,Yamashita
131,0,621,0,S6_Figshare,B,biological_negative,SuperCYP
132,0,622,0,S6_Figshare,B,biological_negative,Yamashita
133,0,623,0,S6_Figshare,B,biological_negative,Yamashita
134,0,624,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
135,0,625,0,S6_Figshare,B,biological_negative,Holmer
136,0,626,0,S6_Figshare,B,biological_negative,Yamashita
137,0,627,0,S6_Figshare,B,biological_negative,Yamashita
138,0,628,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
139,0,629,0,S6_Figshare,B,biological_negative,Yamashita
140,0,630,0,S6_Figshare,B,biological_negative,Yamashita
141,0,631,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
142,0,632,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
143,0,633,0,S6_Figshare,B,biological_negative,Yamashita
144,0,634,0,S6_Figshare,B,biological_negative,DrugBank
145,0,635,0,S6_Figshare,B,biological_negative,Yamashita
146,0,636,0,S6_Figshare,B,biological_negative,Yamashita
147,0,637,0,S6_Figshare,B,biological_negative,Tao_Zhang
148,0,638,0,S6_Figshare,B,biological_negative,Yamashita
149,0,639,0,S6_Figshare,B,biological_negative,Yamashita
150,0,640,0,S6_Figshare,B,biological_negative,Yamashita
151,0,641,0,S6_Figshare,B,biological_negative,Yamashita
152,0,642,0,S6_Figshare,B,biological_negative,Yamashita
153,0,643,0,S6_Figshare,B,biological_negative,Yamashita
154,0,644,0,S6_Figshare,B,biological_negative,Yamashita
155,0,645,0,S6_Figshare,B,biological_negative,Yamashita
156,0,646,0,S6_Figshare,B,biological_negative,Yamashita
157,0,647,0,S6_Figshare,B,biological_negative,Yamashita
158,0,648,0,S6_Figshare,B,biological_negative,Yamashita
159,0,649,0,S6_Figshare,B,biological_negative,Yamashita
160,0,650,0,S6_Figshare,B,biological_negative,Yamashita
161,0,651,0,S6_Figshare,B,biological_negative,Yamashita
162,0,652,0,S6_Figshare,B,biological_negative,DrugBank
163,0,653,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
164,0,654,0,S6_Figshare,B,biological_negative,DrugBank
165,0,655,0,S6_Figshare,B,biological_negative,SuperCYP
166,0,656,0,S6_Figshare,B,biological_negative,DrugBank
167,0,657,0,S6_Figshare,B,biological_negative,Yamashita
168,0,658,0,S6_Figshare,B,biological_negative,Mishra
169,0,659,0,S6_Figshare,B,biological_negative,Yamashita
170,0,660,0,S6_Figshare,B,biological_negative,Yamashita
171,0,661,0,S6_Figshare,B,biological_negative,DrugBank
172,0,662,0,S6_Figshare,B,biological_negative,Yamashita
173,0,663,0,S6_Figshare,B,biological_negative,Yamashita
174,0,664,0,S6_Figshare,B,biological_negative,Yap
175,0,665,0,S6_Figshare,B,biological_negative,Yamashita
176,0,666,0,S6_Figshare,B,biological_negative,Yamashita
177,0,667,0,S6_Figshare,B,biological_negative,Yamashita
178,0,668,0,S6_Figshare,B,biological_negative,DrugBank
179,0,669,0,S6_Figshare,B,biological_negative,DrugBank
180,0,670,0,S6_Figshare,B,biological_negative,Yamashita
181,0,671,0,S6_Figshare,B,biological_negative,DrugBank
182,0,672,0,S6_Figshare,B,biological_negative,Yamashita
183,0,673,0,S6_Figshare,B,biological_negative,Yamashita
184,0,674,0,S6_Figshare,B,biological_negative,Yamashita
185,0,675,0,S6_Figshare,B,biological_negative,Yamashita
186,0,676,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
187,0,677,0,S6_Figshare,B,biological_negative,Yamashita
188,0,678,0,S6_Figshare,B,biological_negative,DrugBank
189,0,679,0,S6_Figshare,B,biological_negative,Yamashita
190,0,680,0,S6_Figshare,B,biological_negative,Yamashita
191,0,681,0,S6_Figshare,B,biological_negative,Yamashita
192,0,682,0,S6_Figshare,B,biological_negative,Yamashita
193,0,683,0,S6_Figshare,B,biological_negative,Yamashita
194,0,684,0,S6_Figshare,B,biological_negative,Yamashita
195,0,685,0,S6_Figshare,B,biological_negative,DrugBank
196,0,686,0,S6_Figshare,B,biological_negative,DrugBank
197,0,687,0,S6_Figshare,B,biological_negative,SuperCYP
198,0,688,0,S6_Figshare,B,biological_negative,Yamashita
199,0,689,0,S6_Figshare,B,biological_negative,SuperCYP
200,0,690,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
201,0,691,0,S6_Figshare,B,biological_negative,DrugBank
202,0,692,0,S6_Figshare,B,biological_negative,Yamashita
203,0,693,0,S6_Figshare,B,biological_negative,Yamashita
204,0,694,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
205,0,695,0,S6_Figshare,B,biological_negative,DrugBank
206,0,696,0,S6_Figshare,B,biological_negative,Yamashita
207,0,697,0,S6_Figshare,B,biological_negative,Yamashita
208,0,698,0,S6_Figshare,B,biological_negative,Yamashita
209,0,699,0,S6_Figshare,B,biological_negative,Yamashita
210,0,700,0,S6_Figshare,B,biological_negative,Yamashita
211,0,701,0,S6_Figshare,B,biological_negative,DrugBank
212,0,702,0,S6_Figshare,B,biological_negative,Yamashita
213,0,703,0,S6_Figshare,B,biological_negative,Yamashita
214,0,704,0,S6_Figshare,B,biological_negative,Yamashita
215,0,705,0,S6_Figshare,B,biological_negative,Yamashita
216,0,706,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
217,0,707,0,S6_Figshare,B,biological_negative,Yamashita
218,0,708,0,S6_Figshare,B,biological_negative,Yamashita
219,0,709,0,S6_Figshare,B,biological_negative,Yamashita
220,0,710,0,S6_Figshare,B,biological_negative,SuperCYP
221,0,711,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
222,0,712,0,S6_Figshare,B,biological_negative,Yap
223,0,713,0,S6_Figshare,B,biological_negative,Yamashita
224,0,714,0,S6_Figshare,B,biological_negative,Yamashita
225,0,715,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
226,0,716,0,S6_Figshare,B,biological_negative,Yamashita
227,0,717,0,S6_Figshare,B,biological_negative,Yamashita
228,0,718,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
229,0,719,0,S6_Figshare,B,biological_negative,Yamashita
230,0,720,0,S6_Figshare,B,biological_negative,Michielan
231,0,721,0,S6_Figshare,B,biological_negative,Yamashita
232,0,722,0,S6_Figshare,B,biological_negative,Yamashita
233,0,723,0,S6_Figshare,B,biological_negative,Yamashita
234,0,724,0,S6_Figshare,B,biological_negative,Yamashita
235,0,725,0,S6_Figshare,B,biological_negative,Yamashita
236,0,726,0,S6_Figshare,B,biological_negative,Yamashita
237,0,727,0,S6_Figshare,B,biological_negative,Yamashita
238,0,728,0,S6_Figshare,B,biological_negative,Yamashita
239,0,729,0,S6_Figshare,B,biological_negative,Yamashita
240,0,730,0,S6_Figshare,B,biological_negative,Yamashita
241,0,731,0,S6_Figshare,B,biological_negative,Yamashita
242,0,732,0,S6_Figshare,B,biological_negative,Yamashita
243,0,733,0,S6_Figshare,B,biological_negative,Yamashita
244,0,734,0,S6_Figshare,B,biological_negative,Yamashita
245,0,735,0,S6_Figshare,B,biological_negative,Yamashita
246,0,736,0,S6_Figshare,B,biological_negative,Yamashita
247,0,737,0,S6_Figshare,B,biological_negative,Yamashita
248,0,738,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
249,0,739,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
250,0,740,0,S6_Figshare,B,biological_negative,Yamashita
251,0,741,0,S6_Figshare,B,biological_negative,Yamashita
252,0,742,0,S6_Figshare,B,biological_negative,Yamashita
253,0,743,0,S6_Figshare,B,biological_negative,Yamashita
254,0,744,0,S6_Figshare,B,biological_negative,DrugBank
255,0,745,0,S6_Figshare,B,biological_negative,Tao_Zhang
256,0,746,0,S6_Figshare,B,biological_negative,DrugBank
257,0,747,0,S6_Figshare,B,biological_negative,Yamashita
258,0,748,0,S6_Figshare,B,biological_negative,Yamashita
259,0,749,0,S6_Figshare,B,biological_negative,Yamashita
260,0,750,0,S6_Figshare,B,biological_negative,Yamashita
261,0,751,0,S6_Figshare,B,biological_negative,Yamashita
262,0,752,0,S6_Figshare,B,biological_negative,Yamashita
263,0,753,0,S6_Figshare,B,biological_negative,DrugBank
264,0,754,0,S6_Figshare,B,biological_negative,Yamashita
265,0,755,0,S6_Figshare,B,biological_negative,DrugBank
266,0,756,0,S6_Figshare,B,biological_negative,Yamashita
267,0,757,0,S6_Figshare,B,biological_negative,DrugBank
268,0,758,0,S6_Figshare,B,biological_negative,Yamashita
269,0,759,0,S6_Figshare,B,biological_negative,Yamashita
270,0,760,0,S6_Figshare,B,biological_negative,Yap
271,0,761,0,S6_Figshare,B,biological_negative,Yamashita
272,0,762,0,S6_Figshare,B,biological_negative,Yamashita
273,0,763,0,S6_Figshare,B,biological_negative,Yamashita
274,0,764,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
275,0,765,0,S6_Figshare,B,biological_negative,Yamashita
276,0,766,0,S6_Figshare,B,biological_negative,Yamashita
277,0,767,0,S6_Figshare,B,biological_negative,Yap
278,0,768,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
279,0,769,0,S6_Figshare,B,biological_negative,Yamashita
280,0,770,0,S6_Figshare,B,biological_negative,DrugBank
281,0,771,0,S6_Figshare,B,biological_negative,Yamashita
282,0,772,0,S6_Figshare,B,biological_negative,Yamashita
283,0,773,0,S6_Figshare,B,biological_negative,DrugBank
284,0,774,0,S6_Figshare,B,biological_negative,DrugBank
285,0,775,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
286,0,776,0,S6_Figshare,B,biological_negative,Yamashita
287,0,777,0,S6_Figshare,B,biological_negative,Yamashita
288,0,778,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
289,0,779,0,S6_Figshare,B,biological_negative,Yamashita
290,0,780,0,S6_Figshare,B,biological_negative,Yap
291,0,781,0,S6_Figshare,B,biological_negative,Yap
292,0,782,0,S6_Figshare,B,biological_negative,DrugBank
293,0,783,0,S6_Figshare,B,biological_negative,SuperCYP
294,0,784,0,S6_Figshare,B,biological_negative,Yamashita
295,0,785,0,S6_Figshare,B,biological_negative,Yamashita
296,0,786,0,S6_Figshare,B,biological_negative,Yamashita
297,0,787,0,S6_Figshare,B,biological_negative,Yamashita
298,0,788,0,S6_Figshare,B,biological_negative,Yamashita
299,0,789,0,S6_Figshare,B,biological_negative,DrugBank
300,0,790,0,S6_Figshare,B,biological_negative,DrugBank
301,0,791,0,S6_Figshare,B,biological_negative,DrugBank
302,0,792,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
303,0,793,0,S6_Figshare,B,biological_negative,Yap
304,0,794,0,S6_Figshare,B,biological_negative,Yap
305,0,795,0,S6_Figshare,B,biological_negative,Yamashita
306,0,796,0,S6_Figshare,B,biological_negative,DrugBank
307,0,797,0,S6_Figshare,B,biological_negative,Yamashita
308,0,798,0,S6_Figshare,B,biological_negative,Yamashita
309,0,799,0,S6_Figshare,B,biological_negative,Yamashita
310,0,800,0,S6_Figshare,B,biological_negative,Yamashita
311,0,801,0,S6_Figshare,B,biological_negative,Yamashita
312,0,802,0,S6_Figshare,B,biological_negative,Yamashita
313,0,803,0,S6_Figshare,B,biological_negative,Yamashita
314,0,804,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
315,0,805,0,S6_Figshare,B,biological_negative,Yamashita
316,0,806,0,S6_Figshare,B,biological_negative,Yamashita
317,0,807,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
318,0,808,0,S6_Figshare,B,biological_negative,Yamashita
319,0,809,0,S6_Figshare,B,biological_negative,Yamashita
320,0,810,0,S6_Figshare,B,biological_negative,Yamashita
321,0,811,0,S6_Figshare,B,biological_negative,Tao_Zhang
322,0,812,0,S6_Figshare,B,biological_negative,Yamashita
323,0,813,0,S6_Figshare,B,biological_negative,Yamashita
324,0,814,0,S6_Figshare,B,biological_negative,Yamashita
325,0,815,0,S6_Figshare,B,biological_negative,Yamashita
326,0,816,0,S6_Figshare,B,biological_negative,Yamashita
327,0,817,0,S6_Figshare,B,biological_negative,Yamashita
328,0,818,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
329,0,819,0,S6_Figshare,B,biological_negative,Yamashita
330,0,820,0,S6_Figshare,B,biological_negative,DrugBank
331,0,821,0,S6_Figshare,B,biological_negative,DrugBank
332,0,822,0,S6_Figshare,B,biological_negative,Yamashita
333,0,823,0,S6_Figshare,B,biological_negative,Yamashita
334,0,824,0,S6_Figshare,B,biological_negative,Yamashita
335,0,825,0,S6_Figshare,B,biological_negative,Yamashita
336,0,826,0,S6_Figshare,B,biological_negative,Yamashita
337,0,827,0,S6_Figshare,B,biological_negative,Yamashita
338,0,828,0,S6_Figshare,B,biological_negative,Yamashita
339,0,829,0,S6_Figshare,B,biological_negative,Yamashita
340,0,830,0,S6_Figshare,B,biological_negative,Yamashita
341,0,831,0,S6_Figshare,B,biological_negative,Yamashita
342,0,832,0,S6_Figshare,B,biological_negative,Yamashita
343,0,833,0,S6_Figshare,B,biological_negative,Yap
344,0,834,0,S6_Figshare,B,biological_negative,Yamashita
345,0,835,0,S6_Figshare,B,biological_negative,Yamashita
346,0,836,0,S6_Figshare,B,biological_negative,Yamashita
347,0,837,0,S6_Figshare,B,biological_negative,Yamashita
348,0,838,0,S6_Figshare,B,biological_negative,Yamashita
349,0,839,0,S6_Figshare,B,biological_negative,DrugBank
350,0,840,0,S6_Figshare,B,biological_negative,DrugBank
351,0,841,0,S6_Figshare,B,biological_negative,Yamashita
352,0,842,0,S6_Figshare,B,biological_negative,Yamashita
353,0,843,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
354,0,844,0,S6_Figshare,B,biological_negative,Yap
355,0,845,0,S6_Figshare,B,biological_negative,Yamashita
356,0,846,0,S6_Figshare,B,biological_negative,Yamashita
357,0,847,0,S6_Figshare,B,biological_negative,Yamashita
358,0,848,0,S6_Figshare,B,biological_negative,DrugBank
359,0,849,0,S6_Figshare,B,biological_negative,Yamashita
360,0,850,0,S6_Figshare,B,biological_negative,Yamashita
361,0,851,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
362,0,852,0,S6_Figshare,B,biological_negative,DrugBank
363,0,853,0,S6_Figshare,B,biological_negative,Yamashita
364,0,854,0,S6_Figshare,B,biological_negative,Yamashita
365,0,855,0,S6_Figshare,B,biological_negative,Yamashita
366,0,856,0,S6_Figshare,B,biological_negative,Yamashita
367,0,857,0,S6_Figshare,B,biological_negative,CYP Knowledgebase 
368,0,858,0,S6_Figshare,B,biological_negative,Yamashita
369,0,859,0,S6_Figshare,B,biological_negative,Yamashita
370,0,860,0,S6_Figshare,B,biological_negative,Yamashita
371,0,861,0,S6_Figshare,B,biological_negative,Yamashita
372,0,862,0,S6_Figshare,B,biological_negative,Yamashita
373,0,863,0,S6_Figshare,B,biological_negative,Holmer
374,0,864,0,S6_Figshare,B,biological_negative,Holmer
375,0,865,0,S6_Figshare,B,biological_negative,Holmer
376,0,866,0,S6_Figshare,B,biological_negative,Holmer
377,0,867,0,S6_Figshare,B,biological_negative,Holmer
378,0,868,0,S6_Figshare,B,biological_negative,Holmer
379,0,869,0,S6_Figshare,B,biological_negative,Holmer
380,0,870,0,S6_Figshare,B,biological_negative,Holmer
381,0,871,0,S6_Figshare,B,biological_negative,Holmer
382,0,872,0,S6_Figshare,B,biological_negative,Holmer
383,0,873,0,S6_Figshare,B,biological_negative,Holmer
384,0,874,0,S6_Figshare,B,biological_negative,Holmer
385,0,875,0,S6_Figshare,B,biological_negative,Holmer
386,0,876,0,S6_Figshare,B,biological_negative,Holmer
387,0,877,0,S6_Figshare,B,biological_negative,Holmer
388,0,878,0,S6_Figshare,B,biological_negative,Holmer
389,0,879,0,S6_Figshare,B,biological_negative,Holmer
390,0,880,0,S6_Figshare,B,biological_negative,Holmer
391,0,881,0,S6_Figshare,B,biological_negative,Holmer
392,0,882,0,S6_Figshare,B,biological_negative,Holmer
393,0,883,0,S6_Figshare,B,biological_negative,Holmer
394,0,884,0,S6_Figshare,B,biological_negative,Holmer
395,0,885,0,S6_Figshare,B,biological_negative,Holmer
396,0,886,0,S6_Figshare,B,biological_negative,Holmer
397,0,887,0,S6_Figshare,B,biological_negative,Holmer
398,0,888,0,S6_Figshare,B,biological_negative,Holmer
399,0,889,0,S6_Figshare,B,biological_negative,Holmer
400,0,890,0,S6_Figshare,B,biological_negative,Holmer
401,0,891,0,S6_Figshare,B,biological_negative,Holmer
402,0,892,0,S6_Figshare,B,biological_negative,Holmer
403,0,893,0,S6_Figshare,B,biological_negative,Holmer
404,0,894,0,S6_Figshare,B,biological_negative,Holmer
405,0,895,0,S6_Figshare,B,biological_negative,Holmer
406,0,896,0,S6_Figshare,B,biological_negative,Holmer
407,0,897,0,S6_Figshare,B,biological_negative,Holmer
408,0,898,0,S6_Figshare,B,biological_negative,Holmer
409,0,899,0,S6_Figshare,B,biological_negative,Holmer
410,0,900,0,S6_Figshare,B,biological_negative,Holmer
411,0,901,0,S6_Figshare,B,biological_negative,Holmer
412,0,902,0,S6_Figshare,B,biological_negative,Holmer
413,0,903,0,S6_Figshare,B,biological_negative,Holmer
414,0,904,0,S6_Figshare,B,biological_negative,Holmer
415,0,905,0,S6_Figshare,B,biological_negative,Holmer
416,0,906,0,S6_Figshare,B,biological_negative,Holmer
417,0,907,0,S6_Figshare,B,biological_negative,Holmer
418,0,908,0,S6_Figshare,B,biological_negative,Holmer
419,0,909,0,S6_Figshare,B,biological_negative,Holmer
420,0,910,0,S6_Figshare,B,biological_negative,Holmer
421,0,911,0,S6_Figshare,B,biological_negative,Holmer
422,0,912,0,S6_Figshare,B,biological_negative,Holmer
423,0,913,0,S6_Figshare,B,biological_negative,Holmer
424,0,914,0,S6_Figshare,B,biological_negative,Holmer
425,0,915,0,S6_Figshare,B,biological_negative,Holmer
426,0,916,0,S6_Figshare,B,biological_negative,Holmer
427,0,917,0,S6_Figshare,B,biological_negative,Holmer
428,0,918,0,S6_Figshare,B,biological_negative,Holmer
429,0,919,0,S6_Figshare,B,biological_negative,Holmer
430,0,920,0,S6_Figshare,B,biological_negative,Holmer
431,0,921,0,S6_Figshare,B,biological_negative,Holmer
432,0,922,0,S6_Figshare,B,biological_negative,Holmer
433,0,923,0,S6_Figshare,B,biological_negative,DrugBank
434,0,924,0,S6_Figshare,B,biological_negative,Holmer
435,0,925,0,S6_Figshare,B,biological_negative,Holmer
436,0,926,0,S6_Figshare,B,biological_negative,Holmer
437,0,927,0,S6_Figshare,B,biological_negative,Holmer
438,0,928,0,S6_Figshare,B,biological_negative,Holmer
439,0,929,0,S6_Figshare,B,biological_negative,Holmer
440,0,930,0,S6_Figshare,B,biological_negative,Holmer
441,0,931,0,S6_Figshare,B,biological_negative,Holmer
442,0,932,0,S6_Figshare,B,biological_negative,Holmer
443,0,933,0,S6_Figshare,B,biological_negative,Holmer
444,0,934,0,S6_Figshare,B,biological_negative,Holmer
445,0,935,0,S6_Figshare,B,biological_negative,Holmer
446,0,936,0,S6_Figshare,B,biological_negative,Holmer
447,0,937,0,S6_Figshare,B,biological_negative,Holmer
448,0,938,0,S6_Figshare,B,biological_negative,Holmer
449,0,939,0,S6_Figshare,B,biological_negative,Holmer
450,0,940,0,S6_Figshare,B,biological_negative,Holmer
451,0,941,0,S6_Figshare,B,biological_negative,Holmer
452,0,942,0,S6_Figshare,B,biological_negative,Holmer
453,0,943,0,S6_Figshare,B,biological_negative,Holmer
454,0,944,0,S6_Figshare,B,biological_negative,Holmer
455,0,945,0,S6_Figshare,B,biological_negative,Holmer
456,0,946,0,S6_Figshare,B,biological_negative,Holmer
457,0,947,0,S6_Figshare,B,biological_negative,Holmer
458,0,948,0,S6_Figshare,B,biological_negative,Holmer
