Dock Index,Enzyme Index,Substrate Index,Label,score,logit,prob,Predicted,Error_Type
402,73,331,1,-5.704626,-5.704626,0.003319467,0,False Negative
404,73,125,1,-5.0538025,-5.0538025,0.0063444986,0,False Negative
405,73,332,1,-5.4004583,-5.4004583,0.004494222,0,False Negative
406,160,333,1,-6.817816,-6.817816,0.0010929123,0,False Negative
407,130,134,1,-0.83875406,-0.83875406,0.30179727,0,False Negative
408,135,137,0,1.0299217,1.0299217,0.7369007,1,False Positive
409,135,134,1,-1.247584,-1.247584,0.22311865,0,False Negative
411,163,334,1,-3.4913757,-3.4913757,0.029558618,0,False Negative
412,163,335,1,-2.190321,-2.190321,0.10062304,0,False Negative
413,279,336,1,-2.8958278,-2.8958278,0.052360196,0,False Negative
414,279,337,1,-1.8790666,-1.8790666,0.13249612,0,False Negative
416,279,339,1,-0.1346669,-0.1346669,0.46638405,0,False Negative
417,279,340,1,-6.8309665,-6.8309665,0.0010786493,0,False Negative
418,279,341,1,-2.9961877,-2.9961877,0.0475984,0,False Negative
419,163,342,1,-0.34953415,-0.34953415,0.4134954,0,False Negative
420,163,343,1,-4.501878,-4.501878,0.010966557,0,False Negative
421,163,344,1,-2.8923507,-2.8923507,0.052532993,0,False Negative
422,163,345,1,-2.0594673,-2.0594673,0.113099255,0,False Negative
423,163,346,1,-1.2288295,-1.2288295,0.22638635,0,False Negative
424,163,347,1,-0.09336792,-0.09336792,0.47667497,0,False Negative
426,163,349,0,0.2678041,0.2678041,0.5665537,1,False Positive
427,163,350,1,-2.1358032,-2.1358032,0.10566533,0,False Negative
428,279,351,1,-1.9574724,-1.9574724,0.123740844,0,False Negative
429,278,352,1,-1.9240075,-1.9240075,0.12741534,0,False Negative
430,163,353,1,-5.6524725,-5.6524725,0.0034965617,0,False Negative
431,163,354,1,-6.3838587,-6.3838587,0.0016857481,0,False Negative
433,163,356,1,-4.2281117,-4.2281117,0.014370376,0,False Negative
434,163,328,1,-4.0012274,-4.0012274,0.017964544,0,False Negative
435,163,357,1,-1.6442722,-1.6442722,0.16188458,0,False Negative
436,164,358,1,-2.7378197,-2.7378197,0.060778245,0,False Negative
437,162,359,1,-4.6956353,-4.6956353,0.009052368,0,False Negative
438,280,360,1,-4.175972,-4.175972,0.015127886,0,False Negative
439,163,361,1,-6.319875,-6.319875,0.0017969342,0,False Negative
440,163,362,1,-0.4092222,-0.4092222,0.39909863,0,False Negative
441,163,363,1,-5.493409,-5.493409,0.0040969416,0,False Negative
442,163,364,1,-5.4747343,-5.4747343,0.004173848,0,False Negative
443,163,365,1,-3.7168508,-3.7168508,0.023733437,0,False Negative
444,163,366,1,-6.603618,-6.603618,0.0013536202,0,False Negative
445,163,367,1,-3.1451604,-3.1451604,0.041282393,0,False Negative
446,163,368,1,-4.5206027,-4.5206027,0.010765309,0,False Negative
448,279,370,1,-5.3119783,-5.3119783,0.0049079526,0,False Negative
450,116,372,0,0.15022267,0.15022267,0.5374852,1,False Positive
452,162,374,1,-3.63233,-3.63233,0.025772672,0,False Negative
453,163,375,1,-6.5586557,-6.5586557,0.0014157831,0,False Negative
454,163,376,1,-0.4409541,-0.4409541,0.39151365,0,False Negative
455,163,377,1,-6.4461107,-6.4461107,0.0015841677,0,False Negative
458,163,327,1,-3.3810377,-3.3810377,0.032893367,0,False Negative
459,161,380,1,-0.32906663,-0.32906663,0.41846773,0,False Negative
463,12,381,1,-7.195362,-7.195362,0.0007494943,0,False Negative
468,105,386,1,-0.79992425,-0.79992425,0.31004173,0,False Negative
475,144,390,1,-5.628812,-5.628812,0.0035799793,0,False Negative
476,144,391,1,-7.5799303,-7.5799303,0.00051033625,0,False Negative
478,208,392,1,-5.1322317,-5.1322317,0.005868726,0,False Negative
479,34,326,1,-1.661386,-1.661386,0.15957603,0,False Negative
480,23,24,1,-6.5137715,-6.5137715,0.0014806808,0,False Negative
481,256,393,1,-4.0045104,-4.0045104,0.017906716,0,False Negative
482,166,394,1,-5.2251587,-5.2251587,0.005350722,0,False Negative
483,172,395,1,-5.9588175,-5.9588175,0.00257631,0,False Negative
484,172,75,1,-7.156862,-7.156862,0.0007788898,0,False Negative
485,172,259,1,-5.2785378,-5.2785378,0.005074006,0,False Negative
486,171,396,1,-0.6724411,-0.6724411,0.33795044,0,False Negative
487,134,24,1,-7.366517,-7.366517,0.0006316665,0,False Negative
488,196,153,1,-3.642108,-3.642108,0.025528297,0,False Negative
489,234,327,1,-4.1646357,-4.1646357,0.015297718,0,False Negative
505,81,411,0,0.58904254,0.58904254,0.64314544,1,False Positive
507,2,120,1,-0.9320477,-0.9320477,0.28250945,0,False Negative
508,96,80,1,-11.820922,-11.820922,7.3491256e-06,0,False Negative
509,145,24,1,-4.1330795,-4.1330795,0.015780414,0,False Negative
510,243,259,1,-3.1931043,-3.1931043,0.039426047,0,False Negative
512,147,412,1,-3.1268969,-3.1268969,0.04201132,0,False Negative
513,281,413,1,-5.553513,-5.553513,0.0038588757,0,False Negative
514,156,414,1,-6.095707,-6.095707,0.0022474548,0,False Negative
515,156,415,1,-4.546533,-4.546533,0.010492641,0,False Negative
516,109,416,1,-0.4117738,-0.4117738,0.39848688,0,False Negative
517,109,417,1,-0.6955504,-0.6955504,0.3327995,0,False Negative
518,180,418,1,-3.7283742,-3.7283742,0.023467897,0,False Negative
522,21,421,1,-1.7958955,-1.7958955,0.14235145,0,False Negative
526,183,425,1,-13.151816,-13.151816,1.9419492e-06,0,False Negative
528,210,426,1,-2.6433942,-2.6433942,0.066397324,0,False Negative
529,214,427,1,-9.742429,-9.742429,5.873425e-05,0,False Negative
530,228,428,1,-5.0522475,-5.0522475,0.006354309,0,False Negative
532,229,430,1,-1.7981277,-1.7981277,0.14207914,0,False Negative
535,141,432,1,-0.5941559,-0.5941559,0.35568187,0,False Negative
536,217,433,1,-2.2610278,-2.2610278,0.09440246,0,False Negative
537,32,434,1,-11.82411,-11.82411,7.325733e-06,0,False Negative
