enzyme,reaction,label,ecnumber,difficulty,fake_ecnumber,structure_index
1129,0,0,1.14.15.4,2,1.14.-.-,-1
1174,0,0,1.14.15.4,2,1.14.14.154,-1
1197,0,0,1.14.15.4,-1,,-1
1200,0,0,1.14.15.4; 1.14.15.5,-1,,-1
1265,0,0,1.14.15.4,-1,,-1
1300,0,0,1.14.15.4; 1.14.15.5,3,1.14.15.-,-1
1317,0,0,1.14.15.4; 1.14.15.5,2,1.14.14.-; 1.14.14.147,-1
1344,0,0,1.14.15.4; 1.14.15.5,2,1.14.14.-,-1
1355,0,0,1.14.15.4,2,1.14.19.n5,-1
1386,0,0,1.14.15.4,-1,,-1
1403,0,0,1.14.15.4,-1,,-1
1415,0,0,1.14.15.4,-1,/,-1
1433,0,0,1.14.15.4; 1.14.15.5,-1,,-1
1503,0,0,1.14.15.4,-1,,-1
1521,0,0,1.14.15.4; 1.14.15.5,-1,,-1
1535,0,0,1.14.15.4,-1,,-1
3,1,0,1.14.15.36,2,1.14.14.150,-1
11,1,0,1.14.14.154,-1,,-1
12,1,0,1.14.15.36,-1,/,-1
47,1,0,1.14.14.154,3,1.14.14.171,-1
51,1,0,1.14.14.154,1,1.-.-.-,-1
52,1,0,1.14.14.154,-1,,-1
71,1,0,1.14.14.154,-1,/,-1
73,1,0,1.14.14.154,-1,/,-1
76,1,0,1.14.14.154,3,1.14.14.1,-1
89,1,0,1.14.14.154,-1,,-1
101,1,0,1.14.14.154,3,1.14.14.62,-1
106,1,0,1.14.14.154,-1,/,-1
114,1,0,1.14.14.154,3,1.14.14.1/1.6.2.4,-1
127,1,0,1.14.14.154,-1,,-1
128,1,0,1.14.14.154,-1,/,-1
152,1,0,1.14.14.154,3,1.14.14.58,-1
164,1,0,1.14.15.36,-1,/,-1
170,1,0,1.14.14.154,-1,/,-1
178,1,0,1.14.14.154,-1,,-1
187,1,0,1.14.14.154,1,1.-.-.-,-1
195,1,0,1.14.14.154,3,1.14.14.81,-1
204,1,0,1.14.14.154,3,1.14.14.126,-1
216,1,0,1.14.14.154,3,1.14.14.91,-1
221,1,0,1.14.14.154,-1,,-1
227,1,0,1.14.14.154,-1,,-1
240,1,0,1.14.14.154,3,1.14.14.127,-1
245,1,0,1.14.14.154,-1,,-1
282,1,0,1.14.14.154,0,4.2.1.92,-1
318,1,0,1.14.14.154,-1,/,-1
330,1,0,1.14.14.154,3,1.14.14.-,-1
337,1,0,1.14.14.154,-1,,-1
347,1,0,1.14.14.154,-1,,-1
362,1,0,1.14.14.154,-1,,-1
367,1,0,1.14.14.154,-1,,-1
380,1,0,1.14.14.154,-1,,-1
390,1,0,1.14.14.154,-1,,-1
398,1,0,1.14.14.154,1,1.-.-.-,-1
401,1,0,1.14.15.36,-1,,-1
420,1,0,1.14.14.154,-1,,-1
450,1,0,1.14.14.154,3,1.14.14.151,-1
516,1,0,1.14.14.154,-1,,-1
519,1,0,1.14.14.154,3,1.14.14.118,-1
522,1,0,1.14.14.154,-1,,-1
526,1,0,1.14.14.154,3,1.14.14.148,-1
542,1,0,1.14.14.154,3,1.14.14.107,-1
550,1,0,1.14.14.154,-1,,-1
557,1,0,1.14.14.154,-1,/,-1
563,1,0,1.14.14.154,-1,,-1
569,1,0,1.14.14.154,3,1.14.14.95,-1
573,1,0,1.14.14.154,3,1.14.14.127,-1
576,1,0,1.14.14.154,-1,,-1
584,1,0,1.14.14.154,3,1.14.14.81,-1
588,1,0,1.14.14.154,-1,,-1
591,1,0,1.14.14.154,3,1.14.14.113,-1
597,1,0,1.14.14.154,3,1.14.14.-,-1
598,1,1,1.14.14.154,0,,-1
638,1,0,1.14.14.154,-1,,-1
647,1,0,1.14.14.154,-1,,-1
655,1,0,1.14.14.154,-1,/,-1
672,1,0,1.14.14.154,-1,/,-1
673,1,1,1.14.14.154,0,,-1
674,1,0,1.14.15.36,2,1.14.19.41,-1
675,1,1,1.14.14.154,0,,-1
685,1,0,1.14.14.154,3,1.14.14.167,-1
710,1,0,1.14.15.36,-1,,-1
714,1,0,1.14.14.154,-1,,-1
732,1,0,1.14.14.154,-1,,-1
737,1,0,1.14.14.154,-1,,-1
739,1,0,1.14.14.154,1,1.11.2.4,-1
749,1,0,1.14.14.154,-1,,-1
755,1,0,1.14.14.154,-1,,-1
814,1,0,1.14.14.154,-1,,-1
822,1,0,1.14.14.154,3,1.14.14.-,-1
825,1,1,1.14.14.154,0,,-1
826,1,1,1.14.14.154,0,,-1
828,1,0,1.14.14.154,3,1.14.14.-,-1
891,1,0,1.14.14.154,0,5.3.99.5,-1
898,1,0,1.14.14.154,3,1.14.14.1,-1
910,1,0,1.14.14.154,4,1.14.14.154,-1
919,1,0,1.14.14.154,-1,,-1
926,1,0,1.14.14.154,2,1.14.15.29,-1
930,1,1,1.14.15.36,0,,-1
939,1,0,1.14.14.154,1,1.6.2.4,-1
949,1,1,1.14.14.154,0,,-1
969,1,0,1.14.14.154,1,1.-.-.-,-1
973,1,0,1.14.14.154,3,1.14.14.-,-1
984,1,1,1.14.14.154,0,,-1
986,1,1,1.14.14.154,0,,-1
1006,1,0,1.14.15.36,2,1.14.14.134,-1
1017,1,0,1.14.14.154,-1,,-1
1032,1,0,1.14.14.154,-1,,-1
1035,1,0,1.14.14.154,2,1.14.19.79,-1
1039,1,0,1.14.14.154,3,1.14.14.36,-1
1053,1,1,1.14.14.154,0,,-1
1059,1,0,1.14.14.154,2,1.14.19.73,-1
1060,1,0,1.14.14.154,3,1.14.14.1,-1
1071,1,0,1.14.14.154,2,1.14.-.-,-1
1074,1,0,1.14.14.154,2,1.14.-.-,-1
1081,1,0,1.14.14.154,3,1.14.14.81,-1
1087,1,0,1.14.14.154,-1,,-1
1088,1,0,1.14.14.154,-1,,-1
1089,1,0,1.14.14.154,-1,,-1
1093,1,0,1.14.14.154,3,1.14.14.80,-1
1110,1,0,1.14.14.154,3,1.14.14.1,-1
1112,1,1,1.14.14.154,0,,-1
1113,1,0,1.14.15.36,2,1.14.14.1; 4.2.1.152,-1
1125,1,0,1.14.14.154,3,1.14.14.-,-1
1141,1,0,1.14.14.154,3,1.14.14.24,-1
1163,1,0,1.14.14.154,3,1.14.14.130,-1
1174,1,1,1.14.14.154,0,,-1
1175,1,0,1.14.15.36,2,1.14.14.80,-1
1176,1,0,1.14.14.154,2,1.14.13.-,-1
1202,1,1,1.14.14.154,0,,-1
1227,1,0,1.14.14.154,2,1.14.15.4,-1
1266,1,0,1.14.14.154,3,1.14.14.107,-1
1275,1,0,1.14.14.154,2,1.14.19.69,-1
1278,1,0,1.14.14.154,3,1.14.14.137,-1
1282,1,0,1.14.14.154,3,1.14.14.48,-1
1286,1,0,1.14.14.154,3,1.14.14.82,-1
1299,1,0,1.14.14.154,2,1.14.15.39; 4.2.3.47,-1
1305,1,0,1.14.14.154,-1,,-1
1326,1,0,1.14.14.154,-1,,-1
1327,1,0,1.14.14.154,3,1.14.14.32,-1
1333,1,1,1.14.14.154,0,,-1
1336,1,0,1.14.14.154,-1,,-1
1346,1,0,1.14.14.154,2,1.14.19.76,-1
1369,1,0,1.14.14.154,3,1.14.14.125,-1
1376,1,0,1.14.14.154,3,1.14.14.49,-1
1383,1,0,1.14.14.154,-1,,-1
1384,1,0,1.14.14.154,-1,,-1
1394,1,0,1.14.14.154,-1,,-1
1426,1,0,1.14.14.154,3,1.14.14.137,-1
1431,1,0,1.14.14.154,-1,,-1
1465,1,0,1.14.14.154,-1,,-1
1484,1,0,1.14.14.154,-1,,-1
1486,1,0,1.14.14.154,-1,,-1
1489,1,0,1.14.14.154,-1,,-1
1494,1,0,1.14.14.154,-1,,-1
1499,1,0,1.14.14.154,-1,,-1
1505,1,0,1.14.14.154,-1,,-1
1507,1,0,1.14.14.154,-1,,-1
1509,1,0,1.14.14.154,-1,,-1
1510,1,0,1.14.14.154,-1,,-1
1538,1,0,1.14.14.154,-1,,-1
1543,1,0,1.14.15.36,-1,,-1
1545,1,0,1.14.14.154,-1,,-1
1546,1,0,1.14.14.154,-1,,-1
1575,1,0,1.14.14.154,-1,,-1
1578,1,0,1.14.14.154,-1,,-1
1581,1,0,1.14.14.154,-1,,-1
1589,1,0,1.14.14.154,-1,,-1
1591,1,0,1.14.14.154,-1,,-1
1594,1,0,1.14.14.154,-1,,-1
1595,1,0,1.14.14.154,-1,,-1
2,2,0,1.14.14.154,-1,,-1
130,2,0,1.14.14.154,-1,,-1
136,2,0,1.14.14.154,-1,/,-1
167,2,0,1.14.14.154,-1,/,-1
173,2,0,1.14.14.154,3,1.14.14.48,-1
217,2,0,1.14.14.154,3,1.14.14.91,-1
254,2,0,1.14.14.154,1,1.-.-.-,-1
278,2,0,1.14.14.154,-1,,-1
287,2,0,1.14.14.154,-1,,-1
325,2,0,1.14.14.154,-1,/,-1
369,2,0,1.14.14.154,-1,,-1
379,2,0,1.14.14.154,-1,,-1
435,2,0,1.14.14.154,3,1.14.14.B11,-1
437,2,0,1.14.14.154,1,1.-.-.-,-1
449,2,0,1.14.14.154,3,1.14.14.87,-1
458,2,0,1.14.14.154,4,1.14.14.154,-1
470,2,0,1.14.14.154,-1,,-1
587,2,0,1.14.14.154,3,1.14.14.137,-1
598,2,1,1.14.14.154,0,,-1
643,2,0,1.14.14.154,-1,,-1
663,2,0,1.14.14.154,3,1.14.14.115,-1
673,2,1,1.14.14.154,0,,-1
675,2,1,1.14.14.154,0,,-1
729,2,0,1.14.14.154,3,1.14.14.117,-1
748,2,0,1.14.14.154,3,1.14.14.37,-1
751,2,0,1.14.14.154,3,1.14.14.165,-1
790,2,0,1.14.14.154,3,1.14.14.1,-1
796,2,0,1.14.14.154,3,1.14.14.117,-1
826,2,1,1.14.14.154,0,,-1
838,2,0,1.14.14.154,3,1.14.14.1; 1.6.2.4,-1
854,2,0,1.14.14.154,2,1.14.15.4,-1
857,2,0,1.14.14.154,3,1.14.14.1,-1
879,2,0,1.14.14.154,3,1.14.14.81,-1
921,2,0,1.14.14.154,3,1.14.14.-,-1
943,2,0,1.14.14.154,1,1.4.1.23,-1
959,2,0,1.14.14.154,3,1.14.14.111,-1
962,2,0,1.14.14.154,-1,/,-1
968,2,0,1.14.14.154,1,1.-.-.-,-1
986,2,1,1.14.14.154,0,,-1
992,2,0,1.14.14.154,2,1.14.99.22,-1
998,2,0,1.14.14.154,2,1.14.99.15,-1
1001,2,0,1.14.14.154,-1,,-1
1041,2,0,1.14.14.154,3,1.14.14.109,-1
1063,2,0,1.14.14.154,-1,/,-1
1069,2,0,1.14.14.154,-1,/,-1
1112,2,1,1.14.14.154,0,,-1
1120,2,0,1.14.14.154,-1,,-1
1127,2,0,1.14.14.154,0,5.3.99.4,-1
1163,2,0,1.14.14.154,3,1.14.14.130,-1
1184,2,0,1.14.14.154,2,1.14.13.146,-1
1201,2,0,1.14.14.154,3,1.14.14.32,-1
1313,2,0,1.14.14.154,2,1.14.-.-,-1
1336,2,0,1.14.14.154,-1,,-1
1341,2,0,1.14.14.154,3,1.14.14.48,-1
1370,2,0,1.14.14.154,3,1.14.14.54,-1
1399,2,0,1.14.14.154,-1,,-1
1437,2,0,1.14.14.154,-1,/,-1
1442,2,0,1.14.14.154,-1,/,-1
1501,2,0,1.14.14.154,-1,,-1
1536,2,0,1.14.14.154,-1,,-1
1541,2,0,1.14.14.154,-1,,-1
1554,2,0,1.14.14.154,-1,,-1
1560,2,0,1.14.14.154,-1,,-1
1586,2,0,1.14.14.154,-1,,-1
1610,2,0,1.14.14.154,-1,,-1
1620,2,0,1.14.14.154,-1,,-1
26,3,0,1.14.14.154,-1,/,-1
37,3,0,1.14.14.154,1,1.-.-.-,-1
181,3,0,1.14.14.154,-1,,-1
182,3,0,1.14.14.154,1,1.-.-.-,-1
188,3,0,1.14.14.154,-1,/,-1
195,3,0,1.14.14.154,3,1.14.14.81,-1
200,3,0,1.14.14.154,1,1.-.-.-,-1
205,3,0,1.14.14.154,1,1.-.-.-,-1
232,3,0,1.14.14.154,-1,/,-1
292,3,0,1.14.14.154,1,1.-.-.-,-1
294,3,0,1.14.14.154,-1,,-1
320,3,0,1.14.14.154,3,1.14.14.81,-1
390,3,0,1.14.14.154,-1,,-1
408,3,0,1.14.14.154,-1,,-1
452,3,0,1.14.14.154,3,1.14.14.B11,-1
454,3,0,1.14.14.154,0,4.2.1.92,-1
491,3,0,1.14.14.154,3,1.14.14.152,-1
541,3,0,1.14.14.154,3,1.14.14.107,-1
544,3,0,1.14.14.154,-1,,-1
598,3,1,1.14.14.154,0,,-1
623,3,0,1.14.14.154,3,1.14.14.98,-1
631,3,0,1.14.14.154,3,1.14.14.82,-1
640,3,0,1.14.14.154,1,1.-.-.-,-1
650,3,0,1.14.14.154,0,4.2.1.92,-1
673,3,1,1.14.14.154,0,,-1
675,3,1,1.14.14.154,0,,-1
683,3,0,1.14.14.154,3,1.14.14.166,-1
736,3,0,1.14.14.154,2,1.14.-.-,-1
743,3,0,1.14.14.154,-1,/,-1
774,3,0,1.14.14.154,3,1.14.14.139,-1
814,3,0,1.14.14.154,-1,,-1
826,3,1,1.14.14.154,0,,-1
865,3,0,1.14.14.154,3,1.14.14.-,-1
925,3,0,1.14.14.154,2,1.14.15.27,-1
947,3,0,1.14.14.154,3,1.14.14.94,-1
962,3,0,1.14.14.154,-1,/,-1
986,3,1,1.14.14.154,0,,-1
1011,3,0,1.14.14.154,-1,,-1
1048,3,0,1.14.14.154,3,1.14.14.118,-1
1093,3,0,1.14.14.154,3,1.14.14.80,-1
1112,3,1,1.14.14.154,0,,-1
1132,3,0,1.14.14.154,3,1.14.14.141,-1
1148,3,0,1.14.14.154,3,1.14.14.86,-1
1154,3,0,1.14.14.154,3,1.14.14.69,-1
1174,3,0,1.14.14.154,4,1.14.14.154,-1
1223,3,0,1.14.14.154,-1,/,-1
1243,3,0,1.14.14.154,-1,,-1
1263,3,0,1.14.14.154,-1,,-1
1269,3,0,1.14.14.154,2,1.14.-.-,-1
1283,3,0,1.14.14.154,0,4.2.1.121,-1
1295,3,0,1.14.14.154,3,1.14.14.32,-1
1307,3,0,1.14.14.154,-1,,-1
1308,3,0,1.14.14.154,3,1.14.14.58,-1
1316,3,0,1.14.14.154,-1,,-1
1340,3,0,1.14.14.154,-1,,-1
1353,3,0,1.14.14.154,3,1.14.14.139,-1
1469,3,0,1.14.14.154,-1,,-1
1497,3,0,1.14.14.154,-1,,-1
1511,3,0,1.14.14.154,-1,,-1
1515,3,0,1.14.14.154,-1,,-1
1551,3,0,1.14.14.154,-1,,-1
1570,3,0,1.14.14.154,-1,,-1
1580,3,0,1.14.14.154,-1,,-1
1591,3,0,1.14.14.154,-1,,-1
1592,3,0,1.14.14.154,-1,,-1
1616,3,0,1.14.14.154,-1,,-1
12,4,0,1.11.2.4,-1,/,-1
91,4,0,1.11.2.4,1,1.14.14.86,-1
152,4,0,1.11.2.4,1,1.14.14.58,-1
271,4,0,1.11.2.4,1,1.14.14.-,-1
296,4,0,1.11.2.4,-1,,-1
303,4,0,1.11.2.4,1,1.-.-.-,-1
584,4,0,1.11.2.4,1,1.14.14.81,-1
603,4,0,1.11.2.4,-1,,-1
679,4,1,1.11.2.4,0,,-1
739,4,1,1.11.2.4,0,,-1
772,4,0,1.11.2.4,1,1.14.15.33,-1
820,4,0,1.11.2.4,1,1.14.14.-,-1
880,4,0,1.11.2.4,-1,,-1
943,4,0,1.11.2.4,1,1.4.1.23,-1
990,4,0,1.11.2.4,1,1.14.14.32,-1
1002,4,0,1.11.2.4,1,1.14.14.90,-1
1179,4,0,1.11.2.4,-1,,-1
1249,4,0,1.11.2.4,1,1.14.14.147,-1
1471,4,0,1.11.2.4,-1,,-1
1481,4,0,1.11.2.4,-1,,-1
1528,4,0,1.11.2.4,-1,,-1
1577,4,0,1.11.2.4,-1,,-1
40,5,0,1.11.2.4,-1,/,-1
263,5,0,1.11.2.4,1,1.14.14.-,-1
265,5,0,1.11.2.4,1,1.14.99.-,-1
287,5,0,1.11.2.4,-1,,-1
302,5,0,1.11.2.4,-1,,-1
321,5,0,1.11.2.4,1,1.14.14.82,-1
352,5,0,1.11.2.4,-1,,-1
385,5,0,1.11.2.4,1,1.14.19.-,-1
549,5,0,1.11.2.4,1,1.14.99.62,-1
679,5,1,1.11.2.4,0,,-1
739,5,1,1.11.2.4,0,,-1
868,5,0,1.11.2.4,1,1.14.15.22/1.14.-.-/1.14.-.-,-1
881,5,0,1.11.2.4,1,1.14.14.23,-1
972,5,0,1.11.2.4,-1,/,-1
1105,5,0,1.11.2.4,1,1.14.14.138,-1
1185,5,0,1.11.2.4,1,1.14.14.81,-1
1193,5,0,1.11.2.4,-1,/,-1
1293,5,0,1.11.2.4,1,1.14.14.-,-1
1326,5,0,1.11.2.4,-1,,-1
1346,5,0,1.11.2.4,1,1.14.19.76,-1
1390,5,0,1.11.2.4,-1,,-1
1610,5,0,1.11.2.4,-1,,-1
46,6,0,1.14.14.48,-1,,-1
171,6,0,1.14.14.48,-1,/,-1
405,6,0,1.14.14.48,2,1.14.19.80,-1
674,6,0,1.14.14.48,2,1.14.19.41,-1
766,6,0,1.14.14.48,-1,,-1
801,6,0,1.14.14.48,3,1.14.14.-,-1
876,6,0,1.14.14.48,3,1.14.14.94,-1
887,6,0,1.14.14.48,3,1.14.14.43,-1
1053,6,0,1.14.14.48,3,1.14.14.154,-1
1223,6,0,1.14.14.48,-1,/,-1
1282,6,1,1.14.14.48,0,,-1
73,7,0,1.14.14.49,-1,/,-1
97,7,0,1.14.14.49,1,1.-.-.-,-1
146,7,0,1.14.14.49,-1,,-1
403,7,0,1.14.14.49,2,1.14.19.-,-1
526,7,0,1.14.14.49,3,1.14.14.148,-1
665,7,0,1.14.14.49,3,1.14.14.-,-1
738,7,0,1.14.14.49,-1,,-1
795,7,0,1.14.14.49,3,1.14.14.16,-1
1065,7,0,1.14.14.49,-1,/,-1
1364,7,0,1.14.14.49,3,1.14.14.51,-1
1376,7,1,1.14.14.49,0,,-1
7,8,0,1.14.14.1,3,1.14.14.-,-1
8,8,0,1.14.14.1,3,1.14.14.-,-1
11,8,0,1.14.14.1; 1.6.2.4,-1,,-1
12,8,0,1.14.14.1; 4.2.1.152,-1,/,-1
15,8,0,1.14.14.1,3,1.14.14.44,-1
17,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.87,-1
22,8,0,1.14.14.1,-1,,-1
23,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
24,8,1,1.14.14.1,0,,-1
25,8,0,1.14.14.1,-1,,-1
28,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
32,8,0,1.14.14.1,-1,,-1
34,8,0,1.14.14.1,2,1.14.15.18,-1
35,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
36,8,0,1.14.14.1/1.6.2.4,-1,/,-1
40,8,0,1.14.14.1/1.6.2.4,-1,/,-1
41,8,0,1.14.14.78,-1,,-1
42,8,1,1.14.14.1/1.6.2.4,0,,-1
46,8,0,1.14.14.56,-1,,-1
48,8,0,1.14.14.1/1.6.2.4,-1,/,-1
50,8,0,1.14.14.1; 4.2.1.152,-1,,-1
53,8,1,1.14.14.1/1.6.2.4,0,,-1
56,8,0,1.14.14.1,3,1.14.14.60,-1
57,8,0,1.14.14.1/1.6.2.4,1,1.-.-.-,-1
60,8,0,1.14.14.1,-1,/,-1
64,8,0,1.14.14.1/1.6.2.4,-1,/,-1
65,8,0,1.14.14.1; 1.6.2.4,-1,,-1
66,8,0,1.14.14.1,-1,/,-1
69,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
71,8,0,1.14.14.1/1.6.2.4,-1,/,-1
73,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
74,8,0,1.14.14.1/1.6.2.4,-1,,-1
75,8,0,1.14.14.1/1.6.2.4,-1,/,-1
80,8,0,1.14.14.1,-1,,-1
81,8,0,1.14.14.1; 1.6.2.4,0,4.2.1.-,-1
82,8,1,1.14.14.1; 1.6.2.4,0,,-1
83,8,0,1.14.14.1,-1,,-1
84,8,0,1.14.14.1/1.6.2.4,-1,/,-1
86,8,0,1.14.14.94,-1,,-1
87,8,0,1.14.14.1,-1,/,-1
88,8,0,1.14.14.1,-1,,-1
89,8,0,4.2.1.152,-1,,-1
95,8,0,1.14.14.1,-1,,-1
98,8,0,1.14.14.1/1.6.2.4,-1,,-1
101,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.62,-1
109,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.126,-1
111,8,0,1.14.14.1; 4.2.1.152,-1,,-1
113,8,1,1.14.14.1/1.6.2.4,0,,-1
114,8,1,1.14.14.1/1.6.2.4,0,,-1
120,8,0,1.14.14.1; 4.2.1.152,-1,,-1
123,8,0,1.14.14.1,-1,,-1
124,8,0,1.14.14.94,-1,,-1
125,8,0,1.14.14.1,-1,,-1
126,8,0,1.14.14.1/1.6.2.4,-1,,-1
127,8,0,1.14.14.1; 4.2.1.152,-1,,-1
130,8,0,1.14.14.56,-1,,-1
132,8,0,1.14.13.n7; 1.14.14.1,-1,,-1
133,8,0,1.14.13.n7; 1.14.14.1,2,1.14.14.126,-1
137,8,0,1.14.14.1,-1,,-1
138,8,0,4.2.1.152,0,1.14.14.-,-1
143,8,0,1.14.14.1/1.6.2.4,-1,,-1
144,8,0,1.14.14.1; 1.6.2.4,-1,,-1
148,8,0,1.14.14.1,-1,/,-1
149,8,0,1.14.14.24,-1,/,-1
152,8,0,1.14.14.1,3,1.14.14.58,-1
153,8,0,1.14.14.1,3,1.14.14.159,-1
159,8,0,1.14.14.1/1.6.2.4,-1,,-1
161,8,0,1.14.14.1/1.6.2.4,-1,,-1
163,8,0,1.14.14.1,-1,/,-1
164,8,0,1.14.14.1,-1,/,-1
165,8,0,1.14.14.1,-1,/,-1
168,8,0,1.14.14.1/1.6.2.4,3,1.14.14.115,-1
170,8,0,1.14.14.1/1.6.2.4,-1,/,-1
171,8,0,4.2.1.152,-1,/,-1
172,8,0,1.14.14.1,3,1.14.14.77,-1
175,8,0,1.14.14.1,-1,/,-1
179,8,0,1.14.14.1,3,1.14.14.126,-1
186,8,0,1.14.14.1/1.6.2.4,1,1.-.-.-,-1
190,8,0,1.14.14.1,3,1.14.14.80,-1
192,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.-,-1
194,8,0,1.14.14.1,-1,,-1
197,8,0,1.14.14.1,3,1.14.14.102,-1
201,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,1,1.-.-.-,-1
202,8,0,4.2.1.152,0,1.-.-.-,-1
204,8,0,1.14.14.1,3,1.14.14.126,-1
210,8,0,1.14.14.1; 4.2.1.152,-1,,-1
212,8,0,1.14.14.1/1.6.2.4,-1,,-1
215,8,0,1.14.14.1; 4.2.1.152,-1,,-1
216,8,0,1.14.14.1/1.6.2.4,3,1.14.14.91,-1
218,8,0,1.14.14.1; 1.14.14.130,3,1.14.14.175,-1
219,8,0,1.14.14.94,-1,,-1
226,8,0,1.14.14.1/1.6.2.4,-1,,-1
227,8,0,1.14.14.1/1.6.2.4,-1,,-1
230,8,0,1.14.14.1,-1,,-1
235,8,0,1.14.14.1,-1,,-1
238,8,0,1.14.14.B9,1,1.-.-.-,-1
241,8,0,1.14.14.1; 1.6.2.4,-1,,-1
244,8,0,1.14.14.1,-1,,-1
246,8,0,1.14.14.1/1.6.2.4,3,1.14.14.168,-1
249,8,0,1.14.14.51,1,1.-.-.-,-1
254,8,0,1.14.14.1,1,1.-.-.-,-1
256,8,0,1.14.14.1,-1,/,-1
260,8,0,1.14.14.78,-1,,-1
261,8,0,1.14.14.1,-1,,-1
262,8,0,1.14.14.1,-1,,-1
264,8,0,1.14.14.1/1.6.2.4,-1,/,-1
267,8,0,1.14.14.1,-1,,-1
270,8,0,1.14.14.1,3,1.14.14.-,-1
273,8,0,1.14.14.1,-1,,-1
274,8,0,1.14.14.1,-1,,-1
275,8,0,1.14.14.1,-1,,-1
277,8,0,1.14.14.1,-1,,-1
281,8,0,1.14.14.1; 1.6.2.4,2,1.14.20.5,-1
285,8,0,1.14.14.1,-1,,-1
289,8,0,1.14.14.1/1.6.2.4,-1,,-1
291,8,0,1.14.14.1,-1,,-1
295,8,0,1.14.14.1,0,5.3.99.4,-1
301,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.150,-1
305,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.174,-1
306,8,0,1.14.14.1; 1.6.2.4,-1,,-1
307,8,0,1.14.14.1,1,1.-.-.-,-1
308,8,0,1.14.14.1,-1,,-1
315,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
317,8,0,1.14.14.1,1,1.-.-.-,-1
318,8,0,1.14.14.1,-1,/,-1
321,8,0,4.2.1.152,0,1.14.14.82,-1
328,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
333,8,0,1.14.14.1,-1,,-1
335,8,0,1.14.14.B9,-1,,-1
339,8,0,1.14.14.1,-1,,-1
343,8,0,1.14.14.1,3,1.14.14.-,-1
344,8,0,1.14.14.1; 1.6.2.4,-1,,-1
349,8,0,1.14.14.1,-1,,-1
352,8,0,1.14.14.56,-1,,-1
354,8,0,1.14.14.56,-1,,-1
357,8,0,1.14.14.1,3,1.14.14.154,-1
