interaction_id,enzyme_id,compound_id,label,source,quality_tier,num_reactions,has_pmid,has_products,source_enzyme_index,source_reaction_index
61,25,46,1,S2_ESIBank,B,1,0,0,5113,9179
62,26,50,1,S2_ESIBank,B,1,0,0,5117,9359
63,26,16,1,S2_ESIBank,B,1,0,0,5117,9358
64,27,51,1,S2_ESIBank,B,1,0,0,5124,9204
65,27,6,1,S2_ESIBank,B,1,0,0,5124,9205
66,27,52,1,S2_ESIBank,B,1,0,0,5124,9203
67,28,53,1,S2_ESIBank,B,1,0,0,5102,9145
68,29,54,1,S2_ESIBank,B,1,0,0,5250,9372
69,29,16,1,S2_ESIBank,B,1,0,0,5250,9369
70,29,55,1,S2_ESIBank,B,1,0,0,5250,9374
71,29,56,1,S2_ESIBank,B,1,0,0,5250,9373
72,29,43,1,S2_ESIBank,B,1,0,0,5250,9375
73,30,21,1,S2_ESIBank,B,1,0,0,5131,9208
74,30,57,1,S2_ESIBank,B,1,0,0,5131,9219
75,31,43,1,S2_ESIBank,B,1,0,0,5248,9371
76,31,16,1,S2_ESIBank,B,1,0,0,5248,9369
77,32,58,1,S2_ESIBank,B,1,0,0,5144,9238
78,32,34,1,S2_ESIBank,B,1,0,0,5144,9239
79,33,59,1,S2_ESIBank,B,1,0,0,5061,9035
80,34,60,1,S2_ESIBank,B,1,0,0,5224,9323
81,35,43,1,S2_ESIBank,B,1,0,0,5251,9375
82,35,16,1,S2_ESIBank,B,1,0,0,5251,9358
83,35,50,1,S2_ESIBank,B,1,0,0,5251,9359
84,36,61,1,S2_ESIBank,B,1,0,0,5192,9286
85,37,61,1,S2_ESIBank,B,1,0,0,5191,9286
86,38,62,1,S2_ESIBank,B,1,0,0,5670,9975
87,39,63,1,S2_ESIBank,B,1,0,0,5668,9970
88,39,62,1,S2_ESIBank,B,1,0,0,5668,9974
89,40,64,1,S2_ESIBank,B,1,0,0,5259,9382
90,41,64,1,S2_ESIBank,B,1,0,0,5257,9382
91,42,0,1,S2_ESIBank,B,1,0,0,5324,9486
92,43,65,1,S2_ESIBank,B,1,0,0,5698,10050
93,44,9,1,S2_ESIBank,B,1,0,0,21281,35930
94,44,12,1,S2_ESIBank,B,1,0,0,21281,35937
95,44,11,1,S2_ESIBank,B,1,0,0,21281,35934
96,44,10,1,S2_ESIBank,B,1,0,0,21281,35931
97,45,66,1,S2_ESIBank,B,1,0,0,23119,37540
98,45,67,1,S2_ESIBank,B,1,0,0,23119,37543
99,45,68,1,S2_ESIBank,B,1,0,0,23119,37544
100,46,16,1,S2_ESIBank,B,1,0,0,5249,9370
101,47,16,1,S2_ESIBank,B,1,0,0,5118,9183
102,48,69,1,S2_ESIBank,B,1,0,0,5212,9317
103,48,70,1,S2_ESIBank,B,1,0,0,5212,9314
104,49,0,1,S2_ESIBank,B,1,0,0,5286,9441
105,50,71,1,S2_ESIBank,B,1,0,0,5328,9491
106,51,72,1,S2_ESIBank,B,1,0,0,23118,37542
107,51,66,1,S2_ESIBank,B,1,0,0,23118,37540
108,51,67,1,S2_ESIBank,B,1,0,0,23118,37543
109,52,73,1,S2_ESIBank,B,1,0,0,5294,9451
110,52,74,1,S2_ESIBank,B,1,0,0,5294,9449
111,52,75,1,S2_ESIBank,B,1,0,0,5294,9452
112,53,73,1,S2_ESIBank,B,1,0,0,5297,9451
113,53,74,1,S2_ESIBank,B,1,0,0,5297,9449
114,54,71,1,S2_ESIBank,B,1,0,0,5329,9491
115,55,76,1,S2_ESIBank,B,1,0,0,5168,9246
116,55,77,1,S2_ESIBank,B,1,0,0,5168,9247
117,55,13,1,S2_ESIBank,B,1,0,0,5168,9248
118,56,78,1,S2_ESIBank,B,1,0,0,4962,8789
119,57,79,1,S2_ESIBank,B,1,0,0,5085,9088
120,58,59,1,S2_ESIBank,B,1,0,0,5059,9035
121,59,32,1,S2_ESIBank,B,1,0,0,5160,9232
122,59,34,1,S2_ESIBank,B,1,0,0,5160,9239
123,60,80,1,S2_ESIBank,B,1,0,0,4988,8914
124,61,21,1,S2_ESIBank,B,1,0,0,5130,9208
125,61,57,1,S2_ESIBank,B,1,0,0,5130,9219
126,61,81,1,S2_ESIBank,B,1,0,0,5130,9221
127,62,74,1,S2_ESIBank,B,1,0,0,5293,9449
128,63,34,1,S2_ESIBank,B,1,0,0,5145,9239
129,63,58,1,S2_ESIBank,B,1,0,0,5145,9238
130,64,7,1,S2_ESIBank,B,1,0,0,5182,9267
131,65,82,1,S2_ESIBank,B,1,0,0,5290,9445
132,65,83,1,S2_ESIBank,B,1,0,0,5290,9443
133,65,84,1,S2_ESIBank,B,1,0,0,5290,9444
134,65,85,1,S2_ESIBank,B,1,0,0,5290,9442
135,66,80,1,S2_ESIBank,B,1,0,0,4989,8914
136,67,10,1,S2_ESIBank,B,1,0,0,21273,35921
137,68,86,1,S2_ESIBank,B,1,0,0,4982,8910
138,69,87,1,S2_ESIBank,B,1,0,0,5657,9944
139,69,88,1,S2_ESIBank,B,1,0,0,5657,9943
140,69,60,1,S2_ESIBank,B,1,0,0,5657,9942
141,69,89,1,S2_ESIBank,B,1,0,0,5657,9941
142,69,90,1,S2_ESIBank,B,1,0,0,5657,9940
143,70,74,1,S2_ESIBank,B,1,0,0,5306,9459
144,71,91,1,S2_ESIBank,B,1,0,0,4985,8912
145,71,80,1,S2_ESIBank,B,1,0,0,4985,8915
146,72,92,1,S2_ESIBank,B,1,0,0,21274,35929
147,73,93,1,S2_ESIBank,B,1,0,0,5672,9979
148,73,94,1,S2_ESIBank,B,1,0,0,5672,9977
149,74,95,1,S2_ESIBank,B,1,0,0,5667,9973
150,74,63,1,S2_ESIBank,B,1,0,0,5667,9970
151,74,96,1,S2_ESIBank,B,1,0,0,5667,9972
152,75,60,1,S2_ESIBank,B,1,0,0,5223,9323
153,76,9,1,S2_ESIBank,B,1,0,0,21272,35922
154,76,10,1,S2_ESIBank,B,1,0,0,21272,35921
155,76,97,1,S2_ESIBank,B,1,0,0,21272,35925
156,77,59,1,S2_ESIBank,B,1,0,0,5345,9523
157,78,98,1,S2_ESIBank,B,1,0,0,5315,9474
158,78,99,1,S2_ESIBank,B,1,0,0,5315,9473
159,79,100,1,S2_ESIBank,B,1,0,0,4931,8736
160,80,16,1,S2_ESIBank,B,1,0,0,5291,9447
161,80,101,1,S2_ESIBank,B,1,0,0,5291,9446
162,81,62,1,S2_ESIBank,B,1,0,0,5669,9975
163,82,81,1,S2_ESIBank,B,1,0,0,5128,9221
164,82,102,1,S2_ESIBank,B,1,0,0,5128,9220
165,82,20,1,S2_ESIBank,B,1,0,0,5128,8800
166,82,103,1,S2_ESIBank,B,1,0,0,5128,9224
167,82,21,1,S2_ESIBank,B,1,0,0,5128,9208
168,83,104,1,S2_ESIBank,B,1,0,0,5281,9419
169,83,105,1,S2_ESIBank,B,1,0,0,5281,9418
170,84,106,1,S2_ESIBank,B,1,0,0,5284,9433
171,85,104,1,S2_ESIBank,B,1,0,0,5280,9419
172,85,105,1,S2_ESIBank,B,1,0,0,5280,9418
173,86,107,1,S2_ESIBank,B,1,0,0,5261,9383
174,87,33,1,S2_ESIBank,B,1,0,0,5148,9242
175,87,31,1,S2_ESIBank,B,1,0,0,5148,9241
176,87,34,1,S2_ESIBank,B,1,0,0,5148,9239
177,87,32,1,S2_ESIBank,B,1,0,0,5148,9232
178,87,108,1,S2_ESIBank,B,1,0,0,5148,9243
179,87,109,1,S2_ESIBank,B,1,0,0,5148,9240
180,88,34,1,S2_ESIBank,B,1,0,0,5164,9239
181,88,33,1,S2_ESIBank,B,1,0,0,5164,9242
182,88,32,1,S2_ESIBank,B,1,0,0,5164,9232
183,89,32,1,S2_ESIBank,B,1,0,0,5679,9984
184,89,110,1,S2_ESIBank,B,1,0,0,5679,9479
185,90,34,1,S2_ESIBank,B,1,0,0,5159,9239
186,90,32,1,S2_ESIBank,B,1,0,0,5159,9232
187,91,111,1,S2_ESIBank,B,1,0,0,5233,9333
188,92,111,1,S2_ESIBank,B,1,0,0,5231,9333
189,93,111,1,S2_ESIBank,B,1,0,0,5232,9333
190,94,112,1,S2_ESIBank,B,1,0,0,5761,10136
191,95,113,1,S2_ESIBank,B,1,0,0,5762,10137
192,96,13,1,S2_ESIBank,B,1,0,0,5170,9248
193,97,65,1,S2_ESIBank,B,1,0,0,4673,7939
194,98,78,1,S2_ESIBank,B,1,0,0,4963,8789
195,99,70,1,S2_ESIBank,B,1,0,0,5213,9316
196,100,70,1,S2_ESIBank,B,1,0,0,5215,9316
197,101,70,1,S2_ESIBank,B,1,0,0,5216,9316
198,102,70,1,S2_ESIBank,B,1,0,0,5214,9316
199,103,64,1,S2_ESIBank,B,1,0,0,5258,9382
200,104,64,1,S2_ESIBank,B,1,0,0,5256,9382
201,104,107,1,S2_ESIBank,B,1,0,0,5256,9381
202,105,9,1,S2_ESIBank,B,1,0,0,20874,35605
203,105,10,1,S2_ESIBank,B,1,0,0,20874,35604
204,106,9,1,S2_ESIBank,B,1,0,0,20869,35605
205,106,10,1,S2_ESIBank,B,1,0,0,20869,35604
206,107,58,1,S2_ESIBank,B,1,0,0,5146,9238
207,108,34,1,S2_ESIBank,B,1,0,0,5166,9239
208,109,114,1,S2_ESIBank,B,1,0,0,5273,9394
209,110,115,1,S2_ESIBank,B,1,0,0,5237,9343
210,111,7,1,S2_ESIBank,B,1,0,0,5680,9985
211,111,110,1,S2_ESIBank,B,1,0,0,5680,9479
212,111,32,1,S2_ESIBank,B,1,0,0,5680,9984
213,112,114,1,S2_ESIBank,B,1,0,0,5271,9394
214,113,116,1,S2_ESIBank,B,1,0,0,5217,9318
215,113,117,1,S2_ESIBank,B,1,0,0,5217,9319
216,114,118,1,S2_ESIBank,B,1,0,0,5173,9261
217,114,28,1,S2_ESIBank,B,1,0,0,5173,9257
218,114,27,1,S2_ESIBank,B,1,0,0,5173,9258
219,114,26,1,S2_ESIBank,B,1,0,0,5173,9259
220,115,54,1,S2_ESIBank,B,1,0,0,5254,9379
221,115,43,1,S2_ESIBank,B,1,0,0,5254,9375
222,115,16,1,S2_ESIBank,B,1,0,0,5254,9369
223,115,119,1,S2_ESIBank,B,1,0,0,5254,9380
224,116,31,1,S2_ESIBank,B,1,0,0,5149,9241
225,116,34,1,S2_ESIBank,B,1,0,0,5149,9239
226,116,33,1,S2_ESIBank,B,1,0,0,5149,9242
227,116,120,1,S2_ESIBank,B,1,0,0,5149,9244
228,116,32,1,S2_ESIBank,B,1,0,0,5149,9232
229,117,59,1,S2_ESIBank,B,1,0,0,5070,9056
230,118,0,1,S2_ESIBank,B,1,0,0,5323,9486
231,119,121,1,S2_ESIBank,B,1,0,0,5325,9487
232,120,0,1,S2_ESIBank,B,1,0,0,5287,9441
233,121,9,1,S2_ESIBank,B,1,0,0,21285,35922
234,121,10,1,S2_ESIBank,B,1,0,0,21285,35936
235,122,9,1,S2_ESIBank,B,1,0,0,21283,35922
236,122,10,1,S2_ESIBank,B,1,0,0,21283,35936
237,123,122,1,S2_ESIBank,B,1,0,0,5241,9356
238,123,123,1,S2_ESIBank,B,1,0,0,5241,9355
239,123,124,1,S2_ESIBank,B,1,0,0,5241,9357
240,124,125,1,S2_ESIBank,B,1,0,0,5243,9363
241,125,65,1,S2_ESIBank,B,1,0,0,4718,8051
242,126,126,1,S2_ESIBank,B,1,0,0,5726,10116
243,126,127,1,S2_ESIBank,B,1,0,0,5726,10117
244,127,128,1,S2_ESIBank,B,1,0,0,5104,9150
245,128,129,1,S2_ESIBank,B,1,0,0,5318,9480
246,129,130,1,S2_ESIBank,B,1,0,0,5321,9484
247,130,96,1,S2_ESIBank,B,1,0,0,5673,9972
248,131,131,1,S2_ESIBank,B,1,0,0,5322,9485
249,132,16,1,S2_ESIBank,B,1,0,0,5255,9358
250,133,80,1,S2_ESIBank,B,1,0,0,4987,8913
251,134,80,1,S2_ESIBank,B,1,0,0,4986,8913
252,135,114,1,S2_ESIBank,B,1,0,0,5272,9394
253,136,125,1,S2_ESIBank,B,1,0,0,5244,9363
254,137,132,1,S2_ESIBank,B,1,0,0,5120,9189
255,137,133,1,S2_ESIBank,B,1,0,0,5120,9188
256,138,134,1,S2_ESIBank,B,1,0,0,5676,9981
257,139,134,1,S2_ESIBank,B,1,0,0,5675,9981
258,140,135,1,S2_ESIBank,B,1,0,0,5299,9456
259,140,74,1,S2_ESIBank,B,1,0,0,5299,9453
260,141,11,1,S2_ESIBank,B,1,0,0,21279,35934
261,141,12,1,S2_ESIBank,B,1,0,0,21279,35937
262,141,9,1,S2_ESIBank,B,1,0,0,21279,35930
263,141,10,1,S2_ESIBank,B,1,0,0,21279,35931
264,142,136,1,S2_ESIBank,B,1,0,0,5278,9417
265,142,137,1,S2_ESIBank,B,1,0,0,5278,9414
266,142,138,1,S2_ESIBank,B,1,0,0,5278,9415
267,143,19,1,S2_ESIBank,B,1,0,0,4965,8838
268,143,22,1,S2_ESIBank,B,1,0,0,4965,8792
269,143,20,1,S2_ESIBank,B,1,0,0,4965,8800
270,144,8,1,S2_ESIBank,B,1,0,0,5362,9572
271,144,139,1,S2_ESIBank,B,1,0,0,5362,9571
272,144,140,1,S2_ESIBank,B,1,0,0,5362,9567
273,145,111,1,S2_ESIBank,B,1,0,0,5229,9334
274,145,141,1,S2_ESIBank,B,1,0,0,5229,9332
275,145,142,1,S2_ESIBank,B,1,0,0,5229,9335
276,146,20,1,S2_ESIBank,B,1,0,0,5127,8800
277,146,57,1,S2_ESIBank,B,1,0,0,5127,9219
278,146,143,1,S2_ESIBank,B,1,0,0,5127,9215
279,146,102,1,S2_ESIBank,B,1,0,0,5127,9220
280,146,81,1,S2_ESIBank,B,1,0,0,5127,9221
281,147,144,1,S2_ESIBank,B,1,0,0,5361,9573
282,147,145,1,S2_ESIBank,B,1,0,0,5361,9569
283,147,146,1,S2_ESIBank,B,1,0,0,5361,9568
284,147,147,1,S2_ESIBank,B,1,0,0,5361,9570
285,147,140,1,S2_ESIBank,B,1,0,0,5361,9567
286,147,8,1,S2_ESIBank,B,1,0,0,5361,9572
287,147,139,1,S2_ESIBank,B,1,0,0,5361,9571
288,148,139,1,S2_ESIBank,B,1,0,0,5363,9571
289,148,8,1,S2_ESIBank,B,1,0,0,5363,9574
290,149,148,1,S2_ESIBank,B,1,0,0,5065,9050
291,150,149,1,S2_ESIBank,B,1,0,0,5095,9116
292,150,3,1,S2_ESIBank,B,1,0,0,5095,9114
293,150,6,1,S2_ESIBank,B,1,0,0,5095,9115
294,150,150,1,S2_ESIBank,B,1,0,0,5095,9117
295,150,2,1,S2_ESIBank,B,1,0,0,5095,9113
296,151,151,1,S2_ESIBank,B,1,0,0,5320,9481
297,151,152,1,S2_ESIBank,B,1,0,0,5320,9483
298,152,153,1,S2_ESIBank,B,1,0,0,5644,9922
299,152,154,1,S2_ESIBank,B,1,0,0,5644,9921
300,152,155,1,S2_ESIBank,B,1,0,0,5644,9923
301,152,156,1,S2_ESIBank,B,1,0,0,5644,9919
302,153,60,1,S2_ESIBank,B,1,0,0,5221,9323
303,154,3,1,S2_ESIBank,B,1,0,0,5100,9141
304,154,157,1,S2_ESIBank,B,1,0,0,5100,9142
305,154,5,1,S2_ESIBank,B,1,0,0,5100,9143
306,154,158,1,S2_ESIBank,B,1,0,0,5100,9130
307,154,159,1,S2_ESIBank,B,1,0,0,5100,9129
308,154,2,1,S2_ESIBank,B,1,0,0,5100,9140
309,154,160,1,S2_ESIBank,B,1,0,0,5100,9144
310,155,161,1,S2_ESIBank,B,1,0,0,5071,9063
311,155,162,1,S2_ESIBank,B,1,0,0,5071,9071
312,155,163,1,S2_ESIBank,B,1,0,0,5071,9058
313,155,164,1,S2_ESIBank,B,1,0,0,5071,9072
314,155,165,1,S2_ESIBank,B,1,0,0,5071,9068
315,156,138,1,S2_ESIBank,B,1,0,0,5275,9415
316,156,59,1,S2_ESIBank,B,1,0,0,5275,9416
317,156,137,1,S2_ESIBank,B,1,0,0,5275,9414
318,157,59,1,S2_ESIBank,B,1,0,0,5346,9523
319,158,166,1,S2_ESIBank,B,1,0,0,5000,8966
320,158,167,1,S2_ESIBank,B,1,0,0,5000,8958
321,158,168,1,S2_ESIBank,B,1,0,0,5000,8965
322,158,79,1,S2_ESIBank,B,1,0,0,5000,8960
323,158,169,1,S2_ESIBank,B,1,0,0,5000,8967
324,158,170,1,S2_ESIBank,B,1,0,0,5000,8959
325,158,171,1,S2_ESIBank,B,1,0,0,5000,8964
326,159,172,1,S2_ESIBank,B,1,0,0,5034,9096
327,159,173,1,S2_ESIBank,B,1,0,0,5034,9093
328,159,174,1,S2_ESIBank,B,1,0,0,5034,9002
329,159,175,1,S2_ESIBank,B,1,0,0,5034,8998
330,159,176,1,S2_ESIBank,B,1,0,0,5034,9083
331,159,177,1,S2_ESIBank,B,1,0,0,5034,9000
332,159,178,1,S2_ESIBank,B,1,0,0,5034,8999
333,159,179,1,S2_ESIBank,B,1,0,0,5034,9086
334,159,180,1,S2_ESIBank,B,1,0,0,5034,9003
335,159,181,1,S2_ESIBank,B,1,0,0,5034,9085
336,159,182,1,S2_ESIBank,B,1,0,0,5034,9095
337,159,183,1,S2_ESIBank,B,1,0,0,5034,9094
338,159,79,1,S2_ESIBank,B,1,0,0,5034,9088
339,160,174,1,S2_ESIBank,B,1,0,0,5040,9002
340,161,184,1,S2_ESIBank,B,1,0,0,5063,9039
341,161,185,1,S2_ESIBank,B,1,0,0,5063,9043
342,161,186,1,S2_ESIBank,B,1,0,0,5063,9041
343,161,187,1,S2_ESIBank,B,1,0,0,5063,9038
344,161,188,1,S2_ESIBank,B,1,0,0,5063,9044
345,161,189,1,S2_ESIBank,B,1,0,0,5063,9040
346,162,190,1,S2_ESIBank,B,1,0,0,5109,9168
347,162,191,1,S2_ESIBank,B,1,0,0,5109,9164
348,162,169,1,S2_ESIBank,B,1,0,0,5109,9165
349,162,192,1,S2_ESIBank,B,1,0,0,5109,9172
350,162,193,1,S2_ESIBank,B,1,0,0,5109,9171
351,163,194,1,S2_ESIBank,B,1,0,0,5242,9361
352,163,195,1,S2_ESIBank,B,1,0,0,5242,9362
353,164,196,1,S2_ESIBank,B,1,0,0,3102,5892
354,165,197,1,S2_ESIBank,B,1,0,0,5760,10134
355,166,198,1,S2_ESIBank,B,1,0,0,4961,8822
356,166,199,1,S2_ESIBank,B,1,0,0,4961,8823
357,167,200,1,S2_ESIBank,B,1,0,0,4998,8957
358,168,79,1,S2_ESIBank,B,1,0,0,5035,9088
359,168,201,1,S2_ESIBank,B,1,0,0,5035,9099
360,168,202,1,S2_ESIBank,B,1,0,0,5035,9098
361,168,179,1,S2_ESIBank,B,1,0,0,5035,9084
362,169,74,1,S2_ESIBank,B,1,0,0,5298,9453
363,169,73,1,S2_ESIBank,B,1,0,0,5298,9451
364,170,203,1,S2_ESIBank,B,1,0,0,5339,9513
365,170,204,1,S2_ESIBank,B,1,0,0,5339,9520
366,170,25,1,S2_ESIBank,B,1,0,0,5339,9505
367,170,205,1,S2_ESIBank,B,1,0,0,5339,9517
368,170,206,1,S2_ESIBank,B,1,0,0,5339,9515
369,170,207,1,S2_ESIBank,B,1,0,0,5339,9512
370,170,208,1,S2_ESIBank,B,1,0,0,5339,9511
371,170,209,1,S2_ESIBank,B,1,0,0,5339,9516
372,171,166,1,S2_ESIBank,B,1,0,0,5003,8966
373,171,79,1,S2_ESIBank,B,1,0,0,5003,8960
374,172,210,1,S2_ESIBank,B,1,0,0,5206,9302
375,172,211,1,S2_ESIBank,B,1,0,0,5206,9305
376,172,212,1,S2_ESIBank,B,1,0,0,5206,9298
377,172,213,1,S2_ESIBank,B,1,0,0,5206,8435
378,172,214,1,S2_ESIBank,B,1,0,0,5206,9301
379,172,215,1,S2_ESIBank,B,1,0,0,5206,9300
380,172,216,1,S2_ESIBank,B,1,0,0,5206,9299
381,172,217,1,S2_ESIBank,B,1,0,0,5206,9296
382,172,218,1,S2_ESIBank,B,1,0,0,5206,9303
383,172,219,1,S2_ESIBank,B,1,0,0,5206,9297
384,173,59,1,S2_ESIBank,B,1,0,0,5057,9035
385,173,220,1,S2_ESIBank,B,1,0,0,5057,9037
386,174,25,1,S2_ESIBank,B,1,0,0,5341,9507
387,174,209,1,S2_ESIBank,B,1,0,0,5341,9510
388,175,173,1,S2_ESIBank,B,1,0,0,5039,9093
389,176,59,1,S2_ESIBank,B,1,0,0,5056,9035
390,176,221,1,S2_ESIBank,B,1,0,0,5056,9036
391,177,166,1,S2_ESIBank,B,1,0,0,3383,6418
392,177,222,1,S2_ESIBank,B,1,0,0,3383,6370
393,177,223,1,S2_ESIBank,B,1,0,0,3383,6369
394,178,21,1,S2_ESIBank,B,1,0,0,21390,36066
395,178,224,1,S2_ESIBank,B,1,0,0,21390,36065
396,178,225,1,S2_ESIBank,B,1,0,0,21390,37549
397,178,68,1,S2_ESIBank,B,1,0,0,21390,37555
398,178,226,1,S2_ESIBank,B,1,0,0,21390,36068
399,178,227,1,S2_ESIBank,B,1,0,0,21390,36064
400,178,228,1,S2_ESIBank,B,1,0,0,21390,37548
401,178,229,1,S2_ESIBank,B,1,0,0,21390,36058
402,178,230,1,S2_ESIBank,B,1,0,0,21390,37539
403,178,231,1,S2_ESIBank,B,1,0,0,21390,37546
404,178,232,1,S2_ESIBank,B,1,0,0,21390,36059
405,179,79,1,S2_ESIBank,B,1,0,0,5081,9088
406,179,179,1,S2_ESIBank,B,1,0,0,5081,9084
407,180,79,1,S2_ESIBank,B,1,0,0,5079,9088
408,181,233,1,S2_ESIBank,B,1,0,0,5106,9156
409,182,31,1,S2_ESIBank,B,1,0,0,5137,9231
410,183,59,1,S2_ESIBank,B,1,0,0,5058,9035
411,184,234,1,S2_ESIBank,B,1,0,0,5671,9978
412,185,235,1,S2_ESIBank,B,1,0,0,21277,35932
413,185,236,1,S2_ESIBank,B,1,0,0,21277,35933
414,186,2,1,S2_ESIBank,B,1,0,0,5098,9128
415,186,159,1,S2_ESIBank,B,1,0,0,5098,9129
416,186,158,1,S2_ESIBank,B,1,0,0,5098,9130
417,187,237,1,S2_ESIBank,B,1,0,0,5335,9503
418,188,231,1,S2_ESIBank,B,1,0,0,23123,37552
419,189,59,1,S2_ESIBank,B,1,0,0,5060,9035
420,190,238,1,S2_ESIBank,B,1,0,0,5123,37649
421,190,232,1,S2_ESIBank,B,1,0,0,5123,37652
422,190,239,1,S2_ESIBank,B,1,0,0,5123,9193
423,190,240,1,S2_ESIBank,B,1,0,0,5123,9194
424,190,188,1,S2_ESIBank,B,1,0,0,5123,9201
425,190,241,1,S2_ESIBank,B,1,0,0,5123,9196
426,190,229,1,S2_ESIBank,B,1,0,0,5123,37650
427,190,230,1,S2_ESIBank,B,1,0,0,5123,37656
428,190,242,1,S2_ESIBank,B,1,0,0,5123,37651
429,190,243,1,S2_ESIBank,B,1,0,0,5123,9202
430,190,86,1,S2_ESIBank,B,1,0,0,5123,9199
431,190,244,1,S2_ESIBank,B,1,0,0,5123,9198
432,190,227,1,S2_ESIBank,B,1,0,0,5123,37648
433,190,245,1,S2_ESIBank,B,1,0,0,5123,9192
434,191,208,1,S2_ESIBank,B,1,0,0,5342,9511
435,191,25,1,S2_ESIBank,B,1,0,0,5342,9507
436,191,205,1,S2_ESIBank,B,1,0,0,5342,9517
437,192,246,1,S2_ESIBank,B,1,0,0,5211,9209
438,193,79,1,S2_ESIBank,B,1,0,0,5078,9088
439,194,247,1,S2_ESIBank,B,1,0,0,5125,9206
440,194,248,1,S2_ESIBank,B,1,0,0,5125,9210
441,194,21,1,S2_ESIBank,B,1,0,0,5125,9208
442,194,246,1,S2_ESIBank,B,1,0,0,5125,9209
443,194,249,1,S2_ESIBank,B,1,0,0,5125,9207
444,195,250,1,S2_ESIBank,B,1,0,0,5189,9273
445,195,251,1,S2_ESIBank,B,1,0,0,5189,9271
446,195,252,1,S2_ESIBank,B,1,0,0,5189,9274
