id,name,final_labels,confidence,source,reasoning
CMP_G001381,4-(trifluoromethoxy)benzoic acid,Other,high,PubChem,"Synthetic fluorinated benzoic acid. Trifluoromethoxy group is a hallmark of synthetic chemistry. No natural product origin."
CMP_G001382,6-(4-methoxycarbonylphenyl)hexanoic acid,Other,high,structural analysis,"Synthetic omega-aryl fatty acid with methyl ester. Aromatic ring with ester + aliphatic chain with carboxylic acid. Not a natural fatty acid (aryl-substituted). Synthetic intermediate."
CMP_G001387,3-chloropropyl benzeneacetate,Other,high,structural analysis,"Synthetic ester of phenylacetic acid with 3-chloropropanol. Chlorinated aliphatic chain indicates synthetic origin. Not a natural product."
CMP_G001388,anisole,Other,high,PubChem,"Methoxybenzene (anisole). Simple aromatic ether, found naturally in small amounts but is a simple solvent/chemical. No C6-C3 skeleton for phenylpropanoid. Too simple for any class."
CMP_G001390,(-)-4'-desmethyl-deoxypodophyllotoxin,Phenylpropanoid,high,Wikipedia/literature,"Podophyllotoxin derivative (aryltetralin lignan). Lignans are phenylpropanoid dimers biosynthesized from coniferyl alcohol via the shikimate pathway. Classic C6-C3 + C6-C3 phenylpropanoid structure."
CMP_G001391,"1,2-dichlorobenzene",Other,high,trivial,"Simple dichlorinated benzene. Industrial solvent, not a natural product."
CMP_G001407,2-ethylnaphthalene,Other,high,PubChem,"Simple alkylnaphthalene PAH. Not a natural product in any defined class."
CMP_G001420,prenylhydroquinone,Other,medium,literature/MDPI,"Meroterpenoid: prenyl (C5 terpenoid) group attached to hydroquinone (shikimate-derived). Found in marine organisms (Aplidium). Mixed biosynthetic origin (terpenoid + shikimate). Does not cleanly fit Terpenoid alone since the hydroquinone moiety is the dominant scaffold."
CMP_G001422,4-(methylthio)benzonitrile,Other,high,PubChem,"Synthetic aromatic compound with thioether and nitrile groups. Used as a building block in organic synthesis. No natural product origin."
CMP_G001432,nicosulfuron,Other,high,PubChem/Wikipedia,"Synthetic sulfonylurea herbicide. Contains pyridine and pyrimidine rings but is entirely man-made (ALS inhibitor for weed control). Not a natural alkaloid."
CMP_G001440,N-methylcoclaurine-like BIA,Alkaloid,high,literature/biosynthesis,"SMILES shows tetrahydroisoquinoline with benzyl substituent and methoxy/hydroxy groups: classic benzylisoquinoline alkaloid (BIA) skeleton matching N-methylcoclaurine/reticuline pathway. Natural alkaloid from tyrosine in Papaveraceae etc."
CMP_G001442,tetramic acid,Other,medium,Chemical Reviews/literature,"Bare tetramic acid (pyrrolidine-2,4-dione). While tetramic acid derivatives are PKS-NRPS hybrid natural products, the unsubstituted core itself is a simple heterocycle. Too minimal to classify as polyketide without polyketide chain."
CMP_G001449,5-(2-methoxyphenyl)pentanoic acid,Other,high,PubChem,"Synthetic omega-aryl pentanoic acid. Not a natural fatty acid (aryl-substituted, chain too short). Synthetic chemical intermediate."
CMP_G001453,4-phenoxybenzoic acid,Other,high,PubChem,"Synthetic diphenyl ether carboxylic acid. Used as pharmaceutical intermediate (e.g., sitafloxacin precursor). Not a natural product."
CMP_G001460,fluometuron,Other,high,Wikipedia,"Synthetic phenylurea herbicide (introduced 1960 by Ciba-Geigy). Photosynthesis inhibitor used on cotton. Entirely synthetic, no natural product origin."
CMP_G001462,pyridovericin,Alkaloid,high,PubMed/literature,"2-Pyridone alkaloid from entomopathogenic fungus Beauveria bassiana. Natural fungal metabolite with pyridone ring and polyene side chain. Classified as alkaloid by literature."
CMP_G001465,felodipine-like DHP,Other,high,Wikipedia/PubChem,"SMILES matches felodipine (dihydropyridine calcium channel blocker). Entirely synthetic pharmaceutical (patented 1979 by Hässle/Astra). Not a natural product."
CMP_G001468,campesine D,Alkaloid,high,structural analysis/literature,"Complex polycyclic bis-indoline alkaloid with multiple N atoms in fused ring systems. Structure consistent with dimeric indole alkaloids found in Psychotria/Borreria (Rubiaceae). Natural alkaloid."
CMP_G001472,alpha-Amino-7-hydroxy-1-2-dimethyl-1H-indole-3-propanal,Amino_acid,high,structural analysis,"Modified tryptophan derivative: indole ring with 7-hydroxy and alpha-amino aldehyde side chain. Retains amino acid backbone on indole scaffold. Tryptophan-derived amino acid analog."
