id,name,our_labels,verdict,correct_labels,source,notes
CMP_G001286,3-(methylthio)benzoic acid,Other,CORRECT,Other,PubChem CID 220329,Synthetic sulfanylbenzoic acid. No natural product class.
CMP_G001422,4-(methylthio)benzonitrile,Other,CORRECT,Other,PubChem,Synthetic aromatic nitrile/sulfide. No natural product class.
CMP_G000341,3-ethoxybenzoic acid,Other,CORRECT,Other,PubChem CID 12126,Simple aromatic carboxylic acid. Organic synthesis intermediate. No natural product class.
CMP_G001355,Methanethiol (CH3SH),Other,CORRECT,Other,PubChem CID 878; Wikipedia,Simplest thiol. Small inorganic-like molecule. Not a natural product class.
CMP_G001306,Ammonium ion (NH4+),Other,CORRECT,Other,PubChem CID 223; Wikipedia,Inorganic polyatomic cation. Not a substrate in natural product classification.
CMP_G000966,Cyclotridecyl dimethylamino hexopyranoside,Other,CORRECT,Other,PubChem (related entries),Aminosugar glycoside likely from macrolide antibiotic. Sugar moiety alone classified as Other.
CMP_G000153,NADH (truncated SMILES),Other,CORRECT,Other,PubChem (NAD+); Wikipedia,Nicotinamide adenine dinucleotide cofactor. Not a substrate natural product class.
CMP_G001795,2-(1-methylethyl)benzenesulfonyl azide,Other,CORRECT,Other,PubChem (benzenesulfonyl azide),Synthetic sulfonyl azide reagent. No natural product class.
CMP_G002096,1-bromo-3-ethylbenzene,Other,CORRECT,Other,PubChem CID 123170,Synthetic halogenated aromatic. Building block for organic synthesis.
CMP_G000482,5-methylorsellinate,Other,WRONG,Polyketide,Wikipedia Orsellinic acid; PMC; Frontiers Plant Sci,Orsellinic acid derivatives are classic polyketide products of non-reducing PKS. Should be Polyketide.
CMP_G001420,Prenylhydroquinone,Other,WRONG,Terpenoid,PMC review on prenyl-quinones; PubChem,Prenylhydroquinone contains a C5 isoprene (prenyl) unit on hydroquinone. Mixed terpenoid-phenolic but prenyl moiety is terpenoid-derived. Best classified as Terpenoid.
CMP_G000262,4-ethylphenyl dihydrogen phosphate,Other,CORRECT,Other,PubChem CID 21989367,Phosphate ester of 4-ethylphenol. Synthetic/xenobiotic compound. Other is correct.
CMP_G001097,2-fluorobenzoate,Other,CORRECT,Other,PubChem CID 177745; Wikipedia,Halogenated aromatic carboxylic acid. Simple synthetic compound.
CMP_G001322,(1S)-1-23-dihydroxy-24-25-26-27-tetranorcalciol,Steroid,CORRECT,Steroid,Biochemistry journal (ACS); Wikipedia Vitamin D; ChEBI,Vitamin D metabolite (secosteroid). 1-23-dihydroxy-24-25-26-27-tetranorvitamin D3. Steroid/secosteroid classification is correct.
CMP_G002049,5-Dehydroepisterol,Steroid,CORRECT,Steroid,PubChem CID 10894570; Wikipedia; LIPID MAPS,Sterol intermediate in ergosterol biosynthesis. 3beta-sterol. Steroid is correct.
CMP_G000676,(24R)-Hydroxycholesterol,Steroid,CORRECT,Steroid,PubChem CID 10135759; Wikipedia; HMDB,Oxysterol (oxidized cholesterol derivative). Steroid is correct.
CMP_G000252,16Alpha-17Alpha-Dihydroxyprogesterone,Steroid,CORRECT,Steroid,PubChem (CID 102011 derivative); Google Patents,Pregnane steroid hormone derivative. Steroid is correct.
