id,name,our_labels,verdict,correct_labels,source,notes
CMP_G000277,Fumitremorgin C,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",ScienceDirect/Wikipedia/PubMed,Prenylated indole diketopiperazine alkaloid from L-Trp + L-Pro. Dual label correct.
CMP_G000591,4-(aminobutylamino)pyridine,Alkaloid,WRONG,Other,PubChem,Simple synthetic pyridine with aminobutyl chain. Not a recognized natural alkaloid.
CMP_G000449,(R)-norreticuline,Alkaloid,CORRECT,Alkaloid,PNAS/Nature,Benzylisoquinoline alkaloid; key intermediate in BIA biosynthesis pathway.
CMP_G001141,4-Bromotryptophan,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",Springer/MDPI/PubChem,Halogenated tryptophan found in marine natural products. Amino acid + indole ring.
CMP_G001363,Buspirone,Alkaloid,WRONG,Other,Wikipedia/StatPearls/DrugBank,Synthetic azapirone anxiolytic drug. Not a natural product alkaloid.
CMP_G001348,tropinone,Alkaloid,CORRECT,Alkaloid,Wikipedia/PMC/Nature,Tropane alkaloid; central intermediate in tropane alkaloid biosynthesis from ornithine.
CMP_G000538,synthetic benzimidazolone-piperidine,Alkaloid,WRONG,Other,Patent literature,Synthetic pharmaceutical compound with benzimidazolone-guanidine-piperidine scaffold. Not a natural alkaloid.
CMP_G001124,campesine B,Alkaloid,CORRECT,Alkaloid,RSC/Nature Chemistry,Fungal indole piperazine alkaloid from genome mining. Novel 8-ring scaffold.
CMP_G000152,(R)-N-Methylcoclaurine,Alkaloid,CORRECT,Alkaloid,PNAS/Nature/Frontiers,Benzylisoquinoline alkaloid; key intermediate in BIA pathway to reticuline and morphine.
CMP_G000446,bispyribac sodium,Alkaloid,WRONG,Other,PubChem/EPA,Synthetic pyrimidinylthiobenzoate herbicide (ALS inhibitor). Not a natural product.
CMP_G001053,Benzoic acid triazolyl macrolactone,Alkaloid,WRONG,Other,PubChem,Synthetic compound with 1.2.3-triazole (click chemistry) + macrolactone + benzoate. Not a natural alkaloid.
CMP_G000022,4-fluoro-2.1-dimethyltryptophan,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",PubChem,Fluorinated dimethyltryptophan; retains amino acid backbone + indole ring.
CMP_G001082,Lidocaine,Alkaloid,WRONG,Other,Wikipedia/PubChem/DrugBank,Synthetic amide local anesthetic (2-diethylamino-N-(2.6-dimethylphenyl)acetamide). First synthesized 1935. Not a natural alkaloid.
CMP_G000661,synthetic benzoxazine,Alkaloid,WRONG,Other,structural analysis,Efavirenz-like synthetic benzoxazine with trifluoromethyl and cyclopropylalkynyl groups. Synthetic HIV drug scaffold. Not a natural alkaloid.
CMP_G001287,alpha-Amino-4-hydroxy-1.2-dimethyl-1H-indole-3-propanal,Alkaloid,CORRECT,Alkaloid,PubChem,Hydroxylated dimethylindole propanal; indole alkaloid scaffold.
CMP_G000784,campesine C,Alkaloid,CORRECT,Alkaloid,RSC/Nature Chemistry,Fungal indole piperazine alkaloid; N-acetylated campesine variant.
CMP_G001941,cyclo(Tyr-Phe) DKP,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",ScienceDirect/Wiley,Diketopiperazine cyclic dipeptide from Tyr + Phe. Natural product from Bacillus spp. DKP alkaloid + amino acid origin.
CMP_G002075,(E)-(Indol-3-yl)acetaldehyde oxime,Alkaloid,CORRECT,Alkaloid,PNAS/PMC,Indole-3-acetaldoxime; tryptophan-derived plant metabolite in auxin/glucosinolate biosynthesis. Indole alkaloid pathway intermediate.
CMP_G001599,cotinine,Alkaloid,CORRECT,Alkaloid,Wikipedia/PMC,Pyridine alkaloid; major metabolite of nicotine. Found naturally in tobacco.
CMP_G001872,Agroclavine,Alkaloid,CORRECT,Alkaloid,Wikipedia/PMC/RSC,Clavine-type ergot alkaloid with ergoline tetracyclic nucleus. Fungal natural product.
CMP_G002028,6-Fluoro-2-methyl-tryptophan,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",PubChem,Fluorinated methyltryptophan; retains amino acid backbone + indole ring.
CMP_G001365,Phenyl 7-azabicyclo[2.2.1]heptane-7-carboxylate,Alkaloid,WRONG,Other,PubChem/Patents,Synthetic nortropane (azanorbornane) carbamate derivative. Pharmaceutical scaffold not a natural alkaloid.
CMP_G000415,tabersonine,Alkaloid,CORRECT,Alkaloid,PNAS/ScienceDirect/Nature,Aspidosperma-type monoterpenoid indole alkaloid; precursor to vindoline/vinblastine.
CMP_G000486,hydroxylated tabersonine analog,Alkaloid,CORRECT,Alkaloid,structural analysis,Aspidosperma indole alkaloid scaffold (vindoline pathway intermediate with C-19 hydroxyl).
CMP_G000832,4-Nitro-L-tryptophan,"Alkaloid,Amino_acid",CORRECT,"Alkaloid,Amino_acid",PubChem,Nitro-substituted tryptophan; non-proteinogenic amino acid with indole ring.
CMP_G000554,alpha-Amino-1.2-dimethyl-5-phenyl-1H-indole-3-propanal,Alkaloid,CORRECT,Alkaloid,PubChem,Phenyl-substituted dimethylindole propanal; indole alkaloid scaffold.
