id,name,our_labels,verdict,correct_labels,source,notes
CMP_G001684,Flavone,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PubChem,Parent flavone scaffold; flavonoids are phenylpropanoid-derived
CMP_G001664,(+)-piperitol,Phenylpropanoid,CORRECT,Phenylpropanoid,ACS/Springer,Furofuran lignan biosynthesized from pinoresinol via phenylpropanoid pathway
CMP_G000010,A Flavanone,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PMC,Generic flavanone scaffold; flavanones are phenylpropanoid-derived flavonoids
CMP_G000973,(-)-matairesinol,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/DrugBank/PMC,Dibenzylbutyrolactone lignan; lignans are phenylpropanoid dimers
CMP_G001572,genistein,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PMC,Isoflavone from soy; biosynthesized via phenylpropanoid pathway
CMP_G000104,,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem,2-Nitrocinnamic acid; synthetic cinnamic acid derivative retaining C6-C3 phenylpropanoid skeleton
CMP_G000395,7-demethylsuberosin,Phenylpropanoid,CORRECT,Phenylpropanoid,ChEBI CHEBI:69042 / Cayman,Prenylated coumarin (6-dimethylallylumbelliferone); coumarins are phenylpropanoid-derived
CMP_G001167,3-Hydroxy-5678-4'-pentamethoxyflavone,Phenylpropanoid,CORRECT,Phenylpropanoid,PMC/ACS,Polymethoxyflavone related to nobiletin/tangeretin from citrus; flavonoids are phenylpropanoid-derived
CMP_G000968,apigenin 4'-7-dimethyl ether,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem,Methylated flavone derivative of apigenin; phenylpropanoid-derived
CMP_G000797,,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem,3-Methylcinnamic acid (m-methylcinnamic acid); cinnamic acid derivative with C6-C3 skeleton
CMP_G000213,(2S)-naringenin 4'-7-dimethyl ether,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem,Methylated flavanone derivative of naringenin; phenylpropanoid-derived
CMP_G001786,2-Phenylacetate,Phenylpropanoid,WRONG,Other,Wikipedia/PubChem CID 999/ChEBI,Phenylacetic acid has C6-C2 structure NOT C6-C3. It is a benzenoid not a phenylpropanoid. Derived from Phe catabolism via different pathway
CMP_G000308,(2S)-sakuranetin,Phenylpropanoid,CORRECT,Phenylpropanoid,PMC/MDPI/Nature,Flavanone phytoalexin in rice; 7-O-methyl naringenin biosynthesized via phenylpropanoid/PAL pathway
CMP_G000309,(2S)-sakuranetin,Phenylpropanoid,CORRECT,Phenylpropanoid,PMC/MDPI/Nature,Same as CMP_G000308 (racemic SMILES); flavanone from phenylpropanoid pathway
CMP_G001565,(Z)-(4-hydroxyphenyl)acetaldehyde oxime,Phenylpropanoid,WRONG,Amino_acid,PubMed/ACS Omega/PMC,Tyrosine-derived intermediate in cyanogenic glucoside (dhurrin) biosynthesis via CYP79A1. C6-C2 skeleton; amino acid catabolite not phenylpropanoid
CMP_G000259,,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PubChem,Taxifolin (dihydroquercetin); flavanonol flavonoid biosynthesized via phenylpropanoid pathway
