id,name,final_labels,confidence,source,reasoning
CMP_G001090,"deoxyaspergillic acid",Alkaloid,0.90,Wikipedia/PubMed/Frontiers,"Pyrazinone natural product from Aspergillus fungi. Biosynthesized by NRPS (AsaC) from L-leucine + L-isoleucine condensation. Hydroxamic acid precursor. True fungal alkaloid (nitrogen heterocycle from amino acid biosynthesis)."
CMP_G001091,"(-)-Arctigenin",Phenylpropanoid,0.98,PubMed/ScienceDirect,"Dibenzylbutyrolactone lignan from Arctium lappa. Explicitly classified as phenylpropanoid in literature. Two C6-C3 phenylpropanoid units forming lignan scaffold. PAL pathway origin confirmed."
CMP_G001097,"2-fluorobenzoate",Other,0.95,Wikipedia/PubChem CID 9935,"Simple fluorinated benzoic acid. Synthetic compound (fluorine substitution is not biosynthetic). Not phenylpropanoid (benzoic acid alone is C6-C1 not C6-C3)."
CMP_G001104,"4'-Methoxyacetophenone",Other,0.80,Wikipedia/PubChem CID 7476,"Acetanisole. Found in some natural sources (anise oil) but structurally C6-C2 (not C6-C3). Not phenylpropanoid (acetophenone is C6-C2 backbone not C6-C3 PAL pathway). Simple aromatic ketone."
CMP_G001107,"6-Methoxynicotinic acid",Other,0.92,ChemicalBook/structural,"Synthetic pyridine derivative. Methoxylated nicotinic acid used as pharmaceutical intermediate. Not a natural alkaloid (synthetic building block with no known natural biosynthetic origin)."
CMP_G001109,"(2R,4R,6R,8R)-4,6,8-Trimethyl-2-decanol",Fatty_acid,0.80,structural/pheromone literature,"Branched C13 alcohol with methyl branches. Structurally related to insect pheromones and fatty acid-derived lipids. Branched methyl pattern consistent with fatty acid/polyketide biosynthesis. Classified as Fatty_acid (lipid)."
CMP_G001119,"3-methoxybiphenyl-4-carboxylic acid",Other,0.90,structural analysis,"Methoxylated biphenyl carboxylic acid. Synthetic aromatic compound. Not phenylpropanoid (biphenyl not C6-C3 PAL pathway product)."
CMP_G001125,"1,4-dichlorobenzene",Other,0.98,Wikipedia/PubChem CID 4685,"Synthetic xenobiotic chlorinated aromatic. Used as fumigant/mothball. Not phenylpropanoid; not natural product."
CMP_G001131,"proatranorin I",Polyketide,0.95,mBio/PMC literature,"Lichen depside intermediate in atranorin biosynthesis. Produced by non-reducing polyketide synthase (ATR1). Two ester-linked hydroxybenzoic acid moieties. Confirmed polyketide by biosynthetic gene cluster studies."
CMP_G001146,"4-(chloromethyl)benzoic acid",Other,0.92,structural analysis,"Chloromethyl-substituted benzoic acid. Synthetic alkylating agent/building block. Halomethyl group is synthetic not biosynthetic. Not phenylpropanoid (C6-C1 benzoic acid not C6-C3)."
CMP_G001152,"N-methyl-tetrahydroisoquinoline (laudanosine-type)",Alkaloid,0.92,Wikipedia/ScienceDirect benzylisoquinoline,"Benzylisoquinoline alkaloid scaffold: tetrahydroisoquinoline core + 3,4-dimethoxybenzyl side chain + N-methyl. Matches laudanosine/reticuline-type BIA. Natural product class found in opium poppies."
CMP_G001153,"3-Hydroxybenzyl Alcohol",Other,0.85,PubChem CID 102/ChEBI,"Simple phenolic alcohol (meta-hydroxybenzyl alcohol). While aromatic and from shikimate pathway broadly, it is not a phenylpropanoid (no C3 chain). Simple aromatic primary metabolite."
CMP_G001154,"7-ethoxy-4-(trifluoromethyl)coumarin",Other,0.95,Abcam/PubMed,"Synthetic fluorescent P450 probe substrate. While coumarin core is phenylpropanoid-derived, the trifluoromethyl and ethoxy substitutions make this a synthetic probe. CF3 group is not biosynthetic."
CMP_G001166,"4-(3-chloropropyl)benzoic acid",Other,0.92,structural analysis,"Chlorinated propyl benzoic acid. Chloroalkyl is synthetic not biosynthetic. Not phenylpropanoid despite C6-C3 length (chlorine on chain indicates synthetic origin)."
CMP_G001182,"cyclopentadecanone",Fatty_acid,0.82,Wikipedia/ResearchGate,"Macrocyclic C15 ketone (exaltone). Natural product found in muskrat secretion. Biosynthetically derived from fatty acid cyclization. Macrocyclic musk related to muscone class."
CMP_G001183,"3-chlorotoluene",Other,0.95,structural analysis,"Simple chlorinated toluene. Xenobiotic/industrial aromatic. Not phenylpropanoid (no C3 chain; no PAL pathway)."
CMP_G001184,"3-(hydroxymethyl)-2-methoxyphenol",Other,0.78,structural/lignin literature,"Guaiacol derivative with hydroxymethyl group. Lignin degradation product/phenolic. While related to lignin (phenylpropanoid polymer), this C6-C1 fragment alone is not classified as phenylpropanoid. Not polyketide."
CMP_G001191,"(2R,4R,6R)-4,6-Dimethyl-2-octanol",Fatty_acid,0.80,pheromone literature/structural,"Branched C10 alcohol with methyl branches. Structurally similar to insect pheromone components. Fatty acid/lipid-derived branched alcohol."
CMP_G001192,"proatranorin II",Polyketide,0.95,mBio/PMC literature,"Lichen depside intermediate in atranorin biosynthesis pathway. Hydroxylated by CYP450 ATR2 from ATR1 polyketide product. Confirmed polyketide origin by heterologous expression studies."
CMP_G001196,"(2-Methylcyclopropyl)benzene",Other,0.92,PubChem CID 137839,"Simple phenylcyclopropane. Synthetic hydrocarbon. Not phenylpropanoid (cyclopropane ring is not C3 chain from PAL pathway)."
CMP_G001212,"Aniline",Other,0.95,Wikipedia/PubChem CID 6115,"Simplest aromatic amine. Synthetic industrial chemical produced from nitrobenzene reduction. Not phenylpropanoid; not natural product."
CMP_G001227,"3-methylcatechol",Other,0.82,Wikipedia/PubChem CID 340,"Methylated catechol. Rare in natural products. Found as lignin combustion product and bacterial metabolite. C6-C1 aromatic; not phenylpropanoid (no C3 chain)."
CMP_G001229,"chlorobenzyl thienopiperidine",Other,0.95,structural analysis,"Synthetic heterocyclic compound with chlorobenzyl + thiophene-fused piperidine. Drug-like scaffold from medicinal chemistry. Not a natural alkaloid."
CMP_G001232,"dimethylaminomethyl furylpyridine",Other,0.95,structural analysis,"Synthetic heterocyclic compound: furan-pyridine with dimethylaminomethyl group. Drug discovery building block. Not a natural alkaloid."
CMP_G001236,"o-Tolylacetic acid propyl ester",Other,0.90,PubChem/structural,"Propyl ester of 2-methylphenylacetic acid. Synthetic ester. Not fatty acid (aromatic ring; short chain). Not phenylpropanoid (C6-C2 arylacetic acid not C6-C3)."
CMP_G001238,"alpha-Amino-4-cyclopropyl-1,2-dimethyl-1H-indole-3-propanal",Amino_acid,0.78,structural/tryptophan literature,"Modified tryptophan analog: indole core with alpha-amino acid side chain (NH2-CH-CHO). The alpha-amino + aldehyde on C3 chain attached to indole = tryptophan derivative. N-methylated indole with cyclopropyl. Amino acid derivative despite modifications."
CMP_G001253,"indane (2,3-dihydro-1H-indene)",Other,0.92,Wikipedia/PubChem CID 10326,"Bicyclic hydrocarbon from coal tar. Partially saturated indene. Fossil fuel derived aromatic. Not phenylpropanoid (no C6-C3 from PAL pathway; petrochemical origin)."
CMP_G001254,"alpha-Amino-6-chloro-1,2-dimethyl-1H-indole-3-propanal",Amino_acid,0.78,structural/tryptophan literature,"Modified tryptophan analog: same alpha-amino-indole-propanal scaffold as CMP_G001238 but with 6-chloro instead of 4-cyclopropyl. Tryptophan derivative with amino acid backbone preserved."
