id,name,final_labels,confidence,source,reasoning
CMP_G000413,Benzo[a]pyrene,Other,high,Wikipedia/EPA/IARC,Polycyclic aromatic hydrocarbon (PAH) from incomplete combustion. Environmental pollutant/carcinogen. Not a phenylpropanoid or any natural product class.
CMP_G000415,tabersonine,Alkaloid,high,PNAS/Nature,Monoterpenoid indole alkaloid (aspidosperma type) from Catharanthus roseus. Precursor to vindoline/vinblastine. Well-established plant alkaloid.
CMP_G000416,(-)-Tabersonine,Alkaloid,high,PNAS/Nature,Same as tabersonine ((-)-enantiomer). Monoterpenoid indole alkaloid from Catharanthus roseus. Aspidosperma-type MIA.
CMP_G000418,4_6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate,Polyketide,high,PubChem/Frontiers,Hydroxymethylated orsellinic acid derivative. Orsellinic acid is a canonical polyketide produced by type III PKS in fungi/lichens. C6-C1 aromatic from acetate pathway.
CMP_G000419,(R)-Littorine,Alkaloid,high,PMC/Wiley/Nature,Tropane alkaloid from Solanaceae. Ester of tropine + phenyllactic acid. Precursor to hyoscyamine via CYP80F1 rearrangement. Natural plant alkaloid.
CMP_G000420,(R)-littorine,Alkaloid,high,PMC/Wiley/Nature,Same compound as CMP_G000419 (protonated form). Tropane alkaloid from Solanaceae.
CMP_G000422,,Other,high,structural analysis,4-(furan-2-yl)benzoic acid. Simple biaryl with furan. Not phenylpropanoid - no C6-C3 PAL pathway origin. Synthetic or xenobiotic compound.
CMP_G000423,,Other,high,structural analysis,4-benzylbenzoic acid. Diphenylmethane with carboxylic acid. Not C6-C3 phenylpropanoid pattern. Simple synthetic aromatic.
CMP_G000446,bispyribac sodium,Other,high,PubChem/EPA,Synthetic pyrimidinyloxybenzoic acid herbicide (ALS inhibitor). Entirely synthetic agrochemical - not a natural alkaloid despite containing N-heterocycles.
CMP_G000449,(R)-norreticuline,Alkaloid,high,PNAS/Nature/Frontiers,Benzylisoquinoline alkaloid intermediate in BIA biosynthesis. From tyrosine-derived pathway in Papaveraceae. Natural product precursor to reticuline/morphine.
CMP_G000450,,Alkaloid,high,structural analysis + BIA pathway,SMILES matches (S)-norreticuline or racemic norreticuline. Same BIA scaffold as CMP_G000449 (4'-O-methyl_ 6-O-methyl tetrahydroisoquinoline). Natural plant alkaloid.
CMP_G000451,3-Hydroxyphenylacetate,Other,high,HMDB/PMC,Phenylacetic acid derivative (C6-C2 not C6-C3). Metabolite of gut microbiota from flavonoid degradation. Not phenylpropanoid - wrong carbon chain length.
CMP_G000454,alpha-Amino-7-bromo-1_2-dimethyl-1H-indole-3-propanal,Amino_acid,medium,PubChem/structural analysis,Modified tryptophan derivative: indole ring with amino group + aldehyde. Alpha-amino acid backbone (NH2-CH-C=O) with brominated dimethylindole side chain. Retains amino acid core structure.
CMP_G000463,Acetanilide,Other,high,Wikipedia/PubChem,Synthetic analgesic/antipyretic introduced 1886. N-acetylated aniline derivative. Entirely synthetic - not a natural alkaloid or any natural product class.
CMP_G000464,BX3,Other,high,DrugBank/structural analysis,Synthetic amidine-containing compound (naphthalene + piperidine + phenylalanine-like). Likely serine protease inhibitor. Synthetic drug_ not a natural alkaloid.
CMP_G000465,2-hexyl-5-pentylresorcinol,Polyketide,high,Nature/ASM/PMC,Dialkylresorcinol biosynthesized by type III polyketide synthases (PKS). Found in bacteria (Pseudomonas) and plants. Alkylresorcinols are canonical polyketide products.
CMP_G000474,Fe(III)-heme b,Other,high,Wikipedia/NCBI,Iron protoporphyrin IX - tetrapyrrole cofactor. Biosynthesized from glycine + succinyl-CoA via porphyrin pathway. Not an alkaloid_ steroid_ or any of the 7 main classes. Enzyme cofactor.
CMP_G000475,,Other,high,structural analysis,4-Iodobenzoic acid. Simple halogenated benzoic acid (C6-C1). Not phenylpropanoid (no C3 chain). Likely xenobiotic/synthetic.
CMP_G000482,5-methylorsellinate,Polyketide,high,PMC/Beilstein/Frontiers,5-Methylorsellinic acid is a fungal aromatic polyketide produced by iterative type I PKS (e.g. FncE). Precursor to meroterpenoids in Aspergillus. Canonical polyketide.
CMP_G000484,(+)-Vincadifformine,Alkaloid,high,ACS/IntechOpen,Aspidosperma-type monoterpenoid indole alkaloid from plants. Related to tabersonine. Natural product from Catharanthus/Aspidosperma species.
CMP_G000485,(-)-Vincadifformine,Alkaloid,high,ACS/IntechOpen,Same compound as CMP_G000484 ((-)-enantiomer). Aspidosperma alkaloid_ natural product.
CMP_G000486,,Alkaloid,high,structural analysis + MIA knowledge,SMILES shows aspidosperma-type indole alkaloid scaffold with hydroxyl and methyl ester. Consistent with hydroxylated tabersonine/vincadifformine derivative. Natural MIA from Catharanthus.
CMP_G000488,,Other,high,structural analysis,4-Cyclopropylbenzoic acid. Simple substituted benzoic acid (C6-C1). Not C6-C3 phenylpropanoid. Likely synthetic compound.
CMP_G000491,5-pentadecatrienyl resorcinol-3-methyl ether,Polyketide,high,PubChem/PlantCell/PMC,Alkylresorcinol with C15:3 chain. Biosynthesized by type III PKS (alkylresorcinol synthase) in plants like Sorghum. Related to sorgoleone biosynthesis. Canonical polyketide.
CMP_G000508,1-chloro-4-ethylbenzene,Other,high,chemistry knowledge,Simple chlorinated ethylbenzene. Synthetic/industrial chemical. Not a natural product of any class. Not phenylpropanoid.
CMP_G000509,,Other,high,structural analysis,3-Methylbenzoate (m-toluic acid anion). Simple C6-C1 benzoic acid derivative. Not phenylpropanoid (no C3 chain from PAL pathway).
CMP_G000510,,Other,high,structural analysis,m-Toluic acid (3-methylbenzoic acid). Same as CMP_G000509 (protonated form). Simple aromatic acid_ not phenylpropanoid.
CMP_G000511,protopine,Alkaloid,high,ScienceDirect/RSC/PubMed,Protopine-type isoquinoline alkaloid from Papaveraceae (Corydalis_ Papaver). Derived from (S)-reticuline via protoberberine pathway. Well-established natural plant alkaloid.
CMP_G000512,2_4-Dimethoxybenzoic acid,Other,high,PubChem/structural analysis,Dimethoxylated benzoic acid (C6-C1). Not phenylpropanoid - lacks C3 side chain from PAL pathway. Simple aromatic acid_ possibly a degradation product.
CMP_G000523,p-Tolylacetic acid propyl ester,Other,high,PubChem,Propyl ester of 4-methylphenylacetic acid. Synthetic ester. Not fatty acid (aromatic ring_ no long aliphatic chain). No natural product class match.
