id,name,our_labels,verdict,correct_labels,source,notes
CMP_G001233,6-Ethenyl-1-methyltryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Modified tryptophan with vinyl group; intact amino acid backbone
CMP_G001032,"Tryptophan, 6-chloro-1-methyl-",Amino_acid,CORRECT,Amino_acid,Structure analysis,Chlorinated N-methyltryptophan; intact amino acid backbone
CMP_G000505,"2,5-Dimethyl-tryptophan",Amino_acid,CORRECT,Amino_acid,Structure analysis,Dimethylated tryptophan; intact alpha-amino acid backbone
CMP_G001379,6-Phenyl-L-tryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Phenyl-substituted tryptophan; intact alpha-amino acid backbone
CMP_G001674,presphingofungin,Amino_acid,WRONG,"Amino_acid,Fatty_acid",PMC10936153 / ACS Chem Biol 2022,Sphingofungin precursor biosynthesized from C18 polyketide + aminomalonate. Long aliphatic chain = fatty acid character. Hybrid: amino acid backbone + fatty acyl chain.
CMP_G001065,4-Chloro-DL-phenylalanine,Amino_acid,CORRECT,Amino_acid,PubChem (chlorophenylalanine),Halogenated phenylalanine; intact amino acid backbone
CMP_G001895,2-amino-3-(1,7-dimethylindol-3-yl)propanoic acid,Amino_acid,CORRECT,Amino_acid,Structure analysis,Dimethylated tryptophan derivative; intact alpha-amino acid backbone
CMP_G001621,(unnamed macrolactam),"Amino_acid,Polyketide",CORRECT,"Amino_acid,Polyketide",Structure analysis,Macrocyclic compound with amide bonds and polyene/polyol chain characteristic of PKS-NRPS hybrid natural product
CMP_G000039,L-Isoleucine,Amino_acid,CORRECT,Amino_acid,PubChem / Wikipedia,Standard proteinogenic branched-chain amino acid
CMP_G001736,3-Fluorophenylalanine,Amino_acid,CORRECT,Amino_acid,PubChem (fluorophenylalanine),Fluorinated phenylalanine analog; intact amino acid backbone
CMP_G001062,"Tryptophan, 5-amino-2,1-dimethyl-",Amino_acid,CORRECT,Amino_acid,Structure analysis,Amino-dimethyl tryptophan derivative; intact alpha-amino acid backbone
CMP_G000342,5-Cyclopropyl-2-methyltryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Cyclopropyl-methyltryptophan; intact amino acid backbone
CMP_G000426,4-Methyl-L-tryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Methylated tryptophan; intact alpha-amino acid backbone
CMP_G002029,2-amino-3-(5-bromo-2-methyl-1H-indol-3-yl)propanoic acid,Amino_acid,CORRECT,Amino_acid,Structure analysis,Bromo-methylindole amino acid; intact alpha-amino acid backbone
CMP_G000360,6-Amino-2-methyltryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Amino-methyltryptophan; intact alpha-amino acid backbone
CMP_G000356,3-Methyl-O-(methyl-d3)-D-tyrosine,Amino_acid,CORRECT,Amino_acid,Structure analysis,Methylated tyrosine derivative (D-form); intact amino acid backbone
CMP_G001932,p-Fluorophenylalanine,Amino_acid,CORRECT,Amino_acid,PubChem,Para-fluorinated phenylalanine; intact amino acid backbone
CMP_G000501,5-Cyclopropyl-L-tryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Cyclopropyl-tryptophan; intact alpha-amino acid backbone
CMP_G000983,S-Adenosyl-L-methionine,Amino_acid,WRONG,Other,PubChem CID 34755 / ChEBI:15414 / Wikipedia,Nucleoside-amino acid conjugate (adenosine + methionine); primarily a cofactor/coenzyme. Not a simple amino acid derivative. Better classified as Other.
CMP_G001983,5-Amino-L-tryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Amino-substituted tryptophan; intact alpha-amino acid backbone
CMP_G000705,1-Methyl-4-phenyltryptophan,Amino_acid,CORRECT,Amino_acid,Structure analysis,Phenyl-methyltryptophan; intact alpha-amino acid backbone
