id,name,final_labels,confidence,source,reasoning
CMP_G001600,Paeonol,Other,high,Wikipedia/PubChem,"2-hydroxy-4-methoxyacetophenone from Paeonia; acetophenone (C6-C2) not C6-C3 phenylpropanoid; classified as simple phenol/acetophenone"
CMP_G001601,,Other,high,structure,"Isonipecotic acid derivative with N-pyridinyl; synthetic pharmaceutical scaffold; NOT a natural alkaloid"
CMP_G001613,primary fluorescent chlorophyll catabolite,Other,high,PubChem/PMC,"Linear tetrapyrrole (phyllobilin) from chlorophyll breakdown; not an alkaloid - it is a modified porphyrin/tetrapyrrole catabolite"
CMP_G001614,fluorescent chlorophyll catabolite,Other,high,PubChem/PMC,"Linear tetrapyrrole chlorophyll catabolite; phyllobilin class; not alkaloid despite multiple N atoms"
CMP_G001623,2-Naphthoic acid,Other,high,structure,"Simple naphthalene carboxylic acid; not phenylpropanoid (fused bicyclic aromatic, no C3 chain)"
CMP_G001624,alpha-Amino-1 2-dimethyl-5-(4-morpholinyl)-1H-indole-3-propanal,Other,medium,structure,"Synthetic indole derivative with morpholine substituent; morpholine ring is synthetic; not a natural alkaloid"
CMP_G001628,cycloundecanone,Other,high,structure,"Simple C11 cyclic ketone; no COOH/acyl; not fatty acid"
CMP_G001637,isopentenyladenine nucleotides,Other,high,PubChem/PMC,"Cytokinin riboside (isopentenyladenosine); modified purine nucleoside; plant hormone; not an alkaloid - it is a nucleotide/cytokinin"
CMP_G001647,Benzoic acid triazole macrolactone,Other,high,structure,"Synthetic macrolactone with triazole click-chemistry linker and dimethylamino group; triazole is synthetic (CuAAC product); NOT a natural alkaloid or polyketide"
CMP_G001658,5-(4-chlorophenyl)pentanoic acid,Other,high,structure,"Synthetic chlorinated arylalkanoic acid; chlorine indicates non-natural; not a fatty acid (aromatic ring)"
CMP_G001665,1-(4-Ethoxy-2-hydroxyphenyl)ethanone,Other,high,structure,"Synthetic analog of paeonol with ethoxy group; acetophenone (C6-C2) not C6-C3; ethoxy is non-natural substitution"
CMP_G001666,cyclooctyl acetate,Other,high,structure,"Simple ester of cyclooctanol and acetic acid; not fatty acid (cyclic; short chain acyl)"
CMP_G001668,(Hexahydro-1(2H)-azocinyl)phenylmethanone,Other,high,structure,"Synthetic benzoyl azocine; 8-membered N-heterocycle with benzamide; NOT a natural alkaloid"
CMP_G001675,1 3-Benzodioxole-5-carboxylic acid,Phenylpropanoid,medium,structure,"Piperonylic acid; methylenedioxy benzoic acid; methylenedioxy ring is characteristic of phenylpropanoid pathway (cf. piperine safrole); biosynthesized via CYP719A from caffeic acid derivatives"
CMP_G001677,noroxomaritidine,Alkaloid,high,PMC/PubMed,"Amaryllidaceae alkaloid; key biosynthetic intermediate in crinine/hemanthamine-type alkaloid pathway; derived from 4'-O-methylnorbelladine via CYP96T coupling"
CMP_G001679,norfluorocurarine,Alkaloid,high,PubChem/JACS,"Strychnos-type monoterpene indole alkaloid; curan skeleton; biosynthesized from geissoschizine via decarboxylation of dehydropreakuammicine"
CMP_G001680,5-(3-methoxyphenyl)pentanoic acid,Other,high,structure,"Arylalkanoic acid with methoxy group; while has COOH and chain, the aromatic ring makes it not a true fatty acid; likely synthetic"
CMP_G001683,,Other,high,structure,"Hydroxylated phenylacetaldehyde oxime with extra OH; C6-C2 aldoxime pattern; cyanogenic glucoside pathway intermediate; not phenylpropanoid (C6-C2 not C6-C3)"
CMP_G001685,(2-Methyl-1-piperidinyl)phenylmethanone,Other,high,structure,"Synthetic N-benzoyl piperidine; NOT a natural alkaloid; piperidine with synthetic benzoyl group"
CMP_G001687,3-methylorsellinic acid,Polyketide,high,Wikipedia/PMC,"Methylated orsellinic acid; biosynthesized by non-reducing polyketide synthase (NR-PKS); key intermediate in lichen depside/depsidone biosynthesis"
CMP_G001693,,Phenylpropanoid,high,structure,"Etoposide aglycone glycoside - podophyllotoxin-type lignan with sugar; lignans are phenylpropanoid dimers from PAL pathway via coniferyl alcohol"
CMP_G001695,nonan-2-one,Other,high,structure,"Simple C9 methyl ketone; no COOH/acyl; not fatty acid; common flavor compound"
CMP_G001698,alpha-Amino-1 2 5-trimethyl-1H-indole-3-propanal,Amino_acid,high,structure,"Trimethyl tryptophan analog with alpha-amino aldehyde; indole + amino acid side chain derived from tryptophan metabolism"
CMP_G001700,5-Methyl-1-Naphthoate,Other,high,structure,"Methylnaphthalene carboxylate anion; simple aromatic; not phenylpropanoid"
CMP_G001701,5-Methyl-1-naphthoic acid,Other,high,structure,"Methylnaphthalene carboxylic acid; simple aromatic; not phenylpropanoid"
CMP_G001710,HBOA,Other,high,PMC/literature,"2-Hydroxy-1,4-benzoxazin-3-one; benzoxazinoid plant defense compound from grasses (maize/wheat); biosynthesized from indole-3-glycerol phosphate, NOT from alkaloid pathway; classified as benzoxazinoid"
CMP_G001724,2' 4'-Dimethoxyacetophenone,Other,high,structure,"Simple dimethoxyacetophenone; C6-C2 acetophenone not polyketide; common synthetic chemical"
CMP_G001729,,Other,high,structure,"4-heptylbenzoic acid; long alkyl chain on benzoic acid; synthetic surfactant-type compound; not phenylpropanoid (C6-C1 + alkyl)"
CMP_G001730,,Other,high,structure,"4-isobutylbenzoic acid (ibuprofen acid analog without alpha-methyl); synthetic arylalkanoic acid; not phenylpropanoid"
CMP_G001731,,Other,high,structure,"4-(2-nitroethyl)phenol; C6-C2 with nitro group; not phenylpropanoid; could be biosynthetic intermediate but nitroethyl pattern is unusual"
CMP_G001732,UCS1025A,Alkaloid;Polyketide,high,PMC/PubMed,"Fungal pyrrolizidinone from Acremonium sp.; biosynthesized by PKS-NRPS hybrid assembly line; contains both polyketide (trans-decalin) and alkaloid (furopyrrolizidine) features"
CMP_G001742,dopamine,Amino_acid,high,Wikipedia/PubChem,"Catecholamine neurotransmitter; directly derived from L-tyrosine via hydroxylation (DOPA) then decarboxylation; amino acid derivative (decarboxylated DOPA)"
CMP_G001746,cyclohexyl butanoate,Other,high,structure,"Simple ester of cyclohexanol and butyric acid; not fatty acid (short chain C4 acyl on cyclic alcohol)"
CMP_G001758,4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoate,Alkaloid,medium,structure,"Nicotine-derived metabolite; pyrrolidine ring from nicotine catabolism; 4-(methylaminobutyric acid) derivative related to tobacco alkaloid metabolism"
CMP_G001759,alpha-Amino-1 2-dimethyl-5-(methylthio)-1H-indole-3-propanal,Amino_acid,high,structure,"Methylthio-substituted tryptophan analog; indole + alpha-amino aldehyde; amino acid derivative from tryptophan metabolism"
CMP_G001769,1-bromo-3-(2-chloroethyl)benzene,Other,high,structure,"Synthetic halogenated phenylethane; bromine and chlorine indicate non-natural; not phenylpropanoid"
CMP_G001773,proatranorin IV,Polyketide,high,PMC/literature,"Lichen depside; orsellinic acid dimer; biosynthesized by non-reducing polyketide synthase; intermediate in atranorin biosynthesis"
CMP_G001774,corytuberine,Alkaloid,high,Wikipedia/PubChem,"Aporphine alkaloid from Ranunculaceae; biosynthesized from (S)-reticuline via CYP80G2 intramolecular phenol coupling; well-characterized natural isoquinoline alkaloid"
CMP_G001776,sunitinib,Other,high,Wikipedia/DrugBank,"Synthetic multi-targeted receptor tyrosine kinase inhibitor (Sutent); oxindole-based synthetic anticancer drug; NOT a natural alkaloid"
CMP_G001786,2-Phenylacetate,Other,high,structure,"Phenylacetic acid anion; C6-C2 not C6-C3; not phenylpropanoid; simple aromatic acid"
CMP_G001790,N-Benzoyl-cis-2 6-dimethylpiperidine,Other,high,structure,"Synthetic N-benzoyl piperidine derivative; NOT a natural alkaloid"
CMP_G001792,2-bromoethylbenzene,Other,high,structure,"Synthetic brominated phenylethane; halogenated; not phenylpropanoid; not natural"
CMP_G001798,,Other,high,structure,"3-methylphenylacetonitrile (m-tolyl acetonitrile); simple aryl nitrile; synthetic; not an alkaloid"
CMP_G001799,,Alkaloid,high,structure,"Protopine-type isoquinoline alkaloid with methylenedioxy rings and N-methyl; characteristic Papaveraceae/Fumariaceae alkaloid skeleton"
CMP_G001803,benzoate,Other,high,structure,"Benzoic acid anion; C6-C1 not C6-C3; not phenylpropanoid; ubiquitous simple aromatic acid"
CMP_G001804,Benzoic Acid,Other,high,structure,"Simplest aromatic carboxylic acid; C6-C1 not C6-C3 PAL pathway; while plants produce benzoic acid, it is not classified as phenylpropanoid (requires C6-C3)"
CMP_G001812,indole-3-yl-methyl glucosinolate (I3M),Other,low,structure,"SMILES shows I3- (triiodide) not glucosinolate; incorrect SMILES encoding; classified as Other due to SMILES mismatch"
CMP_G001824,3 4-dimethoxyphenylacetic acid,Other,high,structure,"Homoveratric acid; C6-C2 (phenylacetic acid derivative) not C6-C3; not phenylpropanoid; common methylated catechol metabolite"
CMP_G001833,,Alkaloid,high,structure,"Cyclic dipeptide (diketopiperazine) derived from two tyrosine residues; piperazine-2,5-dione with two 4-hydroxybenzyl groups; DKPs are considered alkaloids (cyclo-Tyr-Tyr)"
CMP_G001849,1 3 5-trihydroxyxanthone,Polyketide,high,PMC/Frontiers,"Plant xanthone; biosynthesized from 2,4,6-trihydroxybenzophenone (polyketide synthase BPS product) via CYP81AA oxidative phenol coupling; precursor to all plant xanthones"
CMP_G001863,,Other,high,structure,"3-Methoxybenzoate anion; C6-C1; not phenylpropanoid"
CMP_G001864,3-Methoxybenzoic Acid,Other,high,structure,"m-Anisic acid; C6-C1 not C6-C3; not phenylpropanoid"
CMP_G001868,alpha-Amino-5-methoxy-1 2-dimethyl-1H-indole-3-propanal,Amino_acid,high,structure,"5-Methoxy tryptophan analog with alpha-amino aldehyde; derived from tryptophan/melatonin metabolism"
CMP_G001875,1 3 5-Trichlorobenzene,Other,high,PubChem/Wikipedia,"Synthetic organochlorine industrial chemical/pollutant; not a natural product"
CMP_G001878,linuron,Other,high,structure,"Synthetic phenylurea herbicide; chlorinated aniline derivative; NOT a natural alkaloid"
CMP_G001886,jasmone,Fatty_acid,high,Wikipedia/ScienceDirect,"Cyclopentanone plant volatile from jasmine; oxylipin derived from jasmonic acid via decarboxylation; jasmonic acid is C12 fatty acid derivative from alpha-linolenic acid (C18:3) via lipoxygenase pathway"
CMP_G001887,bensulfuron-methyl,Other,high,structure,"Synthetic sulfonylurea herbicide with pyrimidine ring; NOT a natural alkaloid"
CMP_G001893,diuron,Other,high,structure,"Synthetic phenylurea herbicide (3-(3,4-dichlorophenyl)-1,1-dimethylurea); NOT natural alkaloid or phenylpropanoid"
CMP_G001899,maclurin,Polyketide,high,PubChem/PMC,"2,3',4,4',6-Pentahydroxybenzophenone; biosynthesized from 2,4,6-trihydroxybenzophenone by CYP450 hydroxylation; polyketide synthase (BPS) product; xanthone precursor"
CMP_G001900,7-benzyloxyresorufin,Other,high,structure,"Synthetic fluorescent CYP450 probe substrate; resorufin ether derivative; NOT a natural alkaloid or phenylpropanoid"
CMP_G001907,1-[(3 4-dimethoxyphenyl)methyl]-6 7-dimethoxyisoquinoline,Alkaloid,high,structure,"Papaverine-type isoquinoline alkaloid; 1-benzylisoquinoline skeleton with methoxy groups; characteristic of natural isoquinoline alkaloids from Papaveraceae"
CMP_G001909,,Other,high,structure,"4-Chlorobenzoic acid; synthetic halogenated benzoic acid; C6-C1 not phenylpropanoid; chlorine indicates non-natural"
CMP_G001913,Phorate sulfoxide,Other,high,structure,"Synthetic organophosphate insecticide metabolite; organothiophosphate; not fatty acid"
CMP_G001917,hancockiamide D,Alkaloid,high,RSC/PubMed,"Phenylpropanoid piperazine alkaloid from Aspergillus hancockii; biosynthesized by dual NRPS pathway; natural fungal alkaloid"
CMP_G001918,hancockiamide D,Alkaloid,high,RSC/PubMed,"Racemic form of hancockiamide D; same fungal piperazine alkaloid from A. hancockii"
CMP_G001919,(+)-2-Dodecanol,Fatty_acid,medium,structure,"C12 secondary fatty alcohol; long-chain aliphatic alcohol derived from fatty acid metabolism; while no COOH, C12 chain length indicates fatty acid-derived"
CMP_G001928,,Other,high,structure,"Omeprazole analog (proton pump inhibitor); synthetic benzimidazole-pyridine thioether; NOT a natural alkaloid"
CMP_G001931,alpha-Amino-5-hydroxy-1 2-dimethyl-1H-indole-3-propanal,Amino_acid,high,structure,"5-Hydroxytryptophan (serotonin pathway) analog with alpha-amino aldehyde; amino acid derivative from tryptophan metabolism"
CMP_G001940,Benzoic acid triazole epoxide macrolactone,Other,high,structure,"Synthetic macrolactone with triazole (click chemistry) and epoxide; NOT a natural alkaloid"
CMP_G001944,1-(2-bromoethyl)-4-chlorobenzene,Other,high,structure,"Synthetic dihalogenated phenylethane; not phenylpropanoid; not natural"
CMP_G001947,Indene,Other,high,structure,"Simple bicyclic hydrocarbon from coal tar; C9 but not C6-C3 phenylpropanoid; petrochemical"
CMP_G001957,4-Bromothioanisole,Other,high,structure,"Synthetic halogenated thioanisole; CYP probe substrate; not phenylpropanoid"
CMP_G001961,,Other,high,structure,"Salicylate (2-hydroxybenzoate); C6-C1 not C6-C3; not phenylpropanoid"
CMP_G001972,,Other,high,structure,"Synthetic penicillin-derived beta-lactamase inhibitor scaffold with sulfonamide and pyridine; NOT a natural alkaloid"
CMP_G001974,pre-flavunoidine,Terpenoid;Alkaloid,high,PMC/Biochemistry,"Terpenoid-alkaloid hybrid from Aspergillus flavus; sesquiterpene (acoradiene-derived) core with dimethylcadaverine (lysine-derived) moiety; formed by terpene cyclase FlvF"
CMP_G001982,Morpholine,Other,high,structure,"Simple synthetic 6-membered heterocycle with O and N; industrial solvent; NOT a natural alkaloid"
CMP_G001984,phenanthrene,Other,high,structure,"PAH from coal tar; tricyclic aromatic hydrocarbon; not phenylpropanoid; not natural product"
CMP_G001985,Ethylbenzene,Other,high,structure,"Simple aromatic hydrocarbon (C6-C2); petrochemical; not phenylpropanoid (no C3 chain, no PAL pathway)"
CMP_G001987,Ibuprofen methyl ester,Other,high,structure,"Methyl ester of ibuprofen (synthetic NSAID); 2-arylpropionic acid drug; NOT a terpenoid"
CMP_G001998,Ethyl 2-diazopropanoate,Other,high,structure,"Synthetic diazo ester; carbene precursor; not fatty acid"
CMP_G002003,BX5,Other,high,structure,"Synthetic hydrazide tetrazole compound; NOT a natural alkaloid"
CMP_G002004,Butyl 3-chlorobenzeneacetate,Other,high,structure,"Synthetic chlorinated phenylacetate ester; chlorine = non-natural; not fatty acid"
CMP_G002009,Demethylepipodophyllotoxin,Phenylpropanoid,high,PubMed/ScienceDirect,"Podophyllotoxin-type aryltetralin lignan; lignans are phenylpropanoid dimers biosynthesized from coniferyl alcohol via PAL pathway; precursor to etoposide"
CMP_G002011,Ethyl diazoacetate,Other,high,structure,"Synthetic diazo ester reagent; not fatty acid; common organic chemistry reagent"
CMP_G002015,imidacloprid,Other,high,structure,"Synthetic neonicotinoid insecticide; chloropyridine + imidazolidine; NOT a natural alkaloid despite structural resemblance to nicotine"
CMP_G002019,Toluene,Other,high,structure,"Methylbenzene; simple aromatic hydrocarbon; petrochemical solvent; not phenylpropanoid"
CMP_G002020,Lirinidine,Alkaloid,high,Springer/PubMed,"Aporphine alkaloid from Liriodendron tulipifera; 5-hydroxy-6-methoxyaporphine; natural isoquinoline alkaloid"
CMP_G002030,,Alkaloid,high,structure,"N-methyl-coclaurine / reticuline-type isoquinoline alkaloid (tetrahydroisoquinoline with methoxy/hydroxy benzyl); characteristic 1-benzylisoquinoline scaffold from Papaveraceae"
CMP_G002032,ethyl 2-cyclohexylacetate,Other,high,structure,"Simple ester; cyclohexane ring with short acyl; not fatty acid"
CMP_G002033,,Other,high,structure,"4-Bromotoluene; simple halogenated aromatic; synthetic; not phenylpropanoid"
CMP_G002043,1-bromo-3-(2-bromoethyl)benzene,Other,high,structure,"Synthetic dibrominated aromatic; not phenylpropanoid; not natural"
CMP_G002053,4-Methoxybenzoate,Other,high,structure,"Anisic acid anion (p-methoxybenzoic acid); C6-C1 not C6-C3; not phenylpropanoid"
CMP_G002054,4-Methoxybenzoic Acid,Other,high,structure,"p-Anisic acid; C6-C1 not C6-C3; not phenylpropanoid despite methoxy substituent"
CMP_G002055,,Polyketide,medium,structure,"2,6-dimethoxy-4-methylbenzene-1,3-diol (methylated phloroglucinol); phloroglucinol derivatives are polyketide-derived in fungi/plants"
CMP_G002058,(-)-deoxypodophyllotoxin,Phenylpropanoid,high,PubMed/PlantCell,"Aryltetralin lignan from Anthriscus sylvestris; main lignan precursor to podophyllotoxin; biosynthesized from coniferyl alcohol via phenylpropanoid/lignan pathway"
CMP_G002077,1-Ethylnaphthalene,Other,high,structure,"Simple alkylnaphthalene; petrochemical; not phenylpropanoid"
CMP_G002095,4-Ethylbenzoic Acid,Other,high,structure,"Simple alkylbenzoic acid; C6-C1+ethyl; not phenylpropanoid (no C3 chain from PAL pathway)"
CMP_G002096,1-bromo-3-ethylbenzene,Other,high,structure,"Synthetic brominated ethylbenzene; not phenylpropanoid; not natural"
CMP_G002097,3-cyclopentylpropanoic acid,Other,high,structure,"Alicyclic propanoic acid; while has COOH, the cyclopentyl ring makes it not a standard fatty acid"
CMP_G002101,Hexanol,Fatty_acid,medium,structure,"C6 primary alcohol; fatty alcohol derived from hexanoic acid reduction; short-chain but fatty acid-derived in plants (green leaf volatile precursor)"
CMP_G002113,Biphenyl,Other,high,structure,"Simple biphenyl hydrocarbon; not phenylpropanoid; petrochemical/fungicide"
CMP_G002114,,Other,high,structure,"4-(Methylamino)benzoic acid; C6-C1 aminobenzoic acid derivative; not phenylpropanoid"
CMP_G002116,,Other,high,structure,"2-Methylbenzoate (o-toluate); C6-C1; not phenylpropanoid"
CMP_G002117,Nonanol,Fatty_acid,medium,structure,"C9 primary alcohol; fatty alcohol; derived from fatty acid metabolism in plants"
CMP_G002119,Fonsecin B,Polyketide,high,Nature/Springer,"Fungal naphtho-gamma-pyrone; biosynthesized by polyketide synthase in Aspergillus species; well-characterized polyketide pigment"
CMP_G002120,(1R 4S)-1-Methylbicyclo[2.2.1]heptan-2-one,Terpenoid,high,structure,"Fenchone analog (methylated norbornane ketone); bicyclo[2.2.1]heptane = monoterpenoid skeleton; C10 monoterpene derivative"
CMP_G002124,4-Methylbiphenyl,Other,high,structure,"Simple methylbiphenyl; not phenylpropanoid; petrochemical"
