id,name,final_labels,confidence,source,reasoning
CMP_G000454,"alpha-Amino-7-bromo-1,2-dimethyl-1H-indole-3-propanal",Amino_acid,medium,PubMed;MedChemExpress,Brominated and N-methylated tryptophan aldehyde derivative. Retains alpha-amino group and indole core of tryptophan. Modified amino acid (aldehyde instead of carboxylate). Classified as amino acid derivative despite lacking COOH - the alpha-amino + indole-propanal backbone is tryptophan-derived.
CMP_G000463,Acetanilide,Other,high,Wikipedia;Britannica;PubChem,Synthetic analgesic/antipyretic drug (1886). N-acetylated aniline. Fully synthetic compound with no natural product origin. Metabolized to paracetamol in vivo.
CMP_G000464,BX3,Other,high,ChemicalStructure,Synthetic pharmaceutical compound with amidine groups and piperidine-ether linkage. Complex synthetic drug (likely thrombin inhibitor derivative). Not a natural product alkaloid.
CMP_G000465,2-hexyl-5-pentylresorcinol,Polyketide,high,Nature;PMC;Wiley,Alkylresorcinol produced by type III polyketide synthases (alkylresorcinol synthases). Uses fatty acyl-CoA starters + malonyl-CoA extenders. Found in plants (cereals) and microorganisms.
CMP_G000474,Fe(III)-heme b,Other,high,Wikipedia;PMC;ScienceDirect,Iron(III) protoporphyrin IX. Tetrapyrrole/porphyrin cofactor. Not classified under any of the 7 target classes. Biosynthesized from glycine + succinyl-CoA via tetrapyrrole pathway.
CMP_G000475,,Other,high,ChemicalStructure,4-Iodobenzoic acid. Simple halogenated benzoic acid. No natural product origin; no C6-C3 skeleton.
CMP_G000482,5-methylorsellinate,Polyketide,high,PMC;Beilstein J Org Chem;MDPI,5-Methylorsellinic acid. Fungal aromatic polyketide produced by polyketide synthases. Key intermediate in meroterpenoid biosynthesis in Aspergillus species. Well-established PKS product.
CMP_G000484,(+)-Vincadifformine,Alkaloid,high,ACS;PMC;Oxford Academic,Aspidosperma-type monoterpene indole alkaloid from Vinca minor (Apocynaceae). Natural MIA with pentacyclic skeleton.
CMP_G000485,(-)-Vincadifformine,Alkaloid,high,ACS;PMC;Oxford Academic,Enantiomer of vincadifformine. Same aspidosperma MIA classification from Vinca minor.
CMP_G000486,hydroxylated tabersonine/MIA,Alkaloid,high,ChemicalStructure;PMC,Structure shows aspidosperma-type monoterpene indole alkaloid skeleton with hydroxyl and methoxycarbonyl groups. Consistent with tabersonine/vincadifformine hydroxylated derivative from Catharanthus/Vinca.
CMP_G000488,,Other,high,ChemicalStructure,4-Cyclopropylbenzoic acid. Simple synthetic aromatic carboxylic acid. No natural product origin; cyclopropyl-benzene is not a phenylpropanoid.
CMP_G000491,5-pentadecatrienyl resorcinol-3-methyl ether,Polyketide,high,PubChem;PMC;Wikipedia,Alkylresorcinol with C15:3 side chain and O-methyl group. Type III PKS product using 16:3 fatty acyl-CoA starter. Phenolic lipid found in plants (cereals, Anacardiaceae).
CMP_G000508,1-chloro-4-ethylbenzene,Other,high,ChemicalStructure,Simple chlorinated alkylbenzene. Industrial chemical / synthetic intermediate. No biosynthetic pathway; C6-C2 (not C6-C3).
CMP_G000509,m-toluate (deprotonated),Other,high,ChemicalStructure,3-Methylbenzoic acid (m-toluic acid) carboxylate form. Simple benzoic acid derivative (C6-C1). Not phenylpropanoid.
CMP_G000510,m-toluic acid,Other,high,ChemicalStructure,3-Methylbenzoic acid. Same compound as CMP_G000509 in protonated form. Simple aromatic acid; not phenylpropanoid (C6-C1 not C6-C3).
CMP_G000511,protopine,Alkaloid,high,RSC;PMC;ScienceDirect,Protoberberine-type isoquinoline alkaloid from Papaveraceae and Fumariaceae. Derived from (S)-reticuline in BIA pathway. Found in Corydalis and Papaver species.
CMP_G000512,2,4-Dimethoxybenzoic acid,Other,high,PubChem;ChemicalBook,Dimethoxybenzoic acid. Simple methoxylated benzoic acid (C6-C1). Although plant phenolics include related dimethoxy compounds, this lacks C6-C3 for phenylpropanoid. Classified as simple benzoate.
CMP_G000523,p-Tolylacetic acid propyl ester,Other,high,PubChem,Propyl ester of 4-methylphenylacetic acid. Synthetic ester; not a fatty acid (no long aliphatic chain). Not a natural product.
