record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0554,10,Q2IU02,CYP199A4,4-ethenylbenzoic acid,6WZP,unknown,SUBSTRATE,MEDIUM,B,True,False,none,False,,4-vinylbenzoic acid. Benzoic acid derivative. Medium-high confidence → MEDIUM.
REC_0555,10,Q2IU02,CYP199A4,biphenyl-4-carboxylic acid,7JW5,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Biphenyl-4-carboxylic acid. Aromatic carboxylic acid. High confidence.
REC_0556,10,Q2IU02,CYP199A4,"3'-methoxy[1,1'-biphenyl]-4-carboxylic acid",7JXB,unknown,SUBSTRATE,MEDIUM,B,True,False,none,False,,3'-methoxybiphenyl-4-carboxylic acid. Biphenyl carboxylic acid derivative. Medium confidence.
REC_0557,10,Q2IU02,CYP199A4,"4-(1H-1,2,4-triazol-1-yl)benzoic acid",7N14,unknown,INHIBITOR,MEDIUM,B,True,False,none,False,,"4-(1H-1,2,4-triazol-1-yl)benzoic acid. Triazole coordinates Fe → inhibitor. Medium-high confidence → MEDIUM."
REC_0558,10,Q2IU02,CYP199A4,4-propylbenzoic acid,7R8S,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-propylbenzoic acid. Benzoic acid derivative. High confidence.
REC_0559,10,Q2IU02,CYP199A4,4-ethylbenzoic acid,7R8T,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-ethylbenzoic acid. Benzoic acid derivative. High confidence.
REC_0560,10,Q2IU02,CYP199A4,4-phenoxybenzoic acid,7TND,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-phenoxybenzoic acid. Benzoic acid derivative. High confidence.
REC_0561,10,Q2IU02,CYP199A4,4-cyclohexylbenzoic acid,7TNU,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-cyclohexylbenzoic acid. Benzoic acid derivative. High confidence.
REC_0562,10,Q2IU02,CYP199A4,4-(ethylsulfanyl)benzoic acid,7TP5,unknown,SUBSTRATE,MEDIUM,B,True,False,none,False,,4-(ethylthio)benzoic acid. Benzoic acid derivative. Medium-high confidence → MEDIUM.
REC_0563,10,Q2IU02,CYP199A4,4-methylsulfanylbenzoic acid,7TQM,unknown,SUBSTRATE,MEDIUM,B,True,False,none,False,,4-(methylthio)benzoic acid. Benzoic acid derivative. Medium-high confidence → MEDIUM.
REC_0564,10,Q2IU02,CYP199A4,4-(furan-2-yl)benzoic acid,7TRT,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-(furan-2-yl)benzoic acid. Benzoic acid derivative. High confidence.
REC_0565,10,Q2IU02,CYP199A4,4-(thiophen-2-yl)benzoic acid,7TRU,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-(thiophen-2-yl)benzoic acid. Benzoic acid derivative. High confidence.
REC_0566,10,Q2IU02,CYP199A4,4-iodobenzoic acid,7TZM,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-iodobenzoic acid. Halogenated benzoic acid. High confidence.
REC_0567,10,Q2IU02,CYP199A4,4-fluorobenzoic acid,7TZN,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-fluorobenzoic acid. Halogenated benzoic acid. High confidence.
REC_0568,10,Q2IU02,CYP199A4,4-CHLORO-BENZOIC ACID,7TZW,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-chlorobenzoic acid. Halogenated benzoic acid. High confidence.
REC_0569,10,Q2IU02,CYP199A4,4-(chloromethyl)benzoic acid,7TZX,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-(chloromethyl)benzoic acid. Benzoic acid derivative. High confidence.
REC_0570,10,Q2IU02,CYP199A4,4-(2-bromoethyl)benzoic acid,7TZY,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,4-(2-bromoethyl)benzoic acid. Benzoic acid derivative. High confidence.
