record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0075,02,A0R4Q6,CYP142 (M. smegmatis sterol metabolism),"(8ALPHA,9BETA)-CHOLEST-4-EN-3-ONE",2YOO,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Cholestenone is a substrate for CYP142 in mycobacterial sterol metabolism. SUBSTRATE classification is correct.
REC_0076,02,A0R4Q6,CYP142 (M. smegmatis sterol metabolism),CHOLEST-5-EN-3-YL HYDROGEN SULFATE,4TRI,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Cholesteryl sulfate is a substrate for CYP142. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0077,02,A0R5U2,CYP164A2 (M. smegmatis),DODECANE,3R9B,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Dodecane is an adventitious hydrocarbon, not a substrate. EXCLUDE classification is correct."
REC_0078,02,A0R5U2,CYP164A2 (M. smegmatis),"1-[(2R)-2-[(4-chlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",3R9C,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Econazole with Fe-N=2.11A is a type-II azole inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0079,02,A1TY82,P450_A1TY82,12-HYDROXYDODECANOIC ACID,5FYG,unknown,PRODUCT,HIGH,A,True,False,none,False,,12-hydroxydodecanoic acid is the product of fatty acid hydroxylation. PRODUCT classification is correct.
REC_0080,02,A6ZSR0,CYP51 (S. cerevisiae),POSACONAZOLE,4ZE1,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Posaconazole is a type-II azole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0081,02,A6ZSR0,CYP51 (S. cerevisiae),"(3~{S})-1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",5EAB,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0082,02,A6ZSR0,CYP51 (S. cerevisiae),"(3~{R})-1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",5EAC,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative enantiomer is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0083,02,A6ZSR0,CYP51 (S. cerevisiae),"(2~{S})-2-(1-chloranylcyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",5EAD,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0084,02,A6ZSR0,CYP51 (S. cerevisiae),"(2~{R})-2-(1-chloranylcyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",5EAE,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative enantiomer is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0085,02,A6ZSR0,CYP51 (S. cerevisiae),"3-(2,4-dichlorophenyl)-6-fluoranyl-2-(1,2,4-triazol-1-yl)quinazolin-4-one",5EAF,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole-quinazolinone is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0086,02,A6ZSR0,CYP51 (S. cerevisiae),Prochloraz,5EAG,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Prochloraz is a type-II imidazole fungicide. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0087,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{S},4~{S})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0088,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{R},4~{S})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative stereoisomer is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0089,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{R},4~{R})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative stereoisomer is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0090,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{S},4~{R})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Triazole derivative stereoisomer is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0091,02,A6ZSR0,CYP51 (S. cerevisiae),"2-[(2R)-butan-2-yl]-4-{4-[4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]phenyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",5ESG,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Itraconazole is a type-II azole inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0092,02,A6ZSR0,CYP51 (S. cerevisiae),"2-(2,4-DIFLUOROPHENYL)-1,3-DI(1H-1,2,4-TRIAZOL-1-YL)PROPAN-2-OL",5ESM,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Fluconazole is a type-II triazole inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0093,02,A6ZSR0,CYP51 (S. cerevisiae),Voriconazole,5HS1,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Voriconazole is a type-II triazole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0094,02,A6ZSR0,CYP51 (S. cerevisiae),"(R)-2-(2,4-Difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-(5-(4-(2,2,2-trifluoroethoxy)phenyl)pyridin-2-yl)propan-2-ol",5UL0,product,INHIBITOR,HIGH,A,True,False,none,False,,"Tetrazole derivative is a type-II inhibitor, not a product. Original class 'product' was incorrect. INHIBITOR classification corrects this error."
REC_0095,02,A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),Abiraterone,4R20,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Abiraterone with Fe-N=1.92A is a type-II steroidal inhibitor. INHIBITOR classification is correct.
REC_0096,02,A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),MERCURY (II) ION,4R20,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Mercury ion is a heavy atom artifact used for phasing, not a substrate. EXCLUDE classification is correct."
REC_0097,02,A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),PROGESTERONE,4R21,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Progesterone is a substrate for CYP17A2 steroid 17alpha-hydroxylase. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0098,02,A9ERX9,P450_A9ERX9,MYRISTIC ACID,6GK6,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Myristic acid is a substrate for P450 fatty acid hydroxylases. SUBSTRATE classification is correct.
REC_0099,02,A9FDB7,P450_A9FDB7,PROGESTERONE,6F88,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Progesterone is a substrate for P450 steroid hydroxylases. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0100,02,B2HH81,P450_B2HH81,"2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",7TEF,product,EXCLUDE,HIGH,A,True,False,none,False,,"Bis-Tris is a buffer molecule, not a product. Original class 'product' was incorrect. EXCLUDE classification corrects this error."
REC_0101,02,B2HHT9,CYP124A1 (M. marinum sterol/terpenoid),"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl acetate",8FJO,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Farnesyl acetate is a substrate for CYP124A1 in terpenoid metabolism. SUBSTRATE classification is correct.
REC_0102,02,B2HHT9,CYP124A1 (M. marinum sterol/terpenoid),"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",8FKB,product,SUBSTRATE,HIGH,A,True,False,none,False,,"Farnesol can be both a product and a substrate for CYP124A1. Based on verification, SUBSTRATE classification is correct."
REC_0103,02,B2HHT9,CYP124A1 (M. marinum sterol/terpenoid),"(3beta,8alpha,9beta)-3-hydroxycholest-5-en-7-one",8GDI,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,7-ketocholesterol is a substrate for CYP124A1 in sterol metabolism. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0104,02,B2HI07,P450_B2HI07,"(8ALPHA,9BETA)-CHOLEST-4-EN-3-ONE",7SMZ,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Cholestenone is a substrate for mycobacterial P450 sterol metabolism enzymes. SUBSTRATE classification is correct.
REC_0105,02,B2HMF7,P450_B2HMF7,"(3E,5E)-6,10-dimethylundeca-3,5,9-trien-2-one",6BLD,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Dimethylundecatrienone is a terpenoid substrate for P450. SUBSTRATE classification is correct.
REC_0106,02,C0XPZ5,OleT-like (fatty acid decarboxylase),PALMITIC ACID,8W1J,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Palmitic acid is a substrate for OleT-like fatty acid decarboxylase. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0107,02,C0XPZ5,OleT-like (fatty acid decarboxylase),OLEIC ACID,8W1K,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Oleic acid is a substrate for OleT-like fatty acid decarboxylase. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0108,02,C4L2G9,P450_C4L2G9,MYRISTIC ACID,5YHJ,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Myristic acid is a substrate for P450 fatty acid hydroxylases. SUBSTRATE classification is correct.
REC_0109,02,C7SFP5,P450_C7SFP5,FE2/S2 (INORGANIC) CLUSTER,6KBH,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Fe2-S2 cluster is a cofactor, not a substrate. EXCLUDE classification is correct."
REC_0110,02,C9ZDC6,P450_C9ZDC6,TRYPTOPHAN,4TPO,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Tryptophan is a substrate for P450 in indole alkaloid biosynthesis. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0111,02,D0Q1H3,P450_D0Q1H3,OCTANOIC ACID (CAPRYLIC ACID),8B2P,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Octanoic acid (C8 fatty acid) is a substrate for P450 fatty acid hydroxylases. SUBSTRATE classification is correct.
REC_0112,02,D3Y1J3,P450_D3Y1J3,"(3E)-3-{(2E,4E,6R)-1-hydroxy-4-methyl-6-[(1R,3R,4S,5R)-1,4,8-trimethyl-2,9-dioxabicyclo[3.3.1]non-7-en-3-yl]hepta-2,4-dien-1-ylidene}-2H-pyrrole-2,4(3H)-dione",6XA2,product,PRODUCT,HIGH,A,True,False,none,False,,Spirotetronate product from P450-catalyzed biosynthesis. Original class was 'product'. PRODUCT classification is correct.
REC_0113,02,D5DF35,P450_D5DF35,OXYGEN MOLECULE,7ZZL,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Molecular oxygen is a co-substrate for P450 catalysis, not a substrate to be classified. EXCLUDE classification is correct."
REC_0114,02,D5DF88,CYP109A2 (P. megaterium),HEXANOIC ACID,8ABR,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Hexanoic acid (C6 fatty acid) is a substrate for CYP109A2. SUBSTRATE classification is correct.
