uniprot_id,organism_name,organism_id,lineage,category,subcategory,is_bia_related
A0A1D6GQ67,Zea mays (Maize),4577,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Andropogonodae (no rank), Andropogoneae (tribe), Tripsacinae (subtribe), Zea (genus)",Plants_Other,Other plants,False
A0A1D6HSP4,Zea mays (Maize),4577,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Andropogonodae (no rank), Andropogoneae (tribe), Tripsacinae (subtribe), Zea (genus)",Plants_Other,Other plants,False
A0A1I9Q5Z0,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),94286,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Campanulaceae (family), Platycodon (genus)",Plants_Other,Other plants,False
A0A1J1DVP9,Chamberlinius hualienensis,1551368,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Myriapoda (subphylum), Diplopoda (class), Helminthomorpha (subclass), Polydesmida (order), Paradoxosomatidae (family), Chamberlinius (genus)",Other_Animals,Other animals,False
A0A1J6JQE7,Nicotiana attenuata (Coyote tobacco),49451,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Nicotianoideae (subfamily), Nicotianeae (tribe), Nicotiana (genus)",Plants_Other,Other plants,False
A0A1L7NT18,Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu),55188,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Sapindales (order), Rutaceae (family), Aurantioideae (subfamily), Citrus (genus)",Plants_Other,Other plants,False
A0A1L7NXK5,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),74613,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Fabales (order), Fabaceae (family), Papilionoideae (subfamily), 50 kb inversion clade (clade), NPAAA clade (clade), Hologalegina (clade), IRL clade (clade), Galegeae (tribe), Glycyrrhiza (genus)",Plants_Other,Other plants,False
A0A1P8NQJ7,Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus),9483,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Platyrrhini (parvorder), Cebidae (family), Callitrichinae (subfamily), Callithrix (genus), Callithrix (subgenus)",Mammals,Other mammals,False
A0A1P8W705,Eleutherococcus senticosus,82096,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Apiales (order), Apiineae (suborder), Araliaceae (family), Eleutherococcus (genus)",Plants_Other,Other plants,False
A0A1S5T865,Camellia sinensis var. sinensis,542762,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), Ericales (order), Theaceae (family), Camellia (genus), Camellia sinensis (species)",Plants_Other,Other plants,False
A0A1U7Q8W9,Mesocricetus auratus (Golden hamster),10036,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Cricetidae (family), Cricetinae (subfamily), Mesocricetus (genus)",Mammals,Other mammals,False
A0A1U7Q986,Mesocricetus auratus (Golden hamster),10036,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Cricetidae (family), Cricetinae (subfamily), Mesocricetus (genus)",Mammals,Other mammals,False
A0A1U7Z269,Nelumbo nucifera (Sacred lotus),4432,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Proteales (order), Nelumbonaceae (family), Nelumbo (genus)",Plants_Other,Other plants,False
A0A1V1FHP8,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),94286,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Campanulaceae (family), Platycodon (genus)",Plants_Other,Other plants,False
A0A1W6S9Y7,Chelidonium majus (Greater celandine),71251,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Ranunculales (order), Papaveraceae (family), Papaveroideae (subfamily), Chelidonium (genus)",Plants_BIA,Ranunculales/BIA-producing,True
A0A1Z2R7G8,Plagiochasma appendiculatum,157224,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Marchantiophyta (clade), Marchantiopsida (class), Marchantiidae (subclass), Marchantiales (order), Aytoniaceae (family), Plagiochasma (genus)",Plants_Other,Other plants,False
A0A1Z2R7G9,Marchantia paleacea (Liverwort),56867,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Marchantiophyta (clade), Marchantiopsida (class), Marchantiidae (subclass), Marchantiales (order), Marchantiaceae (family), Marchantia (genus)",Plants_Other,Other plants,False
A0A218NGS0,Rauvolfia serpentina (Serpentine wood) (Ophioxylon serpentinum),4060,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Gentianales (order), Apocynaceae (family), Rauvolfioideae (subfamily), Vinceae (tribe), Rauvolfiinae (subtribe), Rauvolfia (genus)",Plants_Other,Other plants,False
A0A240FWB3,Chelidonium majus (Greater celandine),71251,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Ranunculales (order), Papaveraceae (family), Papaveroideae (subfamily), Chelidonium (genus)",Plants_BIA,Ranunculales/BIA-producing,True
A0A240FWB4,Chelidonium majus (Greater celandine),71251,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Ranunculales (order), Papaveraceae (family), Papaveroideae (subfamily), Chelidonium (genus)",Plants_BIA,Ranunculales/BIA-producing,True
A0A286LD89,Melipona scutellaris,263364,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Hymenoptera (order), Apocrita (suborder), Aculeata (infraorder), Apoidea (superfamily), Anthophila (clade), Apidae (family), Apinae (subfamily), Meliponini (tribe), Melipona (genus)",Other_Animals,Insects,False
A0A2C9DK12,Epicauta chinensis,941254,"cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Coleoptera (order), Polyphaga (suborder), Cucujiformia (infraorder), Tenebrionoidea (superfamily), Meloidae (family), Meloinae (subfamily), Epicauta (genus)",Other_Animals,Insects,False
A0A2H4DGV8,Inula hupehensis (Inula helianthus-aquatilis subsp. hupehensis),1805964,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Asteraceae (family), Asteroideae (subfamily), Inuleae (tribe), Inulinae (subtribe), Inula (genus)",Plants_Other,Other plants,False
A0A2Z4I2V7,Lycoris radiata (Hurricane lily) (Red spiderlily),228395,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), Asparagales (order), Amaryllidaceae (family), Amaryllidoideae (subfamily), Lycoris (genus)",Plants_Other,Other plants,False
A0A396GRS7,Medicago truncatula (Barrel medic) (Medicago tribuloides),3880,"cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Fabales (order), Fabaceae (family), Papilionoideae (subfamily), 50 kb inversion clade (clade), NPAAA clade (clade), Hologalegina (clade), IRL clade (clade), Trifolieae (tribe), Medicago (genus)",Plants_Other,Other plants,False
