epoch,timestamp,lr,grad_norm,train_loss,val_loss,val_auc,val_aupr,val_auc_0,val_auc_1,val_auc_2,val_auc_3,val_auc_4,val_auc_5,val_auc_6,val_aupr_0,val_aupr_1,val_aupr_2,val_aupr_3,val_aupr_4,val_aupr_5,val_aupr_6
21,2026-04-14 22:45:07,4.00e-04,0.5733,0.133716,0.194263,0.907902,0.549414,0.907902,,,,,,,0.549414,,,,,,
22,2026-04-14 22:46:15,4.00e-04,0.5311,0.121401,0.206507,0.911994,0.551335,0.911994,,,,,,,0.551335,,,,,,
23,2026-04-14 22:47:20,4.00e-04,0.5260,0.114843,0.189374,0.908347,0.567554,0.908347,,,,,,,0.567554,,,,,,
24,2026-04-14 22:48:22,4.00e-04,0.5476,0.103741,0.191190,0.916668,0.587410,0.916668,,,,,,,0.587410,,,,,,
25,2026-04-14 22:49:20,4.00e-04,0.5751,0.107272,0.213680,0.915179,0.579468,0.915179,,,,,,,0.579468,,,,,,
26,2026-04-14 22:50:21,4.00e-04,0.5848,0.099943,0.196433,0.908886,0.559974,0.908886,,,,,,,0.559974,,,,,,
27,2026-04-14 22:51:27,4.00e-04,0.5699,0.097010,0.202353,0.916495,0.594029,0.916495,,,,,,,0.594029,,,,,,
28,2026-04-14 22:52:35,4.00e-04,0.6141,0.096081,0.199371,0.918502,0.590226,0.918502,,,,,,,0.590226,,,,,,
29,2026-04-14 22:53:35,4.00e-04,0.6407,0.100296,0.201397,0.913482,0.575356,0.913482,,,,,,,0.575356,,,,,,
30,2026-04-14 22:54:35,4.00e-04,0.6224,0.085445,0.210619,0.919307,0.607508,0.919307,,,,,,,0.607508,,,,,,
31,2026-04-14 22:55:35,4.00e-04,0.5693,0.080753,0.194643,0.919803,0.606913,0.919803,,,,,,,0.606913,,,,,,
32,2026-04-14 22:56:34,4.00e-04,0.5907,0.077874,0.206867,0.920361,0.603505,0.920361,,,,,,,0.603505,,,,,,
33,2026-04-14 22:57:32,4.00e-04,0.5996,0.081991,0.212106,0.920654,0.608528,0.920654,,,,,,,0.608528,,,,,,
34,2026-04-14 22:58:31,4.00e-04,0.6654,0.074851,0.222765,0.922019,0.626387,0.922019,,,,,,,0.626387,,,,,,
35,2026-04-14 22:59:27,4.00e-04,0.5936,0.066844,0.215922,0.919352,0.593088,0.919352,,,,,,,0.593088,,,,,,
36,2026-04-14 23:00:27,4.00e-04,0.5624,0.069232,0.228845,0.919366,0.602065,0.919366,,,,,,,0.602065,,,,,,
37,2026-04-14 23:01:24,4.00e-04,0.6253,0.056925,0.235058,0.919413,0.585886,0.919413,,,,,,,0.585886,,,,,,
38,2026-04-14 23:02:22,4.00e-04,0.6561,0.062484,0.234384,0.915856,0.569617,0.915856,,,,,,,0.569617,,,,,,
39,2026-04-14 23:03:18,4.00e-04,0.6548,0.066660,0.240897,0.917156,0.569158,0.917156,,,,,,,0.569158,,,,,,
40,2026-04-14 23:04:18,4.00e-04,inf,0.071211,0.227950,0.917761,0.580227,0.917761,,,,,,,0.580227,,,,,,
41,2026-04-14 23:05:16,4.00e-04,0.6734,0.065590,0.231080,0.921134,0.614925,0.921134,,,,,,,0.614925,,,,,,
42,2026-04-14 23:06:16,4.00e-04,0.6092,0.058313,0.246388,0.919088,0.624204,0.919088,,,,,,,0.624204,,,,,,
43,2026-04-14 23:07:17,2.00e-04,0.5072,0.041828,0.242171,0.923118,0.600869,0.923118,,,,,,,0.600869,,,,,,
44,2026-04-14 23:08:17,2.00e-04,0.5055,0.031817,0.256282,0.925033,0.651016,0.925033,,,,,,,0.651016,,,,,,
45,2026-04-14 23:09:18,2.00e-04,0.4645,0.030731,0.269857,0.922619,0.632648,0.922619,,,,,,,0.632648,,,,,,
46,2026-04-14 23:10:18,2.00e-04,0.4802,0.033113,0.277872,0.922325,0.639014,0.922325,,,,,,,0.639014,,,,,,
47,2026-04-14 23:11:20,2.00e-04,0.4674,0.027624,0.291656,0.922211,0.636984,0.922211,,,,,,,0.636984,,,,,,
48,2026-04-14 23:12:21,2.00e-04,0.5348,0.029381,0.281626,0.923686,0.635392,0.923686,,,,,,,0.635392,,,,,,
49,2026-04-14 23:13:21,2.00e-04,0.4571,0.028250,0.293727,0.921932,0.636053,0.921932,,,,,,,0.636053,,,,,,
50,2026-04-14 23:14:22,2.00e-04,0.5639,0.028532,0.291729,0.921689,0.640046,0.921689,,,,,,,0.640046,,,,,,
51,2026-04-14 23:15:19,2.00e-04,0.5315,0.029592,0.278317,0.921091,0.604445,0.921091,,,,,,,0.604445,,,,,,
52,2026-04-14 23:16:17,2.00e-04,0.5716,0.023257,0.302093,0.922295,0.612191,0.922295,,,,,,,0.612191,,,,,,
53,2026-04-14 23:17:16,1.00e-04,0.4517,0.019546,0.311292,0.922638,0.622348,0.922638,,,,,,,0.622348,,,,,,
54,2026-04-14 23:18:16,1.00e-04,0.3834,0.014530,0.320111,0.923567,0.634722,0.923567,,,,,,,0.634722,,,,,,
55,2026-04-14 23:19:14,1.00e-04,0.3656,0.016485,0.321194,0.923361,0.646253,0.923361,,,,,,,0.646253,,,,,,
56,2026-04-14 23:20:14,1.00e-04,0.4222,0.017904,0.327593,0.923418,0.637250,0.923418,,,,,,,0.637250,,,,,,
57,2026-04-14 23:21:14,1.00e-04,0.3512,0.011381,0.344577,0.922129,0.636496,0.922129,,,,,,,0.636496,,,,,,
58,2026-04-14 23:22:14,1.00e-04,0.3568,0.013654,0.339642,0.922260,0.640437,0.922260,,,,,,,0.640437,,,,,,
