enzyme,reaction,label,ecnumber,difficulty,fake_ecnumber,structure_index
73,8,0,1.14.14.1; 1.6.2.4,-1,/,-1
74,8,0,1.14.14.1/1.6.2.4,-1,,-1
75,8,0,1.14.14.1/1.6.2.4,-1,/,-1
82,8,1,1.14.14.1; 1.6.2.4,0,,-1
84,8,0,1.14.14.1/1.6.2.4,-1,/,-1
89,8,0,4.2.1.152,-1,,-1
113,8,1,1.14.14.1/1.6.2.4,0,,-1
114,8,1,1.14.14.1/1.6.2.4,0,,-1
120,8,0,1.14.14.1; 4.2.1.152,-1,,-1
125,8,0,1.14.14.1,-1,,-1
132,8,0,1.14.13.n7; 1.14.14.1,-1,,-1
137,8,0,1.14.14.1,-1,,-1
152,8,0,1.14.14.1,3,1.14.14.58,-1
164,8,0,1.14.14.1,-1,/,-1
170,8,0,1.14.14.1/1.6.2.4,-1,/,-1
192,8,0,1.14.14.1,3,1.14.14.-,-1
194,8,0,1.14.14.1,-1,,-1
201,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,1,1.-.-.-,-1
230,8,0,1.14.14.1,-1,,-1
238,8,0,1.14.14.B9,1,1.-.-.-,-1
246,8,0,1.14.14.1/1.6.2.4,3,1.14.14.168,-1
267,8,0,1.14.14.1,-1,,-1
270,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
281,8,0,1.14.14.1; 1.6.2.4,2,1.14.20.5,-1
352,8,0,1.14.14.56,-1,,-1
382,8,0,1.14.14.1; 1.6.2.4,-1,,-1
407,8,0,1.14.14.1,-1,,-1
411,8,0,1.14.14.B9,-1,,-1
412,8,0,1.14.14.1,-1,,-1
417,8,0,1.14.14.80,3,1.14.14.-; 1.14.14.126,-1
434,8,0,1.14.14.1,3,1.14.14.-,-1
467,8,0,1.14.14.1,-1,,-1
472,8,0,1.14.14.1/1.6.2.4,2,1.14.19.67,-1
475,8,0,1.14.14.1/1.6.2.4,3,1.14.14.102,-1
490,8,0,1.14.14.1; 1.6.2.4,2,1.14.13.189,-1
515,8,0,1.14.14.51,-1,,-1
526,8,0,1.14.14.1,3,1.14.14.148,-1
560,8,0,,-1,,-1
562,8,0,1.14.14.1/1.6.2.4,-1,,-1
572,8,0,1.14.14.1/1.6.2.4,-1,,-1
587,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.137,-1
590,8,0,1.14.14.1,2,1.14.19.8,-1
608,8,0,1.14.14.1,-1,,-1
628,8,0,1.14.14.1,3,1.14.14.-,-1
629,8,0,1.14.14.1/1.6.2.4,3,1.14.14.126,-1
637,8,0,1.14.14.94,1,1.-.-.-; 1.13.11.-; 1.13.11.62,-1
651,8,1,1.14.14.1/1.6.2.4,0,,-1
656,8,1,1.14.14.1/1.6.2.4,0,,-1
664,8,0,1.14.14.1/1.6.2.4,3,1.14.14.120,-1
665,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.-,-1
669,8,0,1.14.14.56,3,1.14.14.178,-1
671,8,0,1.14.14.1,2,1.14.19.79,-1
672,8,0,/,-1,,-1
682,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.163,-1
684,8,0,1.14.19.68,-1,,-1
689,8,0,1.14.14.1,1,1.-.-.-,-1
690,8,1,1.14.14.1/1.6.2.4,0,,-1
694,8,0,1.14.14.1,-1,,-1
702,8,0,1.14.14.1,3,1.14.14.120,-1
713,8,0,1.14.14.1,-1,/,-1
727,8,1,1.14.14.1; 1.6.2.4,0,,-1
734,8,0,1.14.14.1,3,1.14.14.80,-1
741,8,0,1.14.14.51,2,1.14.15.18,-1
747,8,0,1.14.14.1; 4.2.1.152,-1,,-1
749,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,-1,,-1
756,8,0,1.14.14.1/1.6.2.4,-1,,-1
758,8,0,1.14.14.1/1.6.2.4,2,1.14.19.41,-1
762,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.45,-1
767,8,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
772,8,0,1.14.14.1; 1.6.2.4,2,1.14.15.33,-1
786,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.32,-1
788,8,1,1.14.14.1; 4.2.1.152,0,,-1
793,8,1,1.14.14.24,0,,-1
809,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.188,-1
819,8,0,1.14.14.1/1.6.2.4,1,1.-.-.-,-1
826,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.154,-1
827,8,1,1.14.14.1,0,,-1
838,8,1,1.14.14.1; 1.6.2.4,0,,-1
839,8,1,1.14.14.1,0,,-1
841,8,0,1.14.14.1/1.6.2.4,2,1.14.15.4,-1
857,8,1,1.14.14.1,0,,-1
862,8,1,1.14.14.1,0,,-1
875,8,1,1.14.14.51,0,,-1
882,8,0,4.2.1.152,0,1.14.19.66,-1
889,8,0,1.14.14.1,-1,,-1
899,8,1,1.14.14.1,0,,-1
908,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.154,-1
912,8,1,1.14.14.B9,0,,-1
918,8,0,1.14.14.1/1.6.2.4,-1,,-1
926,8,0,1.14.14.1/1.6.2.4,2,1.14.15.29,-1
936,8,1,1.14.14.80,0,,-1
938,8,0,1.14.14.1/1.6.2.4,3,1.14.14.1,-1
947,8,1,1.14.14.94,0,,-1
948,8,0,1.14.14.24,2,1.14.15.16,-1
949,8,0,1.14.14.1,3,1.14.14.154,-1
954,8,1,1.14.14.1; 1.6.2.4,0,,-1
982,8,1,1.14.14.1; 4.2.1.152,0,,-1
994,8,0,1.14.14.1; 1.6.2.4,-1,,-1
1004,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1020,8,0,1.14.14.78,3,1.14.14.32,-1
1022,8,0,1.14.14.1,3,1.14.14.81,-1
1027,8,0,1.14.14.94,-1,,-1
1041,8,0,1.14.14.1; 1.6.2.4,3,1.14.14.109,-1
1055,8,0,1.14.14.1,3,1.14.14.156,-1
1065,8,0,1.14.14.1,-1,/,-1
1107,8,1,4.2.1.152,0,,-1
1110,8,1,1.14.14.1,0,,-1
1131,8,0,1.14.14.82,-1,,-1
1132,8,0,1.14.14.1,3,1.14.14.141,-1
1139,8,1,1.14.14.1,0,,-1
1142,8,0,1.14.14.1,3,1.14.14.176,-1
1149,8,0,1.14.14.1,3,1.14.14.41,-1
1157,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,3,1.14.14.79,-1
1165,8,0,1.14.14.1,3,1.14.14.82,-1
1174,8,0,1.14.14.1; 4.2.1.152,3,1.14.14.154,-1
1191,8,0,1.14.14.1,-1,/,-1
1195,8,0,1.14.14.1,3,1.14.14.-,-1
1202,8,0,1.14.14.1/1.6.2.4,3,1.14.14.154,-1
1217,8,0,1.14.14.1,3,1.14.14.-,-1
1223,8,0,1.14.14.1,-1,/,-1
1264,8,0,1.14.14.94,-1,,-1
1266,8,0,1.14.14.1,3,1.14.14.107,-1
1271,8,1,1.14.14.1,0,,-1
1283,8,0,1.14.14.1,0,4.2.1.121,-1
1286,8,0,1.14.14.1,3,1.14.14.82,-1
1296,8,1,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,0,,-1
1302,8,0,1.14.14.1,-1,,-1
1304,8,0,1.14.14.1; 4.2.1.152,0,4.2.1.92,-1
1328,8,0,1.14.14.1,2,1.14.15.44,-1
1333,8,0,1.14.14.1,3,1.14.14.154,-1
1397,8,0,1.14.14.1,-1,,-1
1404,8,0,1.14.14.1,-1,,-1
1443,8,0,1.14.14.1; 1.14.14.130,-1,,-1
1444,8,0,1.14.14.1,-1,,-1
1454,8,0,1.14.14.1,3,1.14.14.-,-1
1463,8,0,1.14.14.1,-1,,-1
1464,8,0,1.14.14.1,-1,,-1
1474,8,0,1.14.14.1,-1,,-1
1478,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1480,8,0,1.14.14.1,-1,,-1
1481,8,0,1.14.14.1,-1,,-1
1485,8,0,1.14.14.1,-1,,-1
1491,8,0,1.14.14.1,-1,,-1
1492,8,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
1493,8,0,1.14.14.1,-1,,-1
1509,8,0,1.14.14.1/1.6.2.4,-1,,-1
1512,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1513,8,0,1.14.14.51,-1,,-1
1528,8,0,1.14.14.1,-1,,-1
1537,8,0,1.14.14.1,-1,,-1
1547,8,0,1.14.14.1,-1,,-1
1550,8,0,1.14.14.1; 4.2.1.152,-1,,-1
1561,8,0,1.14.13.n7; 1.14.14.1,-1,,-1
1575,8,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,-1,,-1
1585,8,0,1.14.14.1/1.6.2.4,-1,,-1
1605,8,0,1.14.14.1/1.6.2.4,-1,,-1
51,9,0,1.-.-.-,-1,,-1
53,9,0,1.14.19.76,2,1.14.14.1/1.6.2.4,-1
113,9,0,1.14.14.1/1.6.2.4,-1,,-1
171,9,0,1.14.19.76,-1,/,-1
179,9,0,1.14.14.126,-1,,-1
250,9,0,1.-.-.-,-1,,-1
278,9,0,1.14.19.76,-1,,-1
349,9,0,1.14.14.162,-1,,-1
384,9,0,1.14.19.76,2,1.14.14.-,-1
454,9,0,1.14.14.162,0,4.2.1.92,-1
646,9,0,1.14.19.76,1,1.-.-.-,-1
734,9,0,1.14.19.76,2,1.14.14.80,-1
838,9,0,1.14.14.1; 1.6.2.4,-1,,-1
907,9,1,1.14.14.162,0,,-1
921,9,0,1.14.14.-,-1,,-1
929,9,0,1.14.19.70,-1,,-1
960,9,1,1.14.19.76,0,,-1
987,9,0,1.14.14.114,-1,,-1
1003,9,0,/,-1,,-1
1032,9,0,1.14.19.76,-1,,-1
1172,9,0,1.14.14.162,0,4.2.1.92,-1
1493,9,0,,-1,,-1
1599,9,0,,-1,,-1
28,10,0,1.14.14.82,-1,/,-1
318,10,0,1.14.14.82,-1,/,-1
497,10,0,1.14.14.82,-1,,-1
600,10,0,1.14.14.82,1,1.-.-.-,-1
638,10,0,1.14.14.82,-1,,-1
642,10,0,1.14.14.82,-1,,-1
765,10,0,1.14.14.82,-1,,-1
838,10,0,1.14.14.1; 1.6.2.4,-1,,-1
1165,10,1,1.14.14.82,0,,-1
1339,10,0,1.14.14.82,-1,,-1
1575,10,0,1.14.14.82,-1,,-1
1613,10,0,1.14.14.82,-1,,-1
387,11,0,1.14.14.81,-1,,-1
532,11,0,1.14.14.81,-1,,-1
664,11,0,1.14.14.81,3,1.14.14.120,-1
687,11,0,1.14.14.126,-1,,-1
725,11,1,1.14.14.81,0,,-1
788,11,0,1.14.14.1; 4.2.1.152,-1,,-1
832,11,0,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,-1,,-1
834,11,0,1.14.14.81,3,1.14.14.1,-1
838,11,0,1.14.14.1; 1.6.2.4,-1,,-1
857,11,0,1.14.14.1,-1,,-1
877,11,0,4.2.1.152; 5.3.99.5,-1,,-1
885,11,1,1.14.14.81,0,,-1
1528,11,0,1.14.14.81,-1,,-1
268,12,0,1.14.14.90,-1,/,-1
328,12,0,1.14.14.90,3,1.14.14.-,-1
554,12,0,1.14.14.90,3,1.14.14.-,-1
838,12,0,1.14.14.1; 1.6.2.4,-1,,-1
1219,12,0,,-1,,-1
1431,12,0,,-1,,-1
1508,12,0,,-1,,-1
52,13,0,1.14.14.80,-1,,-1
187,13,0,1.14.14.80,1,1.-.-.-,-1
206,13,0,1.14.14.177,-1,,-1
274,13,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
312,13,0,1.14.14.177,-1,,-1
313,13,0,1.14.15.3,2,1.14.14.-,-1
349,13,0,1.14.14.177,-1,,-1
362,13,0,1.14.14.80,-1,,-1
412,13,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,-1,,-1
436,13,0,1.14.14.80,3,1.14.14.1,-1
474,13,0,1.14.14.80,2,1.14.19.65,-1
508,13,1,1.14.14.80,0,,-1
517,13,0,1.14.14.80,-1,,-1
554,13,0,1.14.14.80,3,1.14.14.-,-1
578,13,0,1.14.15.3,-1,,-1
677,13,0,1.14.14.80,3,1.14.14.50,-1
720,13,0,1.14.14.80,1,1.-.-.-,-1
735,13,0,1.14.14.80,-1,,-1
788,13,0,1.14.14.80,3,1.14.14.1; 4.2.1.152,-1
833,13,0,1.14.14.80,3,1.14.14.32,-1
846,13,0,1.14.14.80,3,1.14.14.-,-1
858,13,1,1.14.14.80,0,,-1
890,13,0,1.14.14.80,2,1.14.13.154,-1
895,13,0,1.14.14.80,3,1.14.14.94,-1
926,13,0,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,2,1.14.15.29,-1
936,13,1,1.14.14.80,0,,-1
942,13,0,1.14.15.8,-1,,-1
1069,13,0,1.14.14.80,-1,/,-1
1123,13,0,1.14.14.80,3,1.14.14.38; 1.14.14.39,-1
1134,13,0,1.14.14.80,1,1.13.11.60; 5.4.4.5,-1
1161,13,0,1.14.14.80,3,1.14.14.82,-1
1215,13,0,1.14.14.80,-1,,-1
1296,13,1,1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,0,,-1
1317,13,0,1.14.14.-; 1.14.14.147,-1,,-1
1408,13,0,1.14.14.80,-1,,-1
1410,13,0,,-1,,-1
1411,13,0,1.14.14.177,-1,,-1
1455,13,0,1.14.14.80,3,1.14.14.150,-1
1477,13,0,1.14.14.80,-1,,-1
1603,13,0,1.14.14.80,-1,,-1
1611,13,0,1.14.14.80,-1,,-1
451,14,0,,-1,,-1
603,14,0,,-1,,-1
761,14,0,1.14.14.178,-1,,-1
838,14,0,1.14.14.1; 1.6.2.4,-1,,-1
954,14,0,1.14.14.1; 1.6.2.4,-1,,-1
1297,14,0,1.14.14.1,-1,,-1
1302,14,0,1.14.14.80,-1,,-1
1484,14,0,1.14.14.80,-1,,-1
1499,14,0,,-1,,-1
1584,14,0,1.14.14.80,-1,,-1
37,15,0,1.14.15.1,1,1.-.-.-,-1
72,15,0,1.14.15.1,-1,/,-1
186,15,0,1.-.-.-,-1,,-1
206,15,0,,-1,,-1
477,15,0,/,-1,,-1
560,15,0,1.14.15.1,-1,,-1
675,15,0,1.14.14.154,-1,,-1
739,15,0,1.11.2.4,-1,,-1
779,15,1,1.14.15.1,0,,-1
1085,15,0,1.14.-.-,-1,,-1
1182,15,0,1.14.15.1,-1,,-1
1404,15,0,,-1,,-1
139,16,0,,-1,,-1
324,16,0,5.3.99.4,-1,,-1
496,16,0,1.14.14.133,2,1.14.19.65,-1
838,16,0,1.14.14.1; 1.6.2.4,-1,,-1
948,16,0,1.14.15.16,-1,,-1
1007,16,0,1.14.15.1,-1,,-1
1083,16,0,1.14.15.1,2,1.14.14.23,-1
1218,16,1,1.14.14.133,0,,-1
1240,16,0,1.14.14.-; 1.14.14.179; 1.14.14.180,-1,,-1
1487,16,0,1.14.14.133,-1,,-1
1517,16,0,1.14.14.133,-1,,-1
1520,16,0,1.14.15.1,-1,,-1
44,17,0,4.2.1.92,0,1.14.14.83,-1
46,17,0,,-1,,-1
96,17,0,1.14.14.82,-1,,-1
303,17,0,4.2.1.92,0,1.-.-.-,-1
387,17,0,,-1,,-1
632,17,0,4.2.1.92,0,1.14.14.25,-1
697,17,1,4.2.1.92,0,,-1
852,17,0,1.14.15.22/1.14.-.-/1.14.-.-,-1,,-1
959,17,0,4.2.1.92,0,1.14.14.111,-1
988,17,0,4.2.1.92,0,1.14.19.41,-1
1146,17,0,4.2.1.92,0,1.14.14.90,-1
1328,17,0,,-1,1.14.15.44,-1
1354,17,0,4.2.1.92,0,1.13.11.60; 5.4.4.6,-1
1361,17,0,4.2.1.92,0,1.14.14.134,-1
1380,17,0,1.14.14.1/1.14.14.130/1.6.2.4,-1,,-1
210,18,0,,-1,,-1
423,18,0,1.14.15.28,-1,,-1
634,18,0,1.14.14.1; 4.2.1.152,3,1.14.14.168,-1
734,18,0,1.14.14.80,-1,,-1
767,18,0,,-1,,-1
838,18,0,1.14.14.1; 1.6.2.4,-1,,-1
1115,18,0,1.14.15.1,-1,,-1
1450,18,0,1.14.14.161,-1,,-1
54,19,0,1.14.14.-; 1.14.14.175; 1.14.14.60,-1,,-1
95,19,0,,-1,,-1
816,19,0,1.14.99.59,-1,,-1
1277,19,1,1.14.-.-,0,,-1
1318,19,0,1.14.-.-,-1,,-1
157,20,0,1.14.14.-; 1.14.14.61,-1,,-1
214,20,0,,-1,,-1
258,20,0,,-1,,-1
620,20,0,1.14.15.37,-1,,-1
779,20,0,1.14.15.37,3,1.14.15.1,-1
862,20,0,1.14.14.1,-1,,-1
946,20,0,1.14.15.16,-1,,-1
947,20,0,1.14.14.94,-1,,-1
1160,20,1,1.14.15.37,0,,-1
1367,20,0,1.14.15.37,-1,,-1
1471,20,0,1.14.15.37,-1,,-1
1606,20,0,,-1,,-1
15,21,0,1.14.14.44,-1,,-1
25,21,0,,-1,,-1
154,21,0,1.14.14.59,-1,,-1
239,21,0,1.-.-.-,-1,,-1
258,21,1,,0,,-1
276,21,0,,-1,,-1
297,21,0,1.14.14.126,-1,,-1
562,21,0,,-1,,-1
698,21,0,1.14.14.126,-1,,-1
861,21,0,1.7.2.5,-1,,-1
906,21,0,1.14.14.90,-1,,-1
954,21,0,1.14.14.1; 1.6.2.4,-1,,-1
1081,21,0,,-1,1.14.14.81,-1
1589,21,0,,-1,,-1
166,22,0,1.14.14.1,-1,/,-1
776,22,1,1.14.14.1,0,,-1
788,22,0,1.14.14.1; 4.2.1.152,-1,,-1
838,22,0,1.14.14.1; 1.6.2.4,-1,,-1
909,22,0,1.14.14.1,-1,,-1
928,22,0,1.14.15.14; 1.14.15.28,-1,,-1
936,22,0,1.14.14.80,-1,,-1
1556,22,0,1.14.14.1,-1,,-1
357,23,0,1.14.14.154,-1,,-1
459,23,0,1.14.15.8,-1,,-1
640,23,0,1.14.14.56,1,1.-.-.-,-1
653,23,0,1.14.14.1/1.6.2.4,-1,,-1
716,23,0,1.7.2.5,1,1.14.14.154,-1
762,23,0,1.14.14.45,-1,,-1
794,23,1,1.14.14.56,0,,-1
817,23,0,1.14.15.8,2,1.14.14.-,-1
942,23,1,1.14.15.8,0,,-1
1014,23,0,,-1,,-1
1252,23,0,4.2.1.92,-1,,-1
1273,23,0,1.7.2.5,1,1.14.14.94,-1
1318,23,0,1.14.14.16,-1,,-1
1342,23,0,1.14.14.56,3,1.14.14.102,-1
1583,23,0,1.14.14.56,-1,,-1
1620,23,0,,-1,,-1
204,24,0,1.14.14.1; 1.6.2.4,3,1.14.14.126,-1
252,24,0,1.14.14.1,-1,,-1
254,24,0,1.-.-.-,-1,,-1
307,24,0,1.-.-.-,-1,,-1
561,24,0,1.14.14.1; 1.6.2.4,-1,,-1
795,24,0,1.14.14.16,-1,,-1
838,24,1,1.14.14.1; 1.6.2.4,0,,-1
1016,24,0,,-1,,-1
1056,24,0,1.14.14.145,-1,,-1
1118,24,0,,-1,,-1
1204,24,0,,-1,,-1
1332,24,0,1.14.14.1; 1.6.2.4,3,1.14.14.1,-1
1351,24,0,1.14.14.1; 1.6.2.4,3,1.14.14.164,-1
25,25,0,,-1,,-1
630,25,1,,0,,-1
696,25,0,,-1,1.14.14.B11,-1
794,25,0,1.14.14.56,-1,,-1
801,25,0,1.14.14.-,-1,,-1
838,25,0,1.14.14.1; 1.6.2.4,-1,,-1
1469,25,0,,-1,,-1
1498,25,0,,-1,,-1
11,26,0,1.14.14.1; 1.6.2.4,-1,,-1
258,26,0,,-1,,-1
510,26,0,1.14.14.80,-1,,-1
838,26,1,1.14.14.1; 1.6.2.4,0,,-1
858,26,0,1.14.14.80,-1,,-1
1076,26,0,1.14.14.1; 1.6.2.4,-1,,-1
1123,26,0,1.14.14.1; 1.6.2.4,3,1.14.14.38; 1.14.14.39,-1
1200,26,0,1.14.14.1; 1.6.2.4,-1,,-1
1360,26,0,1.14.14.1; 1.6.2.4,2,1.14.19.76,-1
1417,26,0,1.14.14.81,-1,,-1
1422,26,0,1.14.14.85,-1,,-1
1439,26,0,1.14.14.72,-1,,-1
1450,26,0,1.14.14.161,-1,,-1
131,27,0,,-1,,-1
360,27,0,,-1,,-1
623,27,0,1.14.14.98,-1,,-1
672,27,0,/,-1,,-1
719,27,0,,-1,,-1
