reaction,enzyme,label,structure_index,positive_reactions
23,15,0,231,23
25,11,0,587,25
17,5,1,491,17
20,5,0,383,20
6,8,0,332,6
18,17,0,629,18
5,2,0,434,5
37,16,0,430,37
20,13,0,391,20
16,5,0,563,16
29,3,0,291,29
22,5,0,203,22
17,17,0,503,17
18,16,0,628,18
24,7,1,241,24
1,4,0,112,1
36,0,1,648,36
5,14,0,446,5
22,0,0,198,22
30,5,0,365,30
13,7,1,277,13
24,3,0,237,24
35,2,0,254,35
33,4,0,184,33
14,7,1,61,14
7,15,0,537,7
6,12,0,336,6
16,3,1,561,16
26,0,1,594,26
17,15,0,501,17
26,12,0,606,26
0,3,0,129,0
10,15,0,321,10
31,16,0,16,31
14,14,0,68,14
37,0,1,414,37
13,2,0,272,13
24,2,0,236,24
20,8,1,386,20
13,11,0,281,13
12,17,0,413,12
24,8,0,242,24
14,16,0,70,14
31,7,0,7,31
12,11,0,407,12
22,4,0,202,22
34,15,0,645,34
34,2,0,632,34
13,5,0,275,13
17,8,1,494,17
30,13,0,373,30
23,8,0,224,23
9,5,0,509,9
14,15,0,69,14
13,4,0,274,13
37,17,0,431,37
26,7,0,601,26
3,8,0,98,3
6,4,0,328,6
33,12,0,192,33
1,8,1,116,1
6,2,0,326,6
23,2,0,218,23
30,11,0,371,30
26,15,0,609,26
25,8,1,584,25
3,5,0,95,3
33,2,0,182,33
14,13,0,67,14
36,8,0,656,36
17,2,0,488,17
5,7,1,439,5
0,14,0,140,0
26,5,0,599,26
0,4,0,130,0
35,3,0,255,35
17,7,0,493,17
20,4,0,382,20
10,13,0,319,10
12,4,0,400,12
13,15,0,285,13
37,8,1,422,37
29,2,0,290,29
16,15,0,573,16
4,0,0,18,4
4,12,0,30,4
18,2,0,614,18
6,15,0,339,6
3,15,0,105,3
23,17,0,233,23
3,2,0,92,3
37,13,0,427,37
4,16,0,34,4
25,14,0,590,25
18,14,0,626,18
7,4,0,526,7
10,16,0,322,10
35,12,0,264,35
12,5,0,401,12
24,5,0,239,24
36,4,0,652,36
5,5,1,437,5
12,0,1,396,12
1,0,0,108,1
23,0,0,216,23
31,11,0,11,31
20,16,0,394,20
36,14,0,662,36
12,8,1,404,12
13,0,0,270,13
16,2,0,560,16
20,7,1,385,20
23,14,0,230,23
5,4,0,436,5
16,14,0,572,16
29,7,1,295,29
14,5,0,59,14
9,8,1,512,9
16,17,1,575,16
26,3,0,597,26
18,0,1,612,18
18,3,1,615,18
35,17,0,269,35
29,5,0,293,29
1,17,0,125,1
4,11,0,29,4
12,16,1,412,12
17,14,0,500,17
29,17,0,305,29
30,2,0,362,30
3,3,0,93,3
13,17,0,287,13
35,4,0,256,35
0,12,0,138,0
37,14,0,428,37
14,0,0,54,14
34,11,0,641,34
20,3,0,381,20
34,12,0,642,34
24,15,0,249,24
30,17,0,377,30
9,11,0,515,9
34,3,0,633,34
33,8,0,188,33
35,5,0,257,35
25,17,0,593,25
