interaction_id,enzyme_id,compound_id,label,source,quality_tier,num_reactions,has_pmid,has_products
57,30,46,1,S3_P450Rdb,B,1,1,1
58,30,47,1,S3_P450Rdb,B,1,1,1
59,30,48,1,S3_P450Rdb,B,3,1,1
60,31,37,1,S3_P450Rdb,B,1,1,1
61,31,30,1,S3_P450Rdb,B,1,1,0
62,31,49,1,S3_P450Rdb,B,1,1,0
63,31,50,1,S3_P450Rdb,B,1,1,0
64,32,51,1,S3_P450Rdb,B,1,1,1
65,32,52,1,S3_P450Rdb,B,1,1,1
66,32,37,1,S3_P450Rdb,B,1,1,1
67,33,37,1,S3_P450Rdb,B,1,1,1
68,33,49,1,S3_P450Rdb,B,1,1,1
69,33,50,1,S3_P450Rdb,B,2,1,1
70,33,53,1,S3_P450Rdb,B,1,1,0
71,34,54,1,S3_P450Rdb,B,1,1,1
72,34,55,1,S3_P450Rdb,B,1,1,1
73,35,36,1,S3_P450Rdb,B,1,1,1
74,35,45,1,S3_P450Rdb,B,1,1,1
75,35,46,1,S3_P450Rdb,B,1,1,1
76,35,47,1,S3_P450Rdb,B,1,1,1
77,36,56,1,S3_P450Rdb,B,1,1,1
78,36,57,1,S3_P450Rdb,B,1,1,1
79,36,58,1,S3_P450Rdb,B,1,1,1
80,37,56,1,S3_P450Rdb,B,1,1,1
81,37,57,1,S3_P450Rdb,B,1,1,1
82,38,59,1,S3_P450Rdb,B,2,1,1
83,39,60,1,S3_P450Rdb,B,1,1,1
84,39,61,1,S3_P450Rdb,B,1,1,1
85,39,62,1,S3_P450Rdb,B,1,1,1
86,40,63,1,S3_P450Rdb,B,1,1,1
87,40,64,1,S3_P450Rdb,B,1,1,1
88,40,39,1,S3_P450Rdb,B,1,1,1
89,41,65,1,S3_P450Rdb,B,1,1,0
90,42,66,1,S3_P450Rdb,B,1,1,1
91,43,67,1,S3_P450Rdb,B,1,1,0
92,44,67,1,S3_P450Rdb,B,1,1,1
93,45,67,1,S3_P450Rdb,B,1,1,1
94,45,66,1,S3_P450Rdb,B,1,1,1
95,46,67,1,S3_P450Rdb,B,2,1,1
96,47,67,1,S3_P450Rdb,B,2,1,1
97,47,68,1,S3_P450Rdb,B,1,1,1
98,48,67,1,S3_P450Rdb,B,1,1,0
99,49,69,1,S3_P450Rdb,B,1,1,0
100,50,70,1,S3_P450Rdb,B,1,1,1
101,51,71,1,S3_P450Rdb,B,1,1,1
102,52,72,1,S3_P450Rdb,B,1,1,1
103,52,73,1,S3_P450Rdb,B,1,1,1
104,52,74,1,S3_P450Rdb,B,1,1,1
105,52,75,1,S3_P450Rdb,B,1,1,1
106,53,76,1,S3_P450Rdb,B,2,1,1
107,54,36,1,S3_P450Rdb,B,1,1,1
108,54,45,1,S3_P450Rdb,B,1,1,1
109,54,46,1,S3_P450Rdb,B,2,1,1
110,54,48,1,S3_P450Rdb,B,3,1,1
111,55,64,1,S3_P450Rdb,B,1,1,0
112,56,77,1,S3_P450Rdb,B,1,1,0
113,57,78,1,S3_P450Rdb,B,1,1,1
114,58,79,1,S3_P450Rdb,B,1,1,1
115,59,80,1,S3_P450Rdb,B,1,1,1
116,60,81,1,S3_P450Rdb,B,1,1,1
117,61,82,1,S3_P450Rdb,B,1,1,1
118,62,83,1,S3_P450Rdb,B,1,1,1
119,63,57,1,S3_P450Rdb,B,1,1,1
120,63,84,1,S3_P450Rdb,B,1,1,1
121,64,85,1,S3_P450Rdb,B,1,1,1
122,65,56,1,S3_P450Rdb,B,1,1,1
123,65,86,1,S3_P450Rdb,B,1,1,1
124,65,87,1,S3_P450Rdb,B,1,1,1
125,66,88,1,S3_P450Rdb,B,1,1,1
126,67,37,1,S3_P450Rdb,B,1,1,1
127,68,89,1,S3_P450Rdb,B,1,1,1
128,69,51,1,S3_P450Rdb,B,1,1,1
129,69,90,1,S3_P450Rdb,B,1,1,1
130,69,37,1,S3_P450Rdb,B,1,1,1
131,69,50,1,S3_P450Rdb,B,1,1,1
132,70,51,1,S3_P450Rdb,B,1,1,1
133,70,90,1,S3_P450Rdb,B,1,1,1
134,70,37,1,S3_P450Rdb,B,2,1,1
135,70,50,1,S3_P450Rdb,B,1,1,1
136,71,85,1,S3_P450Rdb,B,1,1,1
137,71,56,1,S3_P450Rdb,B,2,1,1
138,72,36,1,S3_P450Rdb,B,1,1,1
139,72,45,1,S3_P450Rdb,B,1,1,1
140,72,46,1,S3_P450Rdb,B,1,1,1
141,72,47,1,S3_P450Rdb,B,1,1,1
142,72,48,1,S3_P450Rdb,B,3,1,1
143,73,36,1,S3_P450Rdb,B,1,1,1
144,73,45,1,S3_P450Rdb,B,1,1,1
145,73,46,1,S3_P450Rdb,B,1,1,1
146,73,47,1,S3_P450Rdb,B,1,1,1
147,73,48,1,S3_P450Rdb,B,3,1,1
148,74,91,1,S3_P450Rdb,B,1,1,1
149,74,85,1,S3_P450Rdb,B,1,1,1
150,75,92,1,S3_P450Rdb,B,2,1,1
151,76,41,1,S3_P450Rdb,B,1,1,1
152,77,51,1,S3_P450Rdb,B,1,1,1
153,77,52,1,S3_P450Rdb,B,2,1,1
154,77,37,1,S3_P450Rdb,B,3,1,1
155,78,93,1,S3_P450Rdb,B,1,1,1
156,78,94,1,S3_P450Rdb,B,1,1,1
157,78,95,1,S3_P450Rdb,B,1,1,0
158,78,96,1,S3_P450Rdb,B,1,1,0
159,79,97,1,S3_P450Rdb,B,1,1,1
160,80,98,1,S3_P450Rdb,B,1,1,1
161,81,52,1,S3_P450Rdb,B,2,1,1
162,81,99,1,S3_P450Rdb,B,1,1,1
163,81,37,1,S3_P450Rdb,B,2,1,1
164,81,50,1,S3_P450Rdb,B,1,1,1
165,82,52,1,S3_P450Rdb,B,2,1,1
166,82,99,1,S3_P450Rdb,B,1,1,1
167,82,37,1,S3_P450Rdb,B,2,1,1
168,82,50,1,S3_P450Rdb,B,1,1,1
169,83,100,1,S3_P450Rdb,B,1,1,1
170,83,101,1,S3_P450Rdb,B,1,1,1
171,83,102,1,S3_P450Rdb,B,1,1,1
172,84,103,1,S3_P450Rdb,B,1,1,1
173,85,100,1,S3_P450Rdb,B,1,1,1
174,85,104,1,S3_P450Rdb,B,1,1,1
175,85,102,1,S3_P450Rdb,B,1,1,1
176,86,103,1,S3_P450Rdb,B,1,1,1
177,87,66,1,S3_P450Rdb,B,1,1,0
178,88,105,1,S3_P450Rdb,B,1,1,1
179,89,105,1,S3_P450Rdb,B,2,1,1
180,90,105,1,S3_P450Rdb,B,2,1,1
181,91,105,1,S3_P450Rdb,B,1,1,1
182,91,106,1,S3_P450Rdb,B,2,1,0
183,92,105,1,S3_P450Rdb,B,1,1,1
184,93,37,1,S3_P450Rdb,B,1,1,1
185,93,50,1,S3_P450Rdb,B,1,1,1
186,94,37,1,S3_P450Rdb,B,1,1,1
187,94,50,1,S3_P450Rdb,B,1,1,1
188,95,107,1,S3_P450Rdb,B,1,1,1
189,96,108,1,S3_P450Rdb,B,1,1,1
190,96,109,1,S3_P450Rdb,B,1,1,1
191,97,107,1,S3_P450Rdb,B,1,1,1
192,97,110,1,S3_P450Rdb,B,1,1,1
193,98,84,1,S3_P450Rdb,B,1,1,1
194,99,84,1,S3_P450Rdb,B,1,1,1
195,100,85,1,S3_P450Rdb,B,1,1,1
196,100,56,1,S3_P450Rdb,B,1,1,1
197,100,84,1,S3_P450Rdb,B,1,1,1
198,101,52,1,S3_P450Rdb,B,1,1,1
199,101,99,1,S3_P450Rdb,B,1,1,1
200,101,37,1,S3_P450Rdb,B,1,1,1
201,101,50,1,S3_P450Rdb,B,1,1,1
202,102,52,1,S3_P450Rdb,B,1,1,1
203,102,99,1,S3_P450Rdb,B,1,1,1
204,102,37,1,S3_P450Rdb,B,2,1,1
205,102,50,1,S3_P450Rdb,B,1,1,1
206,103,111,1,S3_P450Rdb,B,1,1,1
207,103,112,1,S3_P450Rdb,B,1,1,0
208,103,30,1,S3_P450Rdb,B,1,1,1
209,104,111,1,S3_P450Rdb,B,1,1,1
210,104,30,1,S3_P450Rdb,B,1,1,1
211,104,113,1,S3_P450Rdb,B,1,1,0
212,105,37,1,S3_P450Rdb,B,1,1,1
213,105,50,1,S3_P450Rdb,B,1,1,1
214,105,114,1,S3_P450Rdb,B,1,1,0
215,106,37,1,S3_P450Rdb,B,4,1,1
216,106,30,1,S3_P450Rdb,B,2,1,1
217,106,88,1,S3_P450Rdb,B,1,1,1
218,106,50,1,S3_P450Rdb,B,1,1,1
219,106,114,1,S3_P450Rdb,B,1,1,1
220,107,37,1,S3_P450Rdb,B,1,1,0
221,107,30,1,S3_P450Rdb,B,1,1,0
222,108,37,1,S3_P450Rdb,B,1,1,1
223,108,50,1,S3_P450Rdb,B,1,1,1
224,109,115,1,S3_P450Rdb,B,1,1,0
225,110,37,1,S3_P450Rdb,B,1,1,1
226,111,116,1,S3_P450Rdb,B,1,1,1
227,111,117,1,S3_P450Rdb,B,1,1,1
228,112,51,1,S3_P450Rdb,B,1,1,1
229,112,90,1,S3_P450Rdb,B,1,1,1
230,112,52,1,S3_P450Rdb,B,2,1,1
231,112,99,1,S3_P450Rdb,B,1,1,1
232,112,37,1,S3_P450Rdb,B,1,1,1
233,112,50,1,S3_P450Rdb,B,1,1,1
234,113,118,1,S3_P450Rdb,B,1,1,1
235,113,119,1,S3_P450Rdb,B,1,1,1
236,114,33,1,S3_P450Rdb,B,1,1,1
237,115,32,1,S3_P450Rdb,B,1,1,1
238,116,120,1,S3_P450Rdb,B,2,1,1
239,117,121,1,S3_P450Rdb,B,1,1,1
240,118,122,1,S3_P450Rdb,B,2,1,1
241,118,123,1,S3_P450Rdb,B,1,1,1
242,119,124,1,S3_P450Rdb,B,1,1,1
243,120,35,1,S3_P450Rdb,B,1,1,1
244,121,37,1,S3_P450Rdb,B,1,1,1
245,121,50,1,S3_P450Rdb,B,1,1,1
246,122,125,1,S3_P450Rdb,B,1,1,1
247,123,44,1,S3_P450Rdb,B,1,1,0
248,124,126,1,S3_P450Rdb,B,1,1,1
249,125,127,1,S3_P450Rdb,B,1,1,1
250,126,128,1,S3_P450Rdb,B,1,1,1
251,127,37,1,S3_P450Rdb,B,2,1,1
252,127,49,1,S3_P450Rdb,B,1,1,1
253,127,50,1,S3_P450Rdb,B,1,1,1
254,127,114,1,S3_P450Rdb,B,1,1,1
255,128,129,1,S3_P450Rdb,B,1,1,1
256,129,130,1,S3_P450Rdb,B,1,1,1
257,130,131,1,S3_P450Rdb,B,3,1,1
258,130,132,1,S3_P450Rdb,B,2,1,1
259,130,133,1,S3_P450Rdb,B,2,1,1
260,131,131,1,S3_P450Rdb,B,3,1,1
261,131,132,1,S3_P450Rdb,B,2,1,1
262,131,133,1,S3_P450Rdb,B,2,1,1
263,132,57,1,S3_P450Rdb,B,1,1,1
264,133,134,1,S3_P450Rdb,B,1,1,1
265,134,135,1,S3_P450Rdb,B,1,1,1
266,135,136,1,S3_P450Rdb,B,1,0,1
267,136,136,1,S3_P450Rdb,B,1,1,1
268,137,136,1,S3_P450Rdb,B,1,1,1
269,138,89,1,S3_P450Rdb,B,1,1,1
270,139,137,1,S3_P450Rdb,B,1,1,1
271,139,138,1,S3_P450Rdb,B,1,1,1
272,140,139,1,S3_P450Rdb,B,1,1,1
273,140,138,1,S3_P450Rdb,B,1,1,1
274,141,140,1,S3_P450Rdb,B,1,1,1
275,142,141,1,S3_P450Rdb,B,1,1,1
276,143,142,1,S3_P450Rdb,B,3,1,1
277,144,143,1,S3_P450Rdb,B,1,1,1
278,144,144,1,S3_P450Rdb,B,1,1,1
279,144,145,1,S3_P450Rdb,B,1,1,1
280,144,146,1,S3_P450Rdb,B,1,0,1
281,144,147,1,S3_P450Rdb,B,1,0,1
282,145,148,1,S3_P450Rdb,B,1,1,1
283,146,149,1,S3_P450Rdb,B,2,1,1
284,146,150,1,S3_P450Rdb,B,1,1,1
285,147,151,1,S3_P450Rdb,B,1,1,1
286,148,152,1,S3_P450Rdb,B,1,0,1
287,148,153,1,S3_P450Rdb,B,1,0,1
288,148,154,1,S3_P450Rdb,B,1,0,1
289,148,155,1,S3_P450Rdb,B,1,0,1
290,148,156,1,S3_P450Rdb,B,1,0,1
291,148,157,1,S3_P450Rdb,B,1,0,1
292,148,158,1,S3_P450Rdb,B,1,0,1
293,148,159,1,S3_P450Rdb,B,1,0,1
294,148,160,1,S3_P450Rdb,B,1,0,1
295,148,161,1,S3_P450Rdb,B,1,0,1
296,148,162,1,S3_P450Rdb,B,1,0,1
297,148,163,1,S3_P450Rdb,B,1,0,1
298,148,164,1,S3_P450Rdb,B,1,0,1
299,148,165,1,S3_P450Rdb,B,1,0,1
300,148,166,1,S3_P450Rdb,B,1,0,1
301,148,167,1,S3_P450Rdb,B,1,0,1
302,148,168,1,S3_P450Rdb,B,1,0,1
303,148,169,1,S3_P450Rdb,B,1,0,1
304,149,170,1,S3_P450Rdb,B,1,1,1
305,150,171,1,S3_P450Rdb,B,1,1,1
306,150,172,1,S3_P450Rdb,B,1,1,1
307,150,173,1,S3_P450Rdb,B,1,1,1
308,151,45,1,S3_P450Rdb,B,1,1,1
309,152,174,1,S3_P450Rdb,B,1,1,0
310,153,175,1,S3_P450Rdb,B,1,1,0
311,154,176,1,S3_P450Rdb,B,1,0,1
312,154,177,1,S3_P450Rdb,B,1,0,1
313,154,178,1,S3_P450Rdb,B,1,0,1
314,154,179,1,S3_P450Rdb,B,1,0,1
315,154,180,1,S3_P450Rdb,B,1,0,1
316,154,181,1,S3_P450Rdb,B,1,0,1
317,154,182,1,S3_P450Rdb,B,1,0,1
318,154,183,1,S3_P450Rdb,B,1,0,1
319,154,184,1,S3_P450Rdb,B,1,0,1
320,154,185,1,S3_P450Rdb,B,1,0,1
321,154,186,1,S3_P450Rdb,B,1,0,1
322,154,187,1,S3_P450Rdb,B,1,0,1
323,154,188,1,S3_P450Rdb,B,1,0,1
324,154,189,1,S3_P450Rdb,B,1,0,1
325,154,190,1,S3_P450Rdb,B,1,0,1
326,154,191,1,S3_P450Rdb,B,1,0,1
327,154,192,1,S3_P450Rdb,B,1,0,1
328,154,193,1,S3_P450Rdb,B,1,0,1
329,154,194,1,S3_P450Rdb,B,1,0,1
330,154,195,1,S3_P450Rdb,B,1,0,1
331,154,196,1,S3_P450Rdb,B,1,0,1
332,154,197,1,S3_P450Rdb,B,1,0,1
333,154,198,1,S3_P450Rdb,B,1,0,1
334,154,199,1,S3_P450Rdb,B,1,0,1
335,154,200,1,S3_P450Rdb,B,1,0,1
336,154,201,1,S3_P450Rdb,B,1,0,1
337,154,202,1,S3_P450Rdb,B,1,0,1
338,154,203,1,S3_P450Rdb,B,1,0,1
339,154,204,1,S3_P450Rdb,B,1,0,1
340,154,205,1,S3_P450Rdb,B,1,0,1
341,154,206,1,S3_P450Rdb,B,1,0,1
342,154,207,1,S3_P450Rdb,B,1,0,1
343,154,208,1,S3_P450Rdb,B,1,0,1
344,154,209,1,S3_P450Rdb,B,1,0,1
345,154,210,1,S3_P450Rdb,B,1,0,1
346,154,211,1,S3_P450Rdb,B,1,0,1
347,154,212,1,S3_P450Rdb,B,1,0,1
348,154,213,1,S3_P450Rdb,B,1,0,1
349,154,214,1,S3_P450Rdb,B,2,0,1
350,154,215,1,S3_P450Rdb,B,2,0,1
351,154,216,1,S3_P450Rdb,B,1,0,1
352,154,217,1,S3_P450Rdb,B,2,0,1
353,154,218,1,S3_P450Rdb,B,2,0,1
354,154,219,1,S3_P450Rdb,B,2,0,1
355,154,220,1,S3_P450Rdb,B,2,0,1
356,154,221,1,S3_P450Rdb,B,2,0,1
357,154,222,1,S3_P450Rdb,B,1,0,1
358,154,223,1,S3_P450Rdb,B,2,0,1
359,154,224,1,S3_P450Rdb,B,1,0,1
360,154,225,1,S3_P450Rdb,B,1,0,1
361,154,226,1,S3_P450Rdb,B,2,0,1
362,154,227,1,S3_P450Rdb,B,1,0,1
363,154,228,1,S3_P450Rdb,B,2,0,1
364,154,229,1,S3_P450Rdb,B,1,0,1
365,154,230,1,S3_P450Rdb,B,2,0,1
366,154,231,1,S3_P450Rdb,B,2,0,1
367,154,232,1,S3_P450Rdb,B,2,0,1
368,154,233,1,S3_P450Rdb,B,2,0,1
369,154,234,1,S3_P450Rdb,B,2,0,1
370,154,235,1,S3_P450Rdb,B,2,0,1
371,154,236,1,S3_P450Rdb,B,1,0,1
372,154,237,1,S3_P450Rdb,B,2,0,1
373,154,238,1,S3_P450Rdb,B,2,0,1
374,154,239,1,S3_P450Rdb,B,1,0,1
375,154,240,1,S3_P450Rdb,B,2,0,1
376,154,241,1,S3_P450Rdb,B,1,0,1
377,154,242,1,S3_P450Rdb,B,1,0,1
378,154,243,1,S3_P450Rdb,B,1,0,1
379,154,244,1,S3_P450Rdb,B,1,0,1
380,154,245,1,S3_P450Rdb,B,1,0,1
381,154,246,1,S3_P450Rdb,B,1,0,1
382,154,247,1,S3_P450Rdb,B,1,0,1
383,154,248,1,S3_P450Rdb,B,1,0,1
384,154,249,1,S3_P450Rdb,B,1,0,1
385,154,250,1,S3_P450Rdb,B,1,0,1
386,154,251,1,S3_P450Rdb,B,1,0,1
387,154,252,1,S3_P450Rdb,B,1,0,1
388,154,253,1,S3_P450Rdb,B,1,0,1
389,154,254,1,S3_P450Rdb,B,1,0,1
390,154,255,1,S3_P450Rdb,B,1,0,1
391,154,256,1,S3_P450Rdb,B,1,0,1
392,154,257,1,S3_P450Rdb,B,1,0,1
393,154,258,1,S3_P450Rdb,B,1,0,1
394,154,259,1,S3_P450Rdb,B,1,0,1
395,154,260,1,S3_P450Rdb,B,1,0,1
396,154,261,1,S3_P450Rdb,B,1,0,1
397,154,262,1,S3_P450Rdb,B,1,0,1
398,154,263,1,S3_P450Rdb,B,1,0,1
399,154,264,1,S3_P450Rdb,B,1,0,1
400,154,265,1,S3_P450Rdb,B,1,0,1
401,154,266,1,S3_P450Rdb,B,1,0,1
402,154,267,1,S3_P450Rdb,B,1,0,1
403,154,268,1,S3_P450Rdb,B,1,0,1
404,154,269,1,S3_P450Rdb,B,1,0,1
405,154,270,1,S3_P450Rdb,B,1,0,1
406,154,271,1,S3_P450Rdb,B,1,0,1
407,154,272,1,S3_P450Rdb,B,1,0,1
408,154,273,1,S3_P450Rdb,B,1,0,1
409,154,274,1,S3_P450Rdb,B,1,0,1
410,154,275,1,S3_P450Rdb,B,1,0,1
411,154,276,1,S3_P450Rdb,B,1,0,1
412,154,277,1,S3_P450Rdb,B,1,0,1
413,154,278,1,S3_P450Rdb,B,1,0,1
414,154,279,1,S3_P450Rdb,B,1,0,1
415,154,280,1,S3_P450Rdb,B,1,0,1
416,154,281,1,S3_P450Rdb,B,1,0,1
417,154,282,1,S3_P450Rdb,B,1,0,1
418,154,283,1,S3_P450Rdb,B,1,0,1
419,154,284,1,S3_P450Rdb,B,1,0,1
420,154,285,1,S3_P450Rdb,B,1,0,1
421,154,286,1,S3_P450Rdb,B,1,0,1
422,154,287,1,S3_P450Rdb,B,2,0,1
423,154,288,1,S3_P450Rdb,B,1,0,1
424,154,289,1,S3_P450Rdb,B,1,0,1
425,154,290,1,S3_P450Rdb,B,1,0,1
426,154,291,1,S3_P450Rdb,B,1,0,1
427,154,292,1,S3_P450Rdb,B,1,0,1
428,154,293,1,S3_P450Rdb,B,1,0,1
429,154,294,1,S3_P450Rdb,B,1,0,1
430,154,295,1,S3_P450Rdb,B,1,0,1
431,154,296,1,S3_P450Rdb,B,1,0,1
432,154,297,1,S3_P450Rdb,B,1,0,1
433,154,298,1,S3_P450Rdb,B,1,0,1
434,154,299,1,S3_P450Rdb,B,1,0,1
435,154,300,1,S3_P450Rdb,B,1,0,1
436,154,301,1,S3_P450Rdb,B,1,0,1
437,154,302,1,S3_P450Rdb,B,1,0,1
438,154,303,1,S3_P450Rdb,B,1,0,1
439,154,304,1,S3_P450Rdb,B,1,0,1
440,154,305,1,S3_P450Rdb,B,1,0,1
441,154,306,1,S3_P450Rdb,B,1,0,1
442,154,307,1,S3_P450Rdb,B,1,0,1
443,154,308,1,S3_P450Rdb,B,1,0,1
444,154,309,1,S3_P450Rdb,B,1,0,1
445,154,310,1,S3_P450Rdb,B,1,0,1
446,154,311,1,S3_P450Rdb,B,1,0,1
447,154,312,1,S3_P450Rdb,B,1,0,1
448,154,313,1,S3_P450Rdb,B,1,0,1
449,154,314,1,S3_P450Rdb,B,1,0,1
450,154,315,1,S3_P450Rdb,B,1,0,1
451,154,316,1,S3_P450Rdb,B,1,0,1
452,154,317,1,S3_P450Rdb,B,1,0,1
453,154,318,1,S3_P450Rdb,B,1,0,1
454,154,319,1,S3_P450Rdb,B,1,0,1
455,154,320,1,S3_P450Rdb,B,1,0,1
456,154,321,1,S3_P450Rdb,B,1,0,1
457,154,322,1,S3_P450Rdb,B,1,0,1
458,154,323,1,S3_P450Rdb,B,1,0,1
459,154,324,1,S3_P450Rdb,B,1,0,1
460,154,325,1,S3_P450Rdb,B,1,0,1
461,154,326,1,S3_P450Rdb,B,1,0,1
462,154,327,1,S3_P450Rdb,B,1,0,1
463,154,328,1,S3_P450Rdb,B,1,0,1
464,154,329,1,S3_P450Rdb,B,1,0,1
465,154,330,1,S3_P450Rdb,B,1,0,1
466,155,331,1,S3_P450Rdb,B,1,1,1
467,156,332,1,S3_P450Rdb,B,1,1,1
468,156,333,1,S3_P450Rdb,B,1,1,1
469,157,334,1,S3_P450Rdb,B,1,1,1
470,158,335,1,S3_P450Rdb,B,2,1,1
471,159,336,1,S3_P450Rdb,B,1,1,1
472,160,337,1,S3_P450Rdb,B,1,1,1
473,161,338,1,S3_P450Rdb,B,1,1,1
474,161,339,1,S3_P450Rdb,B,1,1,1
475,162,340,1,S3_P450Rdb,B,1,1,1
476,163,341,1,S3_P450Rdb,B,1,1,0
477,163,340,1,S3_P450Rdb,B,1,1,1
478,164,342,1,S3_P450Rdb,B,1,1,1
479,165,342,1,S3_P450Rdb,B,1,1,1
480,166,343,1,S3_P450Rdb,B,1,1,1
481,166,344,1,S3_P450Rdb,B,1,1,1
482,167,345,1,S3_P450Rdb,B,1,1,1
483,167,346,1,S3_P450Rdb,B,1,1,1
484,167,347,1,S3_P450Rdb,B,1,1,1
485,168,348,1,S3_P450Rdb,B,1,1,1
486,169,349,1,S3_P450Rdb,B,1,1,1
487,169,350,1,S3_P450Rdb,B,1,1,1
488,169,351,1,S3_P450Rdb,B,1,1,1
489,169,352,1,S3_P450Rdb,B,1,1,1
490,169,353,1,S3_P450Rdb,B,1,1,1
491,169,354,1,S3_P450Rdb,B,4,1,1
492,169,355,1,S3_P450Rdb,B,2,1,1
493,169,356,1,S3_P450Rdb,B,1,1,1
494,169,357,1,S3_P450Rdb,B,2,1,1
495,170,358,1,S3_P450Rdb,B,1,1,1
496,171,359,1,S3_P450Rdb,B,1,1,1
497,172,360,1,S3_P450Rdb,B,1,1,1
498,172,361,1,S3_P450Rdb,B,1,1,1
499,172,362,1,S3_P450Rdb,B,1,1,1
500,172,363,1,S3_P450Rdb,B,1,1,1
501,173,364,1,S3_P450Rdb,B,1,1,1
502,173,365,1,S3_P450Rdb,B,2,1,1
503,173,366,1,S3_P450Rdb,B,1,1,1
504,173,367,1,S3_P450Rdb,B,1,1,1
505,174,52,1,S3_P450Rdb,B,1,1,1
506,174,99,1,S3_P450Rdb,B,1,1,1
507,174,37,1,S3_P450Rdb,B,2,1,1
508,174,49,1,S3_P450Rdb,B,1,1,1
509,174,50,1,S3_P450Rdb,B,1,1,1
510,175,52,1,S3_P450Rdb,B,1,1,0
511,175,37,1,S3_P450Rdb,B,1,1,1
512,176,368,1,S3_P450Rdb,B,1,1,1
513,177,369,1,S3_P450Rdb,B,1,1,1
514,178,368,1,S3_P450Rdb,B,1,1,1
515,178,370,1,S3_P450Rdb,B,1,1,1
516,179,371,1,S3_P450Rdb,B,1,1,1
517,180,372,1,S3_P450Rdb,B,1,1,1
518,181,373,1,S3_P450Rdb,B,1,1,1
519,182,88,1,S3_P450Rdb,B,1,1,1
520,183,374,1,S3_P450Rdb,B,1,1,1
521,184,51,1,S3_P450Rdb,B,1,1,1
522,184,52,1,S3_P450Rdb,B,1,1,1
523,184,37,1,S3_P450Rdb,B,1,1,1
524,185,375,1,S3_P450Rdb,B,1,1,1
525,185,376,1,S3_P450Rdb,B,1,1,1
526,185,377,1,S3_P450Rdb,B,1,1,1
527,185,378,1,S3_P450Rdb,B,1,1,1
528,186,379,1,S3_P450Rdb,B,1,1,1
529,186,375,1,S3_P450Rdb,B,1,1,1
530,186,376,1,S3_P450Rdb,B,1,1,1
531,186,377,1,S3_P450Rdb,B,1,1,1
532,187,30,1,S3_P450Rdb,B,1,1,1
533,188,380,1,S3_P450Rdb,B,1,1,1
534,188,381,1,S3_P450Rdb,B,1,1,1
