compound_id,smiles,name
51,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,Lupeol
52,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C,Alpha-Amyrin
53,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O,16Alpha-Hydroxy-Beta-Amyrin
54,CC1=C(C=C(C(=C1C)C(=O)O)O)[O-],5-methylorsellinate
55,CC1=C(C=C(C(=C1CO)C(=O)O)O)[O-],"4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate"
56,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O,Ferruginol
57,CC(C)C1=CC2=C(C=C1)[C@]3(CCCC([C@@H]3CC2)(C)C)C,"Abieta-8,11,13-Triene"
58,C[C@@]1(CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(C1)O)(C)C)C)C=C,Nezukol
59,CC[C@H](C)[C@H]1C(=C[C@H]2C[C@H](C[C@H]([C@@H]2[C@@]1(C)C(=O)/C=C\O)C)C)C,Dehydroprobetaenone I
60,C1=CC(=CC(=C1)O)C(=O)O,3-Hydroxybenzoic Acid
61,C1=CC=C(C=C1)C(=O)O,Benzoic Acid
62,COC1=CC=CC(=C1)C(=O)O,3-Methoxybenzoic Acid
63,CCCCCCCC(=O)O,Caprylic Acid
64,CCCCCCCCCC(=O)O,Capric Acid
65,C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@]3(CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C)C,Obtusifoliol
66,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Cholesterol
67,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O,22R-Hydroxycholesterol
68,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)CO)O,"22(R),26-Dihydroxycholesterol"
69,CC(C)[C@]12CCC(=C)[C@H]1C2,(+)-Sabinene
70,CC(C)C12CCC(=C)C1C2,Sabinene
71,C[C@@]12CCCC([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)(C)C,Ent-Kaur-16-Ene
72,C1CCCC1,Cyclopentane
73,C1CCCCC1,Cyclohexane
74,C1CCCCCC1,Cycloheptane
75,C1CCCCCCC1,Cyclooctane
76,CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,"(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate"
77,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@H]4[C@@]3(CC[C@@H](C4)O)C)C,3Beta-Hydroxy-5Beta-Cholestan-6-One
78,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O,(-)-4��-Desmethyl-Deoxypodophyllotoxin
79,CC1=CC(=CC2=C1C(=CC(=O)O2)OC)O,7-Demethylsiderin
80,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O,(-)-Deoxypodophyllotoxin
81,COC1=C(C=C(C=C1)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4)OC,(-)-Bursehernin
82,O=C1C(CC)=C([C@@](CC)(/C=C(/C=C)\C)S1)O,"(5R)-3,5-diethyl-4-hydroxy-5-[(1E)-2-methylbuta-1,3-dienyl]-2,5-dihydrothiophen-2-one"
83,CC1=CCCC(=CCC2(CCC3C(CCC3(C2CC1)C)C(=C)C)C)C,"stellata-2,6,19-triene"
84,CC(C)C1=CCC2=C(C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,Miltiradiene
85,CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O)O,11-Hydroxyferruginol
86,C[C@@]1(CC[C@H]2C(=CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C1)C=C,Isopimaric Acid
87,C[C@@]12[C@]([C@@](C(O)=O)(C)CCC1)(CC=C3[C@@]2(CCC(C(C)C)=C3)[H])[H],Abietic acid
88,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)[O-])C)C)(C)C)O,Oleanolate
89,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,L-Tyrosine
90,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,Betulin
91,CC(C)C1=C(C(=C2C(=C1)C(=O)C[C@@H]3[C@@]2(CCCC3(C)C)C)O)O,11-Hydroxysugiol
92,COC1=C(C=C(C=C1)CNCCC2=CC=C(C=C2)O)O,4��-O-Methylnorbelladine
93,CC(=CCCC1(C2CC3C1(C3C2)C)C)C,Alpha-Santalene
94,CC(=CCC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)C,Beta-Santalene
95,CC(=CCC[C@]1([C@H]2CC[C@H](C2)C1=C)C)C,Epi-Beta-Santalene
96,CC1=CCC2CC1C2(C)CCC=C(C)C,Alpha-Exo-Bergamotene
97,O=C(N)CC(NC(=O)C(NC(=O)C(NC)CC(C)C)CC1=CC=C(O)C=C1)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)S)CC2=CC=C(O)C=C2)C3=CC=C(O)C=C3)C4=CC=C(O)C=C4,N-Methyl-D-leucyl-D-tyrosyl-L-asparaginyl-(2R)-2-(4-hydroxyphenyl)glycyl-(2R)-2-(4-hydroxyphenyl)glycylthio-L-tyrosine
98,O=C1C=C2CCC3C(CCC4(C)C(O)CCC34)C2(C)CC1O,2Beta-Hydroxytestosterone
99,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO,Uvaol
100,C/C/1=C\CC(/C(=C/CC(/C(=C/[C@@H]2[C@@H](C2(C)C)CC1)/C)O)/C)O,"4,8-dihydroxycasbene"
101,C/C/1=C\CC(/C(=C/CC/C(=C/[C@@H]2[C@@H](C2(C)C)CC1)/C)/C)O,8-hydroxycasbene
102,CC1=CCCC(=CC2C(C2(C)C)CCC(=CCC1)C)C,(-)-casbene
103,C1=CC(=CC(=C1)O)C(=O)C2=C(C=C(C=C2O)O)O,"2,3��,4,6-Tetrahydroxybenzophenone"
104,C/C/1=C\CC/C(=C/CC(/C(=C/[C@@H]2[C@@H](C2(C)C)CC1)/C)O)/C,4-hydroxycasbene
105,C[C@@]1(CCC2[C@]3(CCCC(C3CC[C@]2(O1)C)(C)C)C)C=C,"(13R)-8,13-epoxylabd-14-ene"
106,C[C@@]1(CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(O1)C)(C)C)C)C=C,13(R)-Manoyl Oxide
107,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,"(6E,10E)-Geranyllinalool"
108,C[C@@]1(CC[C@@]2([C@@H](C1)CC[C@]3([C@H]2CCCC3=C)C)C)C4CO4,"15,16-Epoxydolabrene"
109,C[C@@]1(CC[C@@]2([C@@H](C1)CC[C@]3([C@H]2CCCC3=C)C)C)C=C,Dolabradiene
110,CC(=CCC/C(=C/CC[C@@](C)(C=C)O)/C)C,"(3S,6E)-Nerolidol"
111,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,Ursolic Acid
112,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)O)O)C,Maslinic Acid
113,C[C@]12CC[C@@H](C([C@@H]1[C@@H](C[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)O)(C)C)O,6Beta-Hydroxy-Oleanolic Acid
114,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O,Maniladiol
115,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)O)C)C,Cycloartenol
116,CCCCCC(C=CC=CCCCCCCCC(=O)[O-])OO,"(13S)-hydroperoxy-(9Z,11E)-octadecadienoate"
117,CCCCCC=CC=CC(CCCCCCCC(=O)[O-])OO,"(9S)-hydroperoxy-(10E,12Z)-octadecadienoate"
118,CC1(CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O)O,Fonsecin B
119,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O,Rubrofusarin B
120,C[C@H]1CC[C@@H]/2[C@H]1C[C@]3(CC[C@@]4(CC[C@@H]([C@H]4[C@@H]3C/C=C2/C)C(=C)C)C)C,variecoladiene
121,CC1=CC[C@@H]2/C(=C(\C)/C(=O)[O-])/CC[C@]2(CC1)C,Asperaculane D
122,CC1=CC[C@@H]2/C(=C(\C)/C(=O)[O-])/CC[C@]2([C@H](C1)O)C,Asperaculane E
123,CC1=CC[C@@H]2/C(=C(\C)/C(=O)[O-])/C[C@H]([C@]2([C@H](C1)O)C)O,Asperaculane G
124,CC1=CC[C@@H]2C(=C(C)C)CC[C@]2(CC1)C,"Dauca-4,7-Diene"
125,CC1CC2=C(C(=C(C=C2)C)O)C(=O)O1,7-methylmellein
126,CC1=CC(C2(CCC3(CCC(=C3C2CC1)C(C)C)C)C)O,erinacol
127,CC(C)C1=C2C3CCC(=CC(C3(CCC2(CC1)C)C)O)CO,cyathadiol
128,CC1=CCC2(CCC3(CCC(=C3C2CC1)C(C)C)C)C,"(-)-cyatha-3,12-diene"
129,CC1=CCC2C(CCC2(CC3C1CCC3(C)O)C)C(C)CCC=C(C)C,ophiobolin F
130,CC1CCC23C1CCC2(C(=C4C3CC5C(CCC5(C4)C)C(C)C)C)C,quiannulatene
131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,"Tylonolide, 20-deoxo-23-deoxy-5-O-[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]- (9CI, ACI)"
132,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,"Cirramycin A1, 12,13-deepoxy-12,13-didehydro-20-deoxo-4-deoxy-20-hydroxy- (9CI, ACI)"
133,O=CCC1CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C,"Cirramycin A1, 12,13-deepoxy-12,13-didehydro-4-deoxy-, (12E)- (9CI, ACI)"
134,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Dehydroepiandrosterone
135,C/C=C\1/CN2[C@H]3C[C@@H]1C4[C@@H]2C[C@]5([C@@H]4OC(=O)C)C3=NC6=CC=CC=C56,Vinorine
136,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-phenylchromen-4-one"
137,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(C(CC(C5(C)C(=O)[O-])O)O)C(=O)[O-])C)C)C,2-deoxypolytolypin
138,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C(=O)[O-])O)C)C)C)C,4beta-carboxyl motiol
139,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CC(C(C5(C)C(=O)[O-])O)O)C)C)C)C,"2alpha-hydroxyl, 4beta-carboxyl motiol"
140,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C)O)C)C)C)C,motiol
141,O=C1NC2(OCCC(C)C1NC2=O)C(O)C(O)(C)CO,"2-Oxa-7,9-diazabicyclo[4.2.2]decane-8,10-dione, 5-methyl-1-[(1S,2S)-1,2,3-trihydroxy-2-methylpropyl]-, (1S,6S)- (ACI)"
142,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,"Germacra-1(10),4,11(13)-Trien-12-Oate"
143,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Progesterone
144,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,"Androst-4-Ene-3,17-Dione"
145,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,Testosterone
146,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,Progesterone
147,O=C1C=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CC1,Androstenedione
148,CC1=CC(=C2C(=C1)O[C@]3([C@H](CCC(=O)C3=C2O)O)C(=O)OC)O,Blennolide C
149,CC(C)[C@H]1CN[C@H](C[NH+]1C)CC2=CNC3=CC=CC=C32,campesine B
150,CC(C)[C@H]1C[NH2+][C@H](CN1C(=O)C)CC2=CNC3=CC=CC=C32,campesine C
151,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5[C@@H]6C4(CC2C[NH+]1C)C7=CC=CC=C7N6)C(C)C)C(=O)C)C8=CC=CC=C8N3,campesine D
152,C1=CC(=CC(=C1)Br)CCBr,1-bromo-3-(2-bromoethyl)benzene
153,C1=CC(=CC(=C1)Br)CCCl,1-bromo-3-(2-chloroethyl)benzene
154,C1=CC(=CC=C1CCCl)Cl,1-chloro-4-(2-chloroethyl)benzene
155,C1=CC(=CC=C1CCCl)F,1-(2-chloroethyl)-4-fluorobenzene
156,C1=CC=C(C=C1)CCCl,2-chloroethylbenzene
157,C=CCC1=CC=C(C=C1)F,1-fluoro-4-prop-2-enylbenzene
158,C=CCC1=CC=CC=C1,prop-2-enylbenzene
159,CC1=CC(=CC=C1)CC=C,1-methyl-3-prop-2-enylbenzene
160,CC1=CC(=CC=C1)CCBr,1-(2-bromoethyl)-3-methylbenzene
161,CC1=CC(=CC=C1)CCCl,1-(2-chloroethyl)-3-methylbenzene
162,CC1=CC=C(C=C1)CC=C,1-methyl-4-prop-2-enylbenzene
163,CC1=CC=CC=C1CC=C,1-methyl-2-prop-2-enylbenzene
164,CCC1=CC(=CC=C1)Br,1-bromo-3-ethylbenzene
165,CCC1=CC=C(C=C1)C,1-ethyl-4-methylbenzene
166,CCC1=CC=C(C=C1)Cl,1-chloro-4-ethylbenzene
167,CCC1=CC=CC(=C1)C,1-ethyl-3-methylbenzene
168,CCC1=CC=CC=C1,ethylbenzene
169,COC1=CC=C(C=C1)CCCl,1-(2-chloroethyl)-4-methoxybenzene
170,C[C@@H]1CC[C@@H]2[C@@]([C@]1(CC/C(=C/CO)/C)O)(CCCC2(C)C)C,Peregrinol
171,C[C@H](CC/C=C(\C)/C=O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,26-Oxolanosterol
172,C[C@H](CC/C=C(\C)/CO)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,26-Hydroxylanosterol
173,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,Lanosterol
174,C/C/1=C\CC/C(=C/CC(CC1)C(=C)C)/C,Germacrene A
175,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,Costunolide
176,CC1=C2C(=CC=C1)NC=C2CC(C(=O)O)N,4-Methyltryptophan
177,O=C(O)C(N)CC1=CN(C2=C1C=CC=C2C3CC3)C,7-Cyclopropyl-1-methyltryptophan
178,O=C(O)C(N)CC1=CN(C2=CC=C(C=C21)C=3C=CC=CC3)C,1-Methyl-5-phenyltryptophan
179,O=C(O)C(N)CC1=CN(C2=CC=C(C=C21)C=3C=CN=CC3)C,1-Methyl-5-(4-pyridinyl)tryptophan
180,O=C(O)C(N)CC1=CN(C2=CC=CC(=C21)C3CC3)C,4-Cyclopropyl-1-methyltryptophan
181,O=C(O)C(N)CC1=CN(C2=CC=CC(=C21)N3CCOCC3)C,1-Methyl-4-(4-morpholinyl)tryptophan
182,O=C(O)C(N)CC1=CN(C=2C(=CC=CC12)C=3C=CC=CC3)C,1-Methyl-7-phenyltryptophan
183,O=C(O)C(N)CC1=CN(C=2C(=CC=CC12)C=3C=CN=CC3)C,1-Methyl-7-(4-pyridinyl)tryptophan
184,O=C(O)C(N)CC1=CN(C=2C(C#C)=CC=CC12)C,7-Ethynyl-1-methyltryptophan
185,O=C(O)C(N)CC1=CN(C=2C(C=C)=CC=CC12)C,7-Ethenyl-1-methyltryptophan
186,O=C(O)C(N)CC1=CN(C=2C(N)=CC=CC12)C,7-Amino-1-methyltryptophan
187,O=C(O)C(N)CC1=CN(C=2C(O)=CC=CC12)C,"Tryptophan, 7-hydroxy-1-methyl- (ACI)"
188,O=C(O)C(N)CC1=CN(C=2C(SC)=CC=CC12)C,1-Methyl-7-(methylthio)tryptophan
189,O=C(O)C(N)CC1=CN(C=2C=C(C#C)C=CC21)C,6-Ethynyl-1-methyltryptophan
190,O=C(O)C(N)CC1=CN(C=2C=C(C=C)C=CC21)C,6-Ethenyl-1-methyltryptophan
191,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C3CC3)C,6-Cyclopropyl-1-methyltryptophan
192,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C=3C=CC=CC3)C,1-Methyl-6-phenyltryptophan
193,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C=3C=CN=CC3)C,1-Methyl-6-(4-pyridinyl)tryptophan
194,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)N3CCOCC3)C,1-Methyl-6-(4-morpholinyl)tryptophan
195,O=C(O)C(N)CC1=CN(C=2C=C(Cl)C=CC21)C,"Tryptophan, 6-chloro-1-methyl- (ACI)"
196,O=C(O)C(N)CC1=CN(C=2C=C(N)C=CC21)C,"Tryptophan, 6-amino-1-methyl- (ACI)"
197,O=C(O)C(N)CC1=CN(C=2C=C(O)C=CC21)C,"1H-Indole-3-propanoic acid, alpha-amino-6-hydroxy-1-methyl- (ACI)"
198,O=C(O)C(N)CC1=CN(C=2C=C(OC)C=CC21)C,"Tryptophan, 6-methoxy-1-methyl- (ACI)"
199,O=C(O)C(N)CC1=CN(C=2C=C(SC)C=CC21)C,1-Methyl-6-(methylthio)tryptophan
200,O=C(O)C(N)CC1=CN(C=2C=CC(=CC21)C3CC3)C,5-Cyclopropyl-1-methyltryptophan
201,O=C(O)C(N)CC1=CN(C=2C=CC(=CC21)N3CCOCC3)C,1-Methyl-5-(4-morpholinyl)tryptophan
202,O=C(O)C(N)CC1=CN(C=2C=CC(C#C)=CC21)C,5-Ethynyl-1-methyltryptophan
203,O=C(O)C(N)CC1=CN(C=2C=CC(C=C)=CC21)C,5-Ethenyl-1-methyltryptophan
204,O=C(O)C(N)CC1=CN(C=2C=CC(N)=CC21)C,5-Amino-1-methyltryptophan
205,O=C(O)C(N)CC1=CN(C=2C=CC(SC)=CC21)C,1-Methyl-5-(methylthio)tryptophan
206,O=C(O)C(N)CC1=CN(C=2C=CC=C(Br)C21)C,4-Bromo-1-methyltryptophan
207,O=C(O)C(N)CC1=CN(C=2C=CC=C(C#C)C21)C,4-Ethynyl-1-methyltryptophan
208,O=C(O)C(N)CC1=CN(C=2C=CC=C(C=3C=CC=CC3)C21)C,1-Methyl-4-phenyltryptophan
