interaction_id,enzyme_id,compound_id,label,source,quality_tier,num_reactions,has_pmid,has_products
42,36,21,1,S8_PlantP450DB,B,1,1,0
43,36,22,1,S8_PlantP450DB,B,1,1,0
44,37,23,1,S8_PlantP450DB,B,1,1,0
45,38,24,1,S8_PlantP450DB,B,1,1,0
46,39,24,1,S8_PlantP450DB,B,1,1,0
47,40,25,1,S8_PlantP450DB,B,1,1,0
48,41,24,1,S8_PlantP450DB,B,1,1,0
49,42,26,1,S8_PlantP450DB,B,1,1,0
50,42,27,1,S8_PlantP450DB,B,1,1,0
51,43,28,1,S8_PlantP450DB,B,1,1,0
52,44,29,1,S8_PlantP450DB,B,1,1,0
53,44,26,1,S8_PlantP450DB,B,1,1,0
54,45,30,1,S8_PlantP450DB,B,1,1,0
55,46,31,1,S8_PlantP450DB,B,1,1,0
56,47,31,1,S8_PlantP450DB,B,1,1,0
57,48,31,1,S8_PlantP450DB,B,1,1,0
58,49,31,1,S8_PlantP450DB,B,1,1,0
59,50,31,1,S8_PlantP450DB,B,1,1,0
60,51,32,1,S8_PlantP450DB,B,1,1,0
61,52,23,1,S8_PlantP450DB,B,1,1,0
62,53,33,1,S8_PlantP450DB,B,1,1,0
63,54,34,1,S8_PlantP450DB,B,1,1,0
64,55,34,1,S8_PlantP450DB,B,1,1,0
65,56,35,1,S8_PlantP450DB,B,1,1,0
66,57,36,1,S8_PlantP450DB,B,1,1,0
67,58,37,1,S8_PlantP450DB,B,1,1,0
68,58,38,1,S8_PlantP450DB,B,1,1,0
69,59,39,1,S8_PlantP450DB,B,1,1,0
70,60,40,1,S8_PlantP450DB,B,1,1,0
71,61,41,1,S8_PlantP450DB,B,1,1,0
72,62,42,1,S8_PlantP450DB,B,1,1,0
73,63,43,1,S8_PlantP450DB,B,1,1,0
74,64,44,1,S8_PlantP450DB,B,1,1,0
75,65,45,1,S8_PlantP450DB,B,1,1,0
76,65,46,1,S8_PlantP450DB,B,1,1,0
77,66,47,1,S8_PlantP450DB,B,1,1,0
78,67,47,1,S8_PlantP450DB,B,1,1,0
79,68,47,1,S8_PlantP450DB,B,1,1,0
80,69,48,1,S8_PlantP450DB,B,1,1,0
81,70,49,1,S8_PlantP450DB,B,1,1,0
82,71,12,1,S8_PlantP450DB,B,1,1,0
83,72,12,1,S8_PlantP450DB,B,1,1,0
84,73,12,1,S8_PlantP450DB,B,1,1,0
85,73,50,1,S8_PlantP450DB,B,1,1,0
86,73,6,1,S8_PlantP450DB,B,1,1,0
87,74,51,1,S8_PlantP450DB,B,1,1,0
88,75,52,1,S8_PlantP450DB,B,1,1,0
89,75,53,1,S8_PlantP450DB,B,1,1,0
90,75,54,1,S8_PlantP450DB,B,1,1,0
91,76,55,1,S8_PlantP450DB,B,1,1,0
92,76,52,1,S8_PlantP450DB,B,1,1,0
93,77,55,1,S8_PlantP450DB,B,1,1,0
94,77,52,1,S8_PlantP450DB,B,1,1,0
95,78,55,1,S8_PlantP450DB,B,1,1,0
96,78,52,1,S8_PlantP450DB,B,1,1,0
97,79,55,1,S8_PlantP450DB,B,1,1,0
98,79,52,1,S8_PlantP450DB,B,1,1,0
99,80,55,1,S8_PlantP450DB,B,1,1,0
100,80,52,1,S8_PlantP450DB,B,1,1,0
101,81,28,1,S8_PlantP450DB,B,1,1,0
102,81,55,1,S8_PlantP450DB,B,1,1,0
103,81,52,1,S8_PlantP450DB,B,1,1,0
104,82,55,1,S8_PlantP450DB,B,1,1,0
105,83,20,1,S8_PlantP450DB,B,1,1,0
106,83,56,1,S8_PlantP450DB,B,1,1,0
107,84,20,1,S8_PlantP450DB,B,1,1,0
108,85,20,1,S8_PlantP450DB,B,1,1,0
109,86,20,1,S8_PlantP450DB,B,1,1,0
110,87,57,1,S8_PlantP450DB,B,1,1,0
111,87,58,1,S8_PlantP450DB,B,1,1,0
112,88,59,1,S8_PlantP450DB,B,1,1,0
113,89,57,1,S8_PlantP450DB,B,1,1,0
114,89,58,1,S8_PlantP450DB,B,1,1,0
115,90,57,1,S8_PlantP450DB,B,1,1,0
116,90,58,1,S8_PlantP450DB,B,1,1,0
117,91,60,1,S8_PlantP450DB,B,1,1,0
118,92,61,1,S8_PlantP450DB,B,1,1,0
119,92,28,1,S8_PlantP450DB,B,1,1,0
120,93,62,1,S8_PlantP450DB,B,1,1,0
121,94,63,1,S8_PlantP450DB,B,1,1,0
122,95,23,1,S8_PlantP450DB,B,1,1,0
123,95,64,1,S8_PlantP450DB,B,1,1,0
124,96,65,1,S8_PlantP450DB,B,1,1,0
125,97,65,1,S8_PlantP450DB,B,1,1,0
126,98,65,1,S8_PlantP450DB,B,1,1,0
127,99,65,1,S8_PlantP450DB,B,1,1,0
128,100,65,1,S8_PlantP450DB,B,1,1,0
129,101,65,1,S8_PlantP450DB,B,1,1,0
130,102,66,1,S8_PlantP450DB,B,1,1,0
131,103,66,1,S8_PlantP450DB,B,1,1,0
132,104,67,1,S8_PlantP450DB,B,1,1,0
133,105,67,1,S8_PlantP450DB,B,1,1,0
134,106,67,1,S8_PlantP450DB,B,1,1,0
135,106,68,1,S8_PlantP450DB,B,1,1,0
136,107,66,1,S8_PlantP450DB,B,1,1,0
137,108,66,1,S8_PlantP450DB,B,1,1,0
138,109,69,1,S8_PlantP450DB,B,1,1,0
139,110,69,1,S8_PlantP450DB,B,1,1,0
140,111,70,1,S8_PlantP450DB,B,1,1,0
141,112,71,1,S8_PlantP450DB,B,1,1,0
142,113,72,1,S8_PlantP450DB,B,1,1,0
143,114,12,1,S8_PlantP450DB,B,1,1,0
144,114,50,1,S8_PlantP450DB,B,1,1,0
145,115,6,1,S8_PlantP450DB,B,1,1,0
146,116,37,1,S8_PlantP450DB,B,1,1,0
147,116,40,1,S8_PlantP450DB,B,1,1,0
148,117,37,1,S8_PlantP450DB,B,1,1,0
149,117,40,1,S8_PlantP450DB,B,1,1,0
150,118,73,1,S8_PlantP450DB,B,1,1,0
151,119,74,1,S8_PlantP450DB,B,1,1,0
152,120,75,1,S8_PlantP450DB,B,1,1,0
153,120,76,1,S8_PlantP450DB,B,1,1,0
154,121,34,1,S8_PlantP450DB,B,1,1,0
155,122,77,1,S8_PlantP450DB,B,1,1,0
156,123,34,1,S8_PlantP450DB,B,1,1,0
157,124,34,1,S8_PlantP450DB,B,1,1,0
158,125,34,1,S8_PlantP450DB,B,1,1,0
159,126,34,1,S8_PlantP450DB,B,1,1,0
160,127,34,1,S8_PlantP450DB,B,1,1,0
161,128,78,1,S8_PlantP450DB,B,1,1,0
162,129,78,1,S8_PlantP450DB,B,1,1,0
163,130,78,1,S8_PlantP450DB,B,1,1,0
164,131,78,1,S8_PlantP450DB,B,1,1,0
165,132,78,1,S8_PlantP450DB,B,1,1,0
166,133,78,1,S8_PlantP450DB,B,1,1,0
167,134,78,1,S8_PlantP450DB,B,1,1,0
168,135,78,1,S8_PlantP450DB,B,1,1,0
169,136,78,1,S8_PlantP450DB,B,1,1,0
170,137,78,1,S8_PlantP450DB,B,1,1,0
171,138,78,1,S8_PlantP450DB,B,1,1,0
172,139,78,1,S8_PlantP450DB,B,1,1,0
173,140,78,1,S8_PlantP450DB,B,1,1,0
174,141,78,1,S8_PlantP450DB,B,1,1,0
175,142,78,1,S8_PlantP450DB,B,1,1,0
176,143,78,1,S8_PlantP450DB,B,1,1,0
177,144,78,1,S8_PlantP450DB,B,1,1,0
178,145,78,1,S8_PlantP450DB,B,1,1,0
179,146,78,1,S8_PlantP450DB,B,1,1,0
180,147,78,1,S8_PlantP450DB,B,1,1,0
181,148,78,1,S8_PlantP450DB,B,1,1,0
182,149,78,1,S8_PlantP450DB,B,1,1,0
183,150,78,1,S8_PlantP450DB,B,1,1,0
184,151,78,1,S8_PlantP450DB,B,1,1,0
185,152,78,1,S8_PlantP450DB,B,1,1,0
186,153,21,1,S8_PlantP450DB,B,1,1,0
187,153,79,1,S8_PlantP450DB,B,1,1,0
188,153,80,1,S8_PlantP450DB,B,1,1,0
189,153,81,1,S8_PlantP450DB,B,1,1,0
190,153,22,1,S8_PlantP450DB,B,1,1,0
191,154,21,1,S8_PlantP450DB,B,1,1,0
192,154,22,1,S8_PlantP450DB,B,1,1,0
193,154,82,1,S8_PlantP450DB,B,1,1,0
194,154,83,1,S8_PlantP450DB,B,1,1,0
195,155,22,1,S8_PlantP450DB,B,1,1,0
196,155,21,1,S8_PlantP450DB,B,1,1,0
197,155,82,1,S8_PlantP450DB,B,1,1,0
198,155,83,1,S8_PlantP450DB,B,1,1,0
199,156,84,1,S8_PlantP450DB,B,1,1,0
200,157,85,1,S8_PlantP450DB,B,1,1,0
201,158,21,1,S8_PlantP450DB,B,1,1,0
202,158,80,1,S8_PlantP450DB,B,1,1,0
203,159,80,1,S8_PlantP450DB,B,1,1,0
204,159,21,1,S8_PlantP450DB,B,1,1,0
205,160,21,1,S8_PlantP450DB,B,1,1,0
206,161,21,1,S8_PlantP450DB,B,1,1,0
207,162,21,1,S8_PlantP450DB,B,1,1,0
208,162,80,1,S8_PlantP450DB,B,1,1,0
209,163,21,1,S8_PlantP450DB,B,1,1,0
210,163,80,1,S8_PlantP450DB,B,1,1,0
211,164,21,1,S8_PlantP450DB,B,1,1,0
212,164,79,1,S8_PlantP450DB,B,1,1,0
213,164,80,1,S8_PlantP450DB,B,1,1,0
214,164,81,1,S8_PlantP450DB,B,1,1,0
215,164,22,1,S8_PlantP450DB,B,1,1,0
216,164,86,1,S8_PlantP450DB,B,1,1,0
217,164,87,1,S8_PlantP450DB,B,1,1,0
218,165,21,1,S8_PlantP450DB,B,1,1,0
219,165,80,1,S8_PlantP450DB,B,1,1,0
220,166,21,1,S8_PlantP450DB,B,1,1,0
221,166,80,1,S8_PlantP450DB,B,1,1,0
222,167,21,1,S8_PlantP450DB,B,1,1,0
223,167,80,1,S8_PlantP450DB,B,1,1,0
224,168,21,1,S8_PlantP450DB,B,1,1,0
225,168,80,1,S8_PlantP450DB,B,1,1,0
226,169,21,1,S8_PlantP450DB,B,1,1,0
227,169,79,1,S8_PlantP450DB,B,1,1,0
228,169,80,1,S8_PlantP450DB,B,1,1,0
229,169,81,1,S8_PlantP450DB,B,1,1,0
230,170,21,1,S8_PlantP450DB,B,1,1,0
231,170,80,1,S8_PlantP450DB,B,1,1,0
232,171,21,1,S8_PlantP450DB,B,1,1,0
233,171,80,1,S8_PlantP450DB,B,1,1,0
234,172,21,1,S8_PlantP450DB,B,1,1,0
235,172,80,1,S8_PlantP450DB,B,1,1,0
236,172,79,1,S8_PlantP450DB,B,1,1,0
237,172,81,1,S8_PlantP450DB,B,1,1,0
238,173,21,1,S8_PlantP450DB,B,1,1,0
239,173,80,1,S8_PlantP450DB,B,1,1,0
240,174,21,1,S8_PlantP450DB,B,1,1,0
241,174,79,1,S8_PlantP450DB,B,1,1,0
242,174,81,1,S8_PlantP450DB,B,1,1,0
243,175,21,1,S8_PlantP450DB,B,1,1,0
244,175,79,1,S8_PlantP450DB,B,1,1,0
245,175,80,1,S8_PlantP450DB,B,1,1,0
246,175,81,1,S8_PlantP450DB,B,1,1,0
247,176,80,1,S8_PlantP450DB,B,1,1,0
248,176,21,1,S8_PlantP450DB,B,1,1,0
249,176,79,1,S8_PlantP450DB,B,1,1,0
250,176,81,1,S8_PlantP450DB,B,1,1,0
251,177,21,1,S8_PlantP450DB,B,1,1,0
252,177,80,1,S8_PlantP450DB,B,1,1,0
253,178,21,1,S8_PlantP450DB,B,1,1,0
254,178,80,1,S8_PlantP450DB,B,1,1,0
255,178,88,1,S8_PlantP450DB,B,1,1,0
256,179,21,1,S8_PlantP450DB,B,1,1,0
257,179,79,1,S8_PlantP450DB,B,1,1,0
258,179,80,1,S8_PlantP450DB,B,1,1,0
259,179,81,1,S8_PlantP450DB,B,1,1,0
260,180,21,1,S8_PlantP450DB,B,1,1,0
261,180,79,1,S8_PlantP450DB,B,1,1,0
262,180,80,1,S8_PlantP450DB,B,1,1,0
263,180,81,1,S8_PlantP450DB,B,1,1,0
264,181,89,1,S8_PlantP450DB,B,1,1,0
265,181,90,1,S8_PlantP450DB,B,1,1,0
266,181,91,1,S8_PlantP450DB,B,1,1,0
267,181,92,1,S8_PlantP450DB,B,1,1,0
268,181,93,1,S8_PlantP450DB,B,1,1,0
269,181,3,1,S8_PlantP450DB,B,1,1,0
270,181,94,1,S8_PlantP450DB,B,1,1,0
271,181,95,1,S8_PlantP450DB,B,1,1,0
272,182,96,1,S8_PlantP450DB,B,1,1,0
273,182,97,1,S8_PlantP450DB,B,1,1,0
274,182,98,1,S8_PlantP450DB,B,1,1,0
275,182,99,1,S8_PlantP450DB,B,1,1,0
276,183,100,1,S8_PlantP450DB,B,1,1,0
277,183,101,1,S8_PlantP450DB,B,1,1,0
278,183,102,1,S8_PlantP450DB,B,1,1,0
279,183,103,1,S8_PlantP450DB,B,1,1,0
280,183,104,1,S8_PlantP450DB,B,1,1,0
281,183,105,1,S8_PlantP450DB,B,1,1,0
282,184,4,1,S8_PlantP450DB,B,1,1,0
283,185,4,1,S8_PlantP450DB,B,1,1,0
284,186,106,1,S8_PlantP450DB,B,1,1,0
285,187,93,1,S8_PlantP450DB,B,1,1,0
286,188,93,1,S8_PlantP450DB,B,1,1,0
287,189,10,1,S8_PlantP450DB,B,1,1,0
288,189,11,1,S8_PlantP450DB,B,1,1,0
289,190,4,1,S8_PlantP450DB,B,1,1,0
290,190,93,1,S8_PlantP450DB,B,1,1,0
291,191,93,1,S8_PlantP450DB,B,1,1,0
292,192,107,1,S8_PlantP450DB,B,1,1,0
293,192,108,1,S8_PlantP450DB,B,1,1,0
294,192,109,1,S8_PlantP450DB,B,1,1,0
295,192,110,1,S8_PlantP450DB,B,1,1,0
296,193,107,1,S8_PlantP450DB,B,1,1,0
297,193,108,1,S8_PlantP450DB,B,1,1,0
298,193,109,1,S8_PlantP450DB,B,1,1,0
299,193,110,1,S8_PlantP450DB,B,1,1,0
300,194,107,1,S8_PlantP450DB,B,1,1,0
301,194,108,1,S8_PlantP450DB,B,1,1,0
302,194,109,1,S8_PlantP450DB,B,1,1,0
303,194,110,1,S8_PlantP450DB,B,1,1,0
304,195,107,1,S8_PlantP450DB,B,1,1,0
305,195,108,1,S8_PlantP450DB,B,1,1,0
306,195,109,1,S8_PlantP450DB,B,1,1,0
307,195,110,1,S8_PlantP450DB,B,1,1,0
308,196,107,1,S8_PlantP450DB,B,1,1,0
309,196,108,1,S8_PlantP450DB,B,1,1,0
310,196,109,1,S8_PlantP450DB,B,1,1,0
311,196,110,1,S8_PlantP450DB,B,1,1,0
312,197,107,1,S8_PlantP450DB,B,1,1,0
313,197,108,1,S8_PlantP450DB,B,1,1,0
314,197,109,1,S8_PlantP450DB,B,1,1,0
315,197,110,1,S8_PlantP450DB,B,1,1,0
316,198,110,1,S8_PlantP450DB,B,1,1,0
317,199,110,1,S8_PlantP450DB,B,1,1,0
318,200,110,1,S8_PlantP450DB,B,1,1,0
319,201,4,1,S8_PlantP450DB,B,1,1,0
320,201,111,1,S8_PlantP450DB,B,1,1,0
321,202,112,1,S8_PlantP450DB,B,1,1,0
322,203,113,1,S8_PlantP450DB,B,1,1,0
323,204,113,1,S8_PlantP450DB,B,1,1,0
324,204,114,1,S8_PlantP450DB,B,1,1,0
325,205,42,1,S8_PlantP450DB,B,1,1,0
326,206,113,1,S8_PlantP450DB,B,1,1,0
327,206,114,1,S8_PlantP450DB,B,1,1,0
328,207,115,1,S8_PlantP450DB,B,1,1,0
329,207,116,1,S8_PlantP450DB,B,1,1,0
330,207,104,1,S8_PlantP450DB,B,1,1,0
331,208,117,1,S8_PlantP450DB,B,1,1,0
332,208,118,1,S8_PlantP450DB,B,1,1,0
333,209,118,1,S8_PlantP450DB,B,1,1,0
334,210,117,1,S8_PlantP450DB,B,1,1,0
335,211,117,1,S8_PlantP450DB,B,1,1,0
336,212,119,1,S8_PlantP450DB,B,1,1,0
337,213,119,1,S8_PlantP450DB,B,1,1,0
338,214,120,1,S8_PlantP450DB,B,1,1,0
339,214,121,1,S8_PlantP450DB,B,1,1,0
340,215,122,1,S8_PlantP450DB,B,1,1,0
341,216,123,1,S8_PlantP450DB,B,1,1,0
342,217,123,1,S8_PlantP450DB,B,1,1,0
343,218,123,1,S8_PlantP450DB,B,1,1,0
344,219,120,1,S8_PlantP450DB,B,1,1,0
345,219,121,1,S8_PlantP450DB,B,1,1,0
346,220,120,1,S8_PlantP450DB,B,1,1,0
347,220,121,1,S8_PlantP450DB,B,1,1,0
348,221,120,1,S8_PlantP450DB,B,1,1,0
349,221,121,1,S8_PlantP450DB,B,1,1,0
350,222,124,1,S8_PlantP450DB,B,1,1,0
351,223,125,1,S8_PlantP450DB,B,1,1,0
352,223,126,1,S8_PlantP450DB,B,1,1,0
353,224,125,1,S8_PlantP450DB,B,1,1,0
354,224,120,1,S8_PlantP450DB,B,1,1,0
355,225,125,1,S8_PlantP450DB,B,1,1,0
356,225,122,1,S8_PlantP450DB,B,1,1,0
357,226,125,1,S8_PlantP450DB,B,1,1,0
358,226,120,1,S8_PlantP450DB,B,1,1,0
359,227,125,1,S8_PlantP450DB,B,1,1,0
360,227,120,1,S8_PlantP450DB,B,1,1,0
361,227,122,1,S8_PlantP450DB,B,1,1,0
362,228,127,1,S8_PlantP450DB,B,1,1,0
363,229,128,1,S8_PlantP450DB,B,1,1,0
364,229,75,1,S8_PlantP450DB,B,1,1,0
365,229,129,1,S8_PlantP450DB,B,1,1,0
366,229,76,1,S8_PlantP450DB,B,1,1,0
367,230,129,1,S8_PlantP450DB,B,1,1,0
368,231,117,1,S8_PlantP450DB,B,1,1,0
369,232,130,1,S8_PlantP450DB,B,1,1,0
370,233,131,1,S8_PlantP450DB,B,1,1,0
371,234,131,1,S8_PlantP450DB,B,1,1,0
372,235,130,1,S8_PlantP450DB,B,1,1,0
373,235,132,1,S8_PlantP450DB,B,1,1,0
374,236,117,1,S8_PlantP450DB,B,1,1,0
375,236,132,1,S8_PlantP450DB,B,1,1,0
376,236,130,1,S8_PlantP450DB,B,1,1,0
377,237,130,1,S8_PlantP450DB,B,1,1,0
378,238,132,1,S8_PlantP450DB,B,1,1,0
379,239,132,1,S8_PlantP450DB,B,1,1,0
380,240,132,1,S8_PlantP450DB,B,1,1,0
381,241,133,1,S8_PlantP450DB,B,1,1,0
382,241,131,1,S8_PlantP450DB,B,1,1,0
383,241,134,1,S8_PlantP450DB,B,1,1,0
384,241,130,1,S8_PlantP450DB,B,1,1,0
385,241,135,1,S8_PlantP450DB,B,1,1,0
386,241,136,1,S8_PlantP450DB,B,1,1,0
387,242,131,1,S8_PlantP450DB,B,1,1,0
388,242,130,1,S8_PlantP450DB,B,1,1,0
389,242,134,1,S8_PlantP450DB,B,1,1,0
390,242,132,1,S8_PlantP450DB,B,1,1,0
391,242,117,1,S8_PlantP450DB,B,1,1,0
392,243,133,1,S8_PlantP450DB,B,1,1,0
393,243,134,1,S8_PlantP450DB,B,1,1,0
394,244,133,1,S8_PlantP450DB,B,1,1,0
395,244,134,1,S8_PlantP450DB,B,1,1,0
396,245,134,1,S8_PlantP450DB,B,1,1,0
397,245,133,1,S8_PlantP450DB,B,1,1,0
398,246,134,1,S8_PlantP450DB,B,1,1,0
399,246,133,1,S8_PlantP450DB,B,1,1,0
400,247,130,1,S8_PlantP450DB,B,1,1,0
401,247,131,1,S8_PlantP450DB,B,1,1,0
402,247,134,1,S8_PlantP450DB,B,1,1,0
403,247,133,1,S8_PlantP450DB,B,1,1,0
404,248,130,1,S8_PlantP450DB,B,1,1,0
405,249,130,1,S8_PlantP450DB,B,1,1,0
406,249,131,1,S8_PlantP450DB,B,1,1,0
407,249,134,1,S8_PlantP450DB,B,1,1,0
408,249,133,1,S8_PlantP450DB,B,1,1,0
409,250,130,1,S8_PlantP450DB,B,1,1,0
410,251,130,1,S8_PlantP450DB,B,1,1,0
411,252,130,1,S8_PlantP450DB,B,1,1,0
412,252,134,1,S8_PlantP450DB,B,1,1,0
413,252,131,1,S8_PlantP450DB,B,1,1,0
414,252,132,1,S8_PlantP450DB,B,1,1,0
415,252,117,1,S8_PlantP450DB,B,1,1,0
416,253,130,1,S8_PlantP450DB,B,1,1,0
417,253,134,1,S8_PlantP450DB,B,1,1,0
418,253,131,1,S8_PlantP450DB,B,1,1,0
419,253,132,1,S8_PlantP450DB,B,1,1,0
420,253,117,1,S8_PlantP450DB,B,1,1,0
421,254,130,1,S8_PlantP450DB,B,1,1,0
422,254,134,1,S8_PlantP450DB,B,1,1,0
423,254,131,1,S8_PlantP450DB,B,1,1,0
424,254,132,1,S8_PlantP450DB,B,1,1,0
425,254,117,1,S8_PlantP450DB,B,1,1,0
426,255,132,1,S8_PlantP450DB,B,1,1,0
427,256,133,1,S8_PlantP450DB,B,1,1,0
428,256,134,1,S8_PlantP450DB,B,1,1,0
429,257,131,1,S8_PlantP450DB,B,1,1,0
430,258,130,1,S8_PlantP450DB,B,1,1,0
431,259,117,1,S8_PlantP450DB,B,1,1,0
432,260,117,1,S8_PlantP450DB,B,1,1,0
433,261,136,1,S8_PlantP450DB,B,1,1,0
434,261,137,1,S8_PlantP450DB,B,1,1,0
435,261,138,1,S8_PlantP450DB,B,1,1,0
436,261,139,1,S8_PlantP450DB,B,1,1,0
437,261,140,1,S8_PlantP450DB,B,1,1,0
438,261,141,1,S8_PlantP450DB,B,1,1,0
439,262,140,1,S8_PlantP450DB,B,1,1,0
440,262,141,1,S8_PlantP450DB,B,1,1,0
441,263,142,1,S8_PlantP450DB,B,1,1,0
442,263,84,1,S8_PlantP450DB,B,1,1,0
443,264,84,1,S8_PlantP450DB,B,1,1,0
444,265,84,1,S8_PlantP450DB,B,1,1,0
445,266,143,1,S8_PlantP450DB,B,1,1,0
446,267,144,1,S8_PlantP450DB,B,1,1,0
447,268,145,1,S8_PlantP450DB,B,1,1,0
448,269,146,1,S8_PlantP450DB,B,1,1,0
449,270,145,1,S8_PlantP450DB,B,1,1,0
450,270,147,1,S8_PlantP450DB,B,1,1,0
451,270,148,1,S8_PlantP450DB,B,1,1,0
452,271,145,1,S8_PlantP450DB,B,1,1,0
453,271,147,1,S8_PlantP450DB,B,1,1,0
454,271,148,1,S8_PlantP450DB,B,1,1,0
455,272,148,1,S8_PlantP450DB,B,1,1,0
456,273,149,1,S8_PlantP450DB,B,1,1,0
457,273,129,1,S8_PlantP450DB,B,1,1,0
458,273,150,1,S8_PlantP450DB,B,1,1,0
459,274,151,1,S8_PlantP450DB,B,1,1,0
460,274,152,1,S8_PlantP450DB,B,1,1,0
461,274,153,1,S8_PlantP450DB,B,1,1,0
462,275,152,1,S8_PlantP450DB,B,1,1,0
463,275,154,1,S8_PlantP450DB,B,1,1,0
464,276,154,1,S8_PlantP450DB,B,1,1,0
465,276,152,1,S8_PlantP450DB,B,1,1,0
466,276,155,1,S8_PlantP450DB,B,1,1,0
467,276,151,1,S8_PlantP450DB,B,1,1,0
468,276,153,1,S8_PlantP450DB,B,1,1,0
469,277,154,1,S8_PlantP450DB,B,1,1,0
470,277,152,1,S8_PlantP450DB,B,1,1,0
471,277,156,1,S8_PlantP450DB,B,1,1,0
472,277,153,1,S8_PlantP450DB,B,1,1,0
473,277,151,1,S8_PlantP450DB,B,1,1,0
474,278,157,1,S8_PlantP450DB,B,1,1,0
475,279,158,1,S8_PlantP450DB,B,1,1,0
476,280,159,1,S8_PlantP450DB,B,1,1,0
477,281,160,1,S8_PlantP450DB,B,1,1,0
478,282,161,1,S8_PlantP450DB,B,1,1,0
479,282,162,1,S8_PlantP450DB,B,1,1,0
480,283,161,1,S8_PlantP450DB,B,1,1,0
481,283,162,1,S8_PlantP450DB,B,1,1,0
482,284,163,1,S8_PlantP450DB,B,1,1,0
483,285,164,1,S8_PlantP450DB,B,1,1,0
484,286,165,1,S8_PlantP450DB,B,1,1,0
485,287,165,1,S8_PlantP450DB,B,1,1,0
486,288,166,1,S8_PlantP450DB,B,1,1,0
487,288,22,1,S8_PlantP450DB,B,1,1,0
488,289,166,1,S8_PlantP450DB,B,1,1,0
489,290,167,1,S8_PlantP450DB,B,1,1,0
490,291,63,1,S8_PlantP450DB,B,1,1,0
491,292,168,1,S8_PlantP450DB,B,1,1,0
492,293,168,1,S8_PlantP450DB,B,1,1,0
493,294,168,1,S8_PlantP450DB,B,1,1,0
494,295,169,1,S8_PlantP450DB,B,1,1,0
495,295,170,1,S8_PlantP450DB,B,1,1,0
496,296,171,1,S8_PlantP450DB,B,1,1,0
497,297,170,1,S8_PlantP450DB,B,1,1,0
498,297,169,1,S8_PlantP450DB,B,1,1,0
499,298,170,1,S8_PlantP450DB,B,1,1,0
500,298,169,1,S8_PlantP450DB,B,1,1,0
501,299,172,1,S8_PlantP450DB,B,1,1,0
502,299,173,1,S8_PlantP450DB,B,1,1,0
503,300,174,1,S8_PlantP450DB,B,1,1,0
504,300,175,1,S8_PlantP450DB,B,1,1,0
505,301,176,1,S8_PlantP450DB,B,1,1,0
506,302,177,1,S8_PlantP450DB,B,1,1,0
507,303,178,1,S8_PlantP450DB,B,1,1,0
508,304,175,1,S8_PlantP450DB,B,1,1,0
509,305,144,1,S8_PlantP450DB,B,1,1,0
510,306,179,1,S8_PlantP450DB,B,1,1,0
511,307,179,1,S8_PlantP450DB,B,1,1,0
512,308,179,1,S8_PlantP450DB,B,1,1,0
513,309,179,1,S8_PlantP450DB,B,1,1,0
514,310,179,1,S8_PlantP450DB,B,1,1,0
