interaction_id,enzyme_id,compound_id,label,source,quality_tier,num_reactions,has_pmid,has_products,pdb_id
80,48,63,1,S1_RCSB,A,1,0,0,3ZPI
81,48,64,1,S1_RCSB,A,1,0,0,3ZPI
82,48,65,1,S1_RCSB,A,1,0,0,3ZPI
83,49,66,1,S1_RCSB,A,1,0,0,3MVR
84,49,67,1,S1_RCSB,A,1,0,0,3MVR
85,49,68,1,S1_RCSB,A,1,0,0,4H1N
86,50,69,1,S1_RCSB,A,1,0,0,1NR6
87,50,70,1,S1_RCSB,A,1,0,0,1NR6
88,51,71,1,S1_RCSB,A,1,0,0,1J51
89,51,72,1,S1_RCSB,A,1,0,0,1RE9
90,51,73,1,S1_RCSB,A,1,0,0,4L4E
91,51,74,1,S1_RCSB,A,1,0,0,1RE9
92,51,75,1,S1_RCSB,A,1,0,0,1RE9
93,51,76,1,S1_RCSB,A,1,0,0,1RE9
94,51,77,1,S1_RCSB,A,1,0,0,1RE9
95,52,78,1,S1_RCSB,A,1,0,0,4I8V
96,52,79,1,S1_RCSB,A,1,0,0,4I8V
97,53,57,1,S1_RCSB,A,1,0,0,3N9Y
98,53,80,1,S1_RCSB,A,1,0,0,3NA0
99,53,81,1,S1_RCSB,A,1,0,0,3N9Y
100,54,43,1,S1_RCSB,A,1,0,0,4Y8W
101,55,0,1,S1_RCSB,A,1,0,0,6HQL
102,55,1,1,S1_RCSB,A,1,0,0,6HQQ
103,55,28,1,S1_RCSB,A,1,0,0,6YCM
104,55,82,1,S1_RCSB,A,1,0,0,6YCO
105,56,83,1,S1_RCSB,A,1,0,0,4LXJ
106,57,84,1,S1_RCSB,A,1,0,0,2NNJ
107,57,85,1,S1_RCSB,A,1,0,0,2NNJ
108,57,86,1,S1_RCSB,A,1,0,0,2NNJ
109,57,87,1,S1_RCSB,A,1,0,0,2NNJ
110,58,88,1,S1_RCSB,A,1,0,0,3TBG
111,58,89,1,S1_RCSB,A,1,0,0,3TBG
112,58,90,1,S1_RCSB,A,1,0,0,3TBG
113,58,91,1,S1_RCSB,A,1,0,0,6CSD
114,59,92,1,S1_RCSB,A,1,0,0,2FDV
115,59,93,1,S1_RCSB,A,1,0,0,2FDV
116,59,94,1,S1_RCSB,A,1,0,0,2FDV
117,59,95,1,S1_RCSB,A,1,0,0,3T3Q
118,59,96,1,S1_RCSB,A,1,0,0,3T3Q
119,59,97,1,S1_RCSB,A,1,0,0,2FDV
120,60,98,1,S1_RCSB,A,1,0,0,4NZ2
121,60,99,1,S1_RCSB,A,1,0,0,5A5I
122,60,100,1,S1_RCSB,A,1,0,0,4NZ2
123,60,101,1,S1_RCSB,A,1,0,0,5X23
124,61,102,1,S1_RCSB,A,1,0,0,1JPZ
125,61,103,1,S1_RCSB,A,1,0,0,1JPZ
126,61,22,1,S1_RCSB,A,1,0,0,2UWH
127,61,56,1,S1_RCSB,A,1,0,0,3EKD
128,61,104,1,S1_RCSB,A,1,0,0,4HGH
129,61,105,1,S1_RCSB,A,1,0,0,4O4P
130,61,87,1,S1_RCSB,A,1,0,0,6HN8
131,61,106,1,S1_RCSB,A,1,0,0,6JLV
132,61,21,1,S1_RCSB,A,1,0,0,6LY4
133,61,107,1,S1_RCSB,A,1,0,0,6JLV
134,61,108,1,S1_RCSB,A,1,0,0,6JLV
135,61,109,1,S1_RCSB,A,1,0,0,7WG0
136,61,110,1,S1_RCSB,A,1,0,0,7Y0P
137,61,4,1,S1_RCSB,A,1,0,0,7YD9
138,61,111,1,S1_RCSB,A,1,0,0,7YDB
139,61,112,1,S1_RCSB,A,1,0,0,7YDD
140,61,113,1,S1_RCSB,A,1,0,0,7YFT
141,61,114,1,S1_RCSB,A,1,0,0,8JC3
142,61,115,1,S1_RCSB,A,1,0,0,8JC3
143,61,116,1,S1_RCSB,A,1,0,0,9ISU
144,62,70,1,S1_RCSB,A,1,0,0,9JHW
145,62,117,1,S1_RCSB,A,1,0,0,9JHW
146,62,118,1,S1_RCSB,A,1,0,0,9KW2
147,62,119,1,S1_RCSB,A,1,0,0,9KW2
148,63,71,1,S1_RCSB,A,1,0,0,5UDA
149,63,120,1,S1_RCSB,A,1,0,0,5UDA
150,63,121,1,S1_RCSB,A,1,0,0,5UDA
151,63,122,1,S1_RCSB,A,1,0,0,5UDA
152,63,75,1,S1_RCSB,A,1,0,0,5UDA
153,63,123,1,S1_RCSB,A,1,0,0,5UFG
154,63,124,1,S1_RCSB,A,1,0,0,5UDA
155,64,125,1,S1_RCSB,A,1,0,0,8GK3
156,65,126,1,S1_RCSB,A,1,0,0,8EUH
157,66,127,1,S1_RCSB,A,1,0,0,2XFH
158,66,128,1,S1_RCSB,A,1,0,0,3ZKP
159,67,129,1,S1_RCSB,A,1,0,0,3EJB
160,67,130,1,S1_RCSB,A,1,0,0,3EJB
161,67,131,1,S1_RCSB,A,1,0,0,3EJB
162,68,41,1,S1_RCSB,A,1,0,0,8S53
163,69,41,1,S1_RCSB,A,1,0,0,2X5W
164,69,132,1,S1_RCSB,A,1,0,0,3IW1
165,70,133,1,S1_RCSB,A,1,0,0,7ZB9
166,70,41,1,S1_RCSB,A,1,0,0,6T0F
167,70,134,1,S1_RCSB,A,1,0,0,7ZB9
168,70,135,1,S1_RCSB,A,1,0,0,7ZB9
169,70,136,1,S1_RCSB,A,1,0,0,7ZB9
170,71,14,1,S1_RCSB,A,1,0,0,1N40
171,71,137,1,S1_RCSB,A,1,0,0,4IPS
172,71,138,1,S1_RCSB,A,1,0,0,1N40
173,71,139,1,S1_RCSB,A,1,0,0,1N40
174,71,140,1,S1_RCSB,A,1,0,0,1N40
175,71,141,1,S1_RCSB,A,1,0,0,1N40
176,71,142,1,S1_RCSB,A,1,0,0,1N40
177,71,143,1,S1_RCSB,A,1,0,0,1N40
178,71,144,1,S1_RCSB,A,1,0,0,1N40
179,71,145,1,S1_RCSB,A,1,0,0,1N40
180,71,146,1,S1_RCSB,A,1,0,0,1N40
181,71,147,1,S1_RCSB,A,1,0,0,4IPS
182,71,148,1,S1_RCSB,A,1,0,0,4IPS
183,72,132,1,S1_RCSB,A,1,0,0,1EUP
184,72,149,1,S1_RCSB,A,1,0,0,1Z8O
185,73,150,1,S1_RCSB,A,1,0,0,9G9R
186,73,151,1,S1_RCSB,A,1,0,0,9G9R
187,73,152,1,S1_RCSB,A,1,0,0,9G9R
188,74,153,1,S1_RCSB,A,1,0,0,4EJI
189,74,97,1,S1_RCSB,A,1,0,0,4EJI
190,74,154,1,S1_RCSB,A,1,0,0,4EJI
191,75,155,1,S1_RCSB,A,1,0,0,3OFT
192,76,73,1,S1_RCSB,A,1,0,0,3NV6
193,77,73,1,S1_RCSB,A,1,0,0,6WGW
194,78,152,1,S1_RCSB,A,1,0,0,9DOE
195,78,156,1,S1_RCSB,A,1,0,0,9DOE
196,78,157,1,S1_RCSB,A,1,0,0,9DOE
197,78,158,1,S1_RCSB,A,1,0,0,5UVB
198,78,159,1,S1_RCSB,A,1,0,0,5UVB
199,78,160,1,S1_RCSB,A,1,0,0,5UVB
200,78,161,1,S1_RCSB,A,1,0,0,5UVB
201,78,162,1,S1_RCSB,A,1,0,0,5UVB
202,78,163,1,S1_RCSB,A,1,0,0,5UVB
203,78,164,1,S1_RCSB,A,1,0,0,9DOE
204,78,165,1,S1_RCSB,A,1,0,0,9DOE
205,78,166,1,S1_RCSB,A,1,0,0,9DOE
206,78,167,1,S1_RCSB,A,1,0,0,9DOE
207,78,168,1,S1_RCSB,A,1,0,0,9DOE
208,78,169,1,S1_RCSB,A,1,0,0,9DOE
209,78,170,1,S1_RCSB,A,1,0,0,9DOE
210,78,171,1,S1_RCSB,A,1,0,0,5UVB
211,78,172,1,S1_RCSB,A,1,0,0,6WZP
212,78,173,1,S1_RCSB,A,1,0,0,9DOE
213,78,174,1,S1_RCSB,A,1,0,0,9DOE
214,78,175,1,S1_RCSB,A,1,0,0,9DOE
215,78,151,1,S1_RCSB,A,1,0,0,9DOE
216,78,176,1,S1_RCSB,A,1,0,0,9DOE
217,78,177,1,S1_RCSB,A,1,0,0,7TNU
218,78,178,1,S1_RCSB,A,1,0,0,7TP5
219,78,179,1,S1_RCSB,A,1,0,0,7TQM
220,78,180,1,S1_RCSB,A,1,0,0,9DOE
221,78,181,1,S1_RCSB,A,1,0,0,9DOE
222,78,182,1,S1_RCSB,A,1,0,0,9DOE
223,78,183,1,S1_RCSB,A,1,0,0,9DOE
224,78,184,1,S1_RCSB,A,1,0,0,9DOE
225,78,185,1,S1_RCSB,A,1,0,0,9DOE
226,78,186,1,S1_RCSB,A,1,0,0,9DOE
227,78,187,1,S1_RCSB,A,1,0,0,9DOE
228,78,188,1,S1_RCSB,A,1,0,0,5UVB
229,78,189,1,S1_RCSB,A,1,0,0,7TP5
230,78,190,1,S1_RCSB,A,1,0,0,9DOE
231,78,191,1,S1_RCSB,A,1,0,0,9DOE
232,78,192,1,S1_RCSB,A,1,0,0,9DOE
233,78,150,1,S1_RCSB,A,1,0,0,9DOE
234,78,193,1,S1_RCSB,A,1,0,0,9DX9
235,79,194,1,S1_RCSB,A,1,0,0,3P99
236,80,195,1,S1_RCSB,A,1,0,0,3DBM
237,81,196,1,S1_RCSB,A,1,0,0,2Y5N
238,81,197,1,S1_RCSB,A,1,0,0,2Y5N
239,82,198,1,S1_RCSB,A,1,0,0,6ZI3
240,82,149,1,S1_RCSB,A,1,0,0,7Q89
241,82,21,1,S1_RCSB,A,1,0,0,8QRD
242,82,199,1,S1_RCSB,A,1,0,0,8QYI
243,83,200,1,S1_RCSB,A,1,0,0,2VE3
244,84,201,1,S1_RCSB,A,1,0,0,4J6C
245,84,43,1,S1_RCSB,A,1,0,0,4J6C
246,84,132,1,S1_RCSB,A,1,0,0,4J6C
247,84,202,1,S1_RCSB,A,1,0,0,6TO2
248,84,21,1,S1_RCSB,A,1,0,0,9KG5
249,85,83,1,S1_RCSB,A,1,0,0,6MCW
250,86,150,1,S1_RCSB,A,1,0,0,4DNJ
251,87,70,1,S1_RCSB,A,1,0,0,4UBS
252,88,48,1,S1_RCSB,A,1,0,0,7WZM
253,89,21,1,S1_RCSB,A,1,0,0,7CL8
254,89,132,1,S1_RCSB,A,1,0,0,7CL9
255,90,203,1,S1_RCSB,A,1,0,0,5FOI
256,91,204,1,S1_RCSB,A,1,0,0,5GWE
257,91,205,1,S1_RCSB,A,1,0,0,5XJN
258,91,206,1,S1_RCSB,A,1,0,0,5XJN
259,92,207,1,S1_RCSB,A,1,0,0,6F0C
260,92,208,1,S1_RCSB,A,1,0,0,6F0C
261,93,209,1,S1_RCSB,A,1,0,0,3ABA
262,94,210,1,S1_RCSB,A,1,0,0,6J95
263,95,211,1,S1_RCSB,A,1,0,0,2XBK
264,96,212,1,S1_RCSB,A,1,0,0,1T93
265,96,213,1,S1_RCSB,A,1,0,0,2D0E
266,97,214,1,S1_RCSB,A,1,0,0,1PKF
267,98,215,1,S1_RCSB,A,1,0,0,2NZ5
268,99,216,1,S1_RCSB,A,1,0,0,6B11
269,100,217,1,S1_RCSB,A,1,0,0,3WEC
270,101,218,1,S1_RCSB,A,1,0,0,8K1X
271,102,219,1,S1_RCSB,A,1,0,0,4OQR
